Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF,toc,rock_type,clay_vol,GOR
42-461402050000,PEMBROOK X-1K 11H,PIONEER,UPTON,WOLFCAMP B,8/29/2016,9908,537645,16992638,877.8788017,54.3,1715,0.8,513,2734,270.2,0.073,0.271618871,9383.6,1.722828095,1.333439495,,0.257325356,1104.413348
42-461403040000,DORCUS 3002WB,SM ENERGY,UPTON,WOLFCAMP B,7/6/2016,7808,448373,14385334,,57.4,1842,0.8,114,681,124.2,0.058,0.043184235,9747,,1.282194633,,0.230927122,2470.891755
42-317404710000,CAMPBELL WEST SN 134-321 03 603H,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,5/19/2017,10632,518194,19004569,809.2023392,48.7,1787,0.9,283,1439,244.5,0.065,0.116444537,8457.6,1.707359705,1.53818027,,0.286969077,1080.885038
42-317405980000,UNIVERSITY 7-2730 N 09SA,DIAMONDBACK,MARTIN,LOWER SPRABERRY,6/21/2017,7369,221229,10187691,330.6165468,30,1383,1.1,297,992,346.3,0.057,0.174276992,9408.9,1.693521652,1.985579082,,0.312531459,1060.839319
42-329408560000,GRIDIRON S002MS,DIAMONDBACK,MIDLAND,MIDDLE SPRABERRY,11/13/2016,9223,410408,14952815,1011.659992,44.5,1621,0.9,456,702,279.3,0.085,0.086773116,8521.2,1.6231601,1.506573145,,0.288575383,955.2252081
42-317384480000,SCHARBAUER RANCH 201H,PIONEER,MARTIN,WOLFCAMP D,9/14/2013,7862,205252,6930849,,26.1,882,0.8,256,1639,303.1,0.049,0.358658729,11031.2,2.460847439,2.247773847,,0.355759086,2096.71919
42-317401760000,NAIL UNIT 1 3112BH,EXXON,MARTIN,WOLFCAMP A,12/15/2015,6903,560986,16834826,,81.3,2439,0.7,203,413,235.7,0.05,0.177622081,9246.2,1.737374364,1.758536453,,0.284824628,1125.772602
42-383382790000,"ROCKER, B. -N- 81H",PIONEER,REAGAN,WOLFCAMP B,7/17/2013,7446,223061,8585890,1909.248164,30,1153,0.9,191,1710,386.3,0.064,0.273950888,7311.2,,2.137847341,,0.356280817,2317.152175
42-461395610000,DORCUS 4231H,SM ENERGY,UPTON,WOLFCAMP B,10/24/2014,5072,226358,9219205,652.5593112,44.6,1818,1,130,417,159.6,0.051,0.057156066,9679.2,2.373216025,1.151149287,,0.205219376,1971.860322
42-173372990000,HOUSTON RANCH 12-FOWLER A 4H,PIONEER,GLASSCOCK,WOLFCAMP A,10/30/2019,7922,328896,13532309,693.9973706,41.5,1708,1,419,326,286.2,0.069,0.138433863,8661.4,1.446526688,2.304694153,,0.301500916,675.6427445
42-173374290000,BERRY 2005BH,EXXON,GLASSCOCK,WOLFCAMP A,10/9/2017,10203,537236,14307589,364.9498609,52.7,1402,0.6,207,843,344.5,0.052,0.136522272,8522.6,1.4848376,1.929068436,,0.26668076,738.6558943
42-329414770000,TEXAS TEN 'AA' 609H,PIONEER,MIDLAND,WOLFCAMP A,6/14/2018,8378,419546,32478454,893.3661061,50.1,3877,1.8,430,2831,313.9,0.06,0.105859961,9424.7,1.436368709,0.943041713,,0.193667597,655.4430232
42-383382250000,UNIVERSITY 10 2703H,FDL,REAGAN,WOLFCAMP B,9/21/2013,8273,0,0,1265.488917,,,,252,,338.1,0.064,0.247871937,7967.2,,1.92372625,,0.303775801,
42-227390150000,SLEDGE UNIT 06-07 2AH,SURGE OPERATING,HOWARD,WOLFCAMP A,6/18/2017,7109,432841,22985844,641.8877366,60.9,3233,1.3,319,,455.2,0.086,0.165636976,7801.6,,2.289235788,,0.254630978,
42-383398130000,HAWKER 1503A 2H,OCCIDENTAL,REAGAN,WOLFCAMP A,5/4/2018,9752,425920,16284638,1604.000756,43.7,1670,0.9,438,999,318.5,0.07,0.128907484,8379.9,1.875359722,2.088193767,,0.277301651,1319.150209
42-317407310000,SIXTEEN PENNY NAIL 310A 3LL,CROWNQUEST,MARTIN,LOWER SPRABERRY,11/29/2017,7713,334498,13210214,,43.4,1713,0.9,260,403,552.8,0.064,0.24851351,9570,1.776300273,1.773981412,,0.307561723,1182.914633
42-329415410000,TXL 11 UNIT 4 1407BH,EXXON,MIDLAND,WOLFCAMP B,10/26/2017,7714,454965,13005843,1325.902857,59,1686,0.7,387,1777,184,0.064,0.215379412,9807.6,1.863758459,1.577756174,,0.291699842,1308.739507
42-329415620000,PRESTON S31K 111H,PIONEER,MIDLAND,WOLFCAMP A,2/6/2019,16173,448214,14232719,829.9517686,27.7,880,0.8,318,2216,233.3,0.081,0.108306914,8921.9,1.652602606,2.24735331,,0.264627817,999.5894172
42-329415890000,"SCHROCK, W.M. 2326 6HA",APACHE,MIDLAND,WOLFCAMP A,4/1/2018,7586,370762,12684351,639.4018352,48.9,1672,0.8,232,1352,354.8,0.072,0.122369249,8632.6,2.322612501,2.381908106,,0.30362144,1893.745793
42-329415750000,A DAVIDSON 38D 10HF,OVINTIV,MIDLAND,LOWER SPRABERRY,7/6/2017,10398,497527,21411967,304.8507003,47.8,2059,1,181,3425,446.9,0.065,0.143956402,9028.2,1.742195909,1.726446248,,0.300023619,1132.619408
42-317407850000,COX 12-9 UNIT 1 221,ENDEAVOR,MARTIN,WOLFCAMP A,8/10/2017,7171,309402,11625011,,43.1,1621,0.9,507,705,207.4,0.061,0.184847994,9524.4,1.595962274,1.82490135,,0.276244126,911.9116473
42-383398460000,RANDY JOHNSON 19-19A 4203H,PIONEER,REAGAN,WOLFCAMP A,9/1/2017,4891,204267,8470865,,41.8,1732,1,235,778,342.7,0.068,0.096161682,8462.9,1.752693208,1.693737491,,0.271728135,1146.815865
42-227390890000,W H 48 UNIT 2LS,DIAMONDBACK,HOWARD,LOWER SPRABERRY,6/2/2018,7364,0,0,597.043349,,,,247,191,353.9,0.056,0.176542453,7980.4,,1.830248606,,0.328402037,
42-317408100000,HOLT RANCH 3-13 (ALLOC-1SH) 1LL,DIAMONDBACK,MARTIN,LOWER SPRABERRY,1/17/2018,7976,416375,16145382,495.9613008,52.2,2024,0.9,391,746,405.2,0.061,0.192195572,9529.9,1.489259863,1.962387953,,0.301159142,742.1303699
42-383398900000,EAGLEHEAD 'C' A2 12LH,SEQUITUR,REAGAN,WOLFCAMP B,1/17/2018,7254,428415,15289365,720.1671527,59.1,2108,0.9,431,917,261,0.065,0.316472623,8838.3,1.655139951,1.314670825,,0.274513879,1003.452118
42-317408700000,LUMBERGH 2528LS,SM ENERGY,MARTIN,LOWER SPRABERRY,1/29/2018,10335,632638,19603140,663.7166472,61.2,1897,0.7,913,1331,347.3,0.069,0.231519061,7755.8,1.679040975,1.723258857,,0.297321047,1038.112133
42-173376110000,TARGET K 3906WA,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,3/5/2018,9899,375287,15853647,334.3645721,37.9,1602,1,319,2300,246.9,0.072,0.176340632,8515.1,1.819660784,2.521147509,,0.303595631,1242.348998
42-317408630000,ACT E 05DN,DIAMONDBACK,MARTIN,DEAN,2/11/2018,9297,279284,13818710,,30,1486,1.2,98,419,229.9,0.052,0.54307631,9196,1.634062743,1.328644076,,0.27642239,971.2051935
42-461406360000,MILLER 3748 D 6HM,APACHE,UPTON,WOLFCAMP B,12/20/2017,10431,533261,17239249,857.6861134,51.1,1653,0.8,286,3648,440.5,0.081,0.284037435,9565.7,1.79420565,1.567293261,,0.267546852,1208.8525
42-227392640000,KRAMER C 4843WA,SM ENERGY,HOWARD,WOLFCAMP A,5/5/2018,10380,611736,19409094,351.749065,58.9,1870,0.8,363,548,347,0.065,0.157674862,7696.4,1.518608251,1.867414321,,0.288989013,794.5801417
42-329419610000,BANAY BC 06WB,SUMMIT PETROLEUM,MIDLAND,WOLFCAMP B,12/15/2018,10006,0,0,,,,,594,2337,152.4,0.064,0.06286187,9699.2,1.569688422,1.241503582,,0.214513537,870.3248169
42-383400180000,MUSTANG DRAW 45AS,DISCOVERY,REAGAN,WOLFCAMP A,4/15/2018,13581,457632,25621773,,33.7,1887,1.3,164,287,293.2,0.068,0.058125789,6820.1,,2.327266184,,0.29164631,1773.955859
42-317410400000,DFK 319J 6HF,OVINTIV,MARTIN,LOWER SPRABERRY,3/1/2018,10172,0,557548,405.0017654,,,,625,1463,385.6,0.063,0.219861666,9521.5,1.631999754,1.682192314,,0.289911087,967.5726276
42-461406660000,CC 4045 EAST F 8HM,APACHE,UPTON,WOLFCAMP B,6/19/2018,10464,521960,17472520,855.970813,49.9,1670,0.8,489,5006,252.1,0.088,0.235774688,9474.8,1.775747056,2.490550288,,0.302205383,1182.00493
42-317410580000,BIG RED UNIT 75-82 5H,ELEMENT PETROLEUM III,MARTIN,WOLFCAMP A,3/1/2018,9048,501280,17819126,464.0711327,55.4,1969,0.9,292,107,293.1,0.058,0.18716422,8993.7,,1.936525629,,0.32021992,
42-173377400000,ZANT 3805BH,EXXON,GLASSCOCK,WOLFCAMP A,9/17/2018,13890,779985,23471532,,56.2,1690,0.7,395,1976,331,0.074,0.128005968,8593.4,1.731578171,2.346569047,,0.290247533,1116.497945
42-173377430000,ZANT 3806BH,EXXON,GLASSCOCK,WOLFCAMP B,9/23/2018,13804,775541,23574427,1030.900512,56.2,1708,0.7,372,997,375.8,0.057,0.408947923,8725.4,1.393548424,1.758909106,,0.274928036,586.8319508
42-173377500000,ZANT 3829 3819AH,EXXON,GLASSCOCK,WOLFCAMP A,10/15/2018,14005,1114357,38666365,,79.6,2761,0.8,400,2946,349.4,0.072,0.124905488,8338.6,,2.335914347,,0.288365791,
42-227393430000,WRIGHT UNIT 33-40 A 5AH,CALLON,HOWARD,WOLFCAMP A,3/31/2018,10107,706036,25458957,671.2183913,69.9,2519,0.9,446,904,332,0.074,0.205309877,8218.5,,2.456476539,,0.310294774,464.1614471
42-317411140000,BERLINDA ANN 2344WA,SM ENERGY,MARTIN,WOLFCAMP A,8/20/2018,10929,506471,18731786,471.2771749,46.3,1714,0.9,504,512,264.3,0.073,0.178133229,8220.6,1.892845904,2.145350582,,0.292854658,1342.072609
42-461407250000,XBC GIDDINGS ESTATE 401H,PIONEER,UPTON,LOWER SPRABERRY,7/17/2018,6929,268817,17893618,1595.081835,38.8,2582,1.6,544,512,496.2,0.061,0.160667259,8146,1.933758916,2.038493188,,0.305457629,1396.777707
42-461407310000,HAMMAN 30C 4BU,EARTHSTONE,UPTON,WOLFCAMP B,3/14/2021,4585,197383,11600265,914.0995123,43,2530,1.4,,,226.3,0.078,0.243609037,9207,1.855846478,2.31595818,,0.302147231,1295.816273
42-317411510000,POE C 14SC,DIAMONDBACK,MARTIN,LOWER SPRABERRY,6/16/2018,7516,220045,11559691,661.6370386,29.3,1538,1.3,120,245,424.7,0.047,0.186885524,8902.3,1.516057955,1.5518578,,0.293498588,787.6138791
42-003463150001,UL MASON UNIT 2LS,DIAMONDBACK,ANDREWS,LOWER SPRABERRY,3/12/2021,7561,0,0,,,,,,,0,0,0,9453.5,1.440295777,,,0,661.8513318
42-383391130000,ALDWELL K R 40 3H,PIONEER,REAGAN,WOLFCAMP B,4/19/2015,9746,169669,9499798,1134.822806,17.4,975,1.3,226,,260.6,0.08,0.298025945,8649.6,1.637962783,1.944677191,,0.320509924,977.6001666
42-329401430000,ST-ST S D 4404LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,10/25/2015,7533,315771,0,676.1278538,41.9,0,0,367,712,345.3,0.064,0.189125225,9254.9,1.406380562,1.664812335,,0.308928048,605.9185556
42-227387030000,PAPAGIORGIO 40-33 A 11WA,SM ENERGY,HOWARD,WOLFCAMP A,5/28/2016,9455,374625,15736169,,39.6,1664,1,,,411.7,0.051,0.239976587,7249.5,1.460804552,0.868573312,,0.185422984,703.5252723
42-227388510000,WALDRON EUNICE WEST 1302WA,OCCIDENTAL,HOWARD,WOLFCAMP A,4/10/2018,7652,318059,0,1258.521949,41.6,0,0,574,690,344.1,0.069,0.392115122,7737.1,1.582143431,1.649135006,,0.274979996,893.0525592
42-383389280000,UNIVERSITY 09 0912H,FDL,REAGAN,WOLFCAMP A,7/19/2015,9666,233032,13653001,606.9473104,24.1,1412,1.4,318,1964,369.6,0.061,0.119263057,7892.6,,1.884554,,0.28848686,2381.533997
42-329404310000,PRESTON 5 14H,PIONEER,MIDLAND,WOLFCAMP B,5/20/2016,7806,311837,10672183,1114.310401,39.9,1367,0.8,304,1938,334.1,0.087,0.318848225,9226,2.040335844,1.413643065,,0.263541011,1547.236207
42-317402450000,DOROTHY FAYE-K- H602C,OVINTIV,MARTIN,LOWER SPRABERRY,8/24/2015,15513,455754,9656307,542.5236477,29.4,622,0.5,365,,369.5,0.054,0.20894271,9496.8,1.628412258,1.746094,,0.31856716,962.1105881
42-317404910000,SALE RANCH 15F 6H,PIONEER,MARTIN,WOLFCAMP B,11/8/2017,9978,410776,30311751,1034.38855,41.2,3038,1.8,566,3451,206.6,0.058,0.256452639,9452,1.572365415,1.518673714,,0.318318535,875.220623
42-329406770000,"SCHARBAUER, C. 4121H",CHEVRON,MIDLAND,WOLFCAMP A,6/29/2016,9966,285199,12955098,657.9653187,28.6,1300,1.1,346,2730,292.3,0.051,0.088295742,9584.5,1.799755446,1.525176,,0.260645101,1216.888556
42-329408070000,TEXAS TEN 'AA' 601H,PIONEER,MIDLAND,WOLFCAMP B,1/4/2018,8216,380627,20609171,1375.178361,46.3,2508,1.3,627,1297,187.1,0.078,0.102546137,9747.9,1.642901095,1.631834447,,0.312515482,983.8896193
42-329414090000,WAFFLE IRON H240WB,PERMIAN DEEP ROCK OIL,MIDLAND,WOLFCAMP B,5/24/2017,7280,346221,13082801,677.9609302,47.6,1797,0.9,431,,152,0.078,0.261443253,9807.3,1.74515567,1.586592418,,0.293382056,1137.447145
42-227393880000,ESCO HAMLIN UNIT 20-17 7AH,SURGE OPERATING,HOWARD,WOLFCAMP A,4/8/2018,7377,304680,16003206,680.7483076,41.3,2169,1.3,428,,437.7,0.075,0.087674462,7721.2,1.381799792,1.9531704,,0.252458579,571.6494705
42-227393860000,PRICHARD A 1MH,LEGACY,HOWARD,MIDDLE SPRABERRY,3/14/2018,7350,296776,7089700,,40.4,965,0.6,96,330,281.3,0.127,0.23692113,6569.2,1.712016489,1.579686275,,0.244325624,1080.671986
42-329421790000,CASSELMAN4 11LL,CALLON,MIDLAND,LOWER SPRABERRY,10/4/2018,4000,234873,6970653,799.1841273,58.7,1743,0.7,156,1353,283,0.051,0.222338855,9322.5,,1.44751,,0.260699095,2418.546744
42-329421660000,LHS RANCH 27-21 ALLOCATION 2101 2111AH,EXXON,MIDLAND,WOLFCAMP A,8/10/2018,7653,452970,13110768,646.3525892,59.2,1713,0.7,543,1033,345.5,0.086,0.12412548,9241,1.878517505,2.5376186,,0.24748974,1327.685905
42-329421880000,WINDOWPANE 4-33 UNIT 1 142,ENDEAVOR,MIDLAND,LOWER SPRABERRY,6/18/2018,10003,408956,16096849,,40.9,1609,0.9,642,516,368,0.066,0.266626881,9043.1,,1.988129748,,0.339291687,375.6254784
42-329421550000,WARFIELD WEST E 201LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,1/14/2019,11264,0,0,1041.734079,,,,563,1063,356.4,0.058,0.16570293,9246.5,1.510029448,1.568302865,,0.267510748,776.8125732
42-329422610000,ST E 3803WB,DIAMONDBACK,MIDLAND,WOLFCAMP B,6/30/2018,7961,531861,14972209,1323.608961,66.8,1881,0.7,285,766,118.2,0.078,0.139605174,9862,1.71926182,1.610447561,,0.318545974,1099.058843
42-003477520000,FEE 'CF' 1501WB,FASKEN OIL AND RANCH,ANDREWS,WOLFCAMP B,10/26/2018,9446,487207,13894420,,51.6,1471,0.7,612,1024,137.1,0.06,0.191225723,10104.2,2.126941969,1.307960967,,0.287268507,1667.891035
42-317412910000,HN 249G 6HC,OVINTIV,MARTIN,MIDDLE SPRABERRY,8/10/2018,7701,344962,15391299,989.5922117,44.8,1999,1.1,176,1871,229.7,0.054,0.185464489,8706.5,1.528037397,1.498353688,,0.299014994,807.2581356
42-317413160000,MARGARET M4 (ALLOC-2SH) 6LL,DIAMONDBACK,MARTIN,LOWER SPRABERRY,11/13/2018,10757,663202,27101870,1445.245632,61.7,2519,1,629,819,437.4,0.062,0.18600139,9154.7,1.358286311,1.511099636,,0.281199528,524.1258794
42-329423300000,"SCHARBAUER, C. 0043LS",CHEVRON,MIDLAND,LOWER SPRABERRY,11/12/2019,10041,468574,18810530,878.0230408,46.7,1873,1,879,1942,339.1,0.044,0.171855575,9026.2,1.49634738,1.925797127,,0.338750869,755.5303718
42-317413230000,BOX NAIL 2LM,CROWNQUEST,MARTIN,LOWER SPRABERRY,9/2/2018,7542,323271,13897469,677.1374466,42.9,1843,1,633,1229,545.7,0.065,0.249949494,8724.2,1.399400635,1.700359629,,0.300689111,596.7399127
42-383401840000,MIKE SCOTT 19-30-H 4415H,PIONEER,REAGAN,WOLFCAMP B,8/12/2018,9990,554714,19468223,,55.5,1949,0.8,309,1908,307.6,0.067,0.422651978,8976.8,2.188088829,1.2530733,,0.277380861,1734.751165
42-317413600000,FLO D 11DN,DIAMONDBACK,MARTIN,DEAN,3/18/2019,12763,376505,22495474,,29.5,1763,1.4,394,801,245.9,0.048,0.510535877,9130.8,1.535884425,1.201960433,,0.280889218,818.5187137
42-227395550000,MOZETTI UNIT A 37-48 4AH,SURGE OPERATING,HOWARD,WOLFCAMP A,6/28/2018,10466,409268,22626861,594.4058471,39.1,2162,1.3,455,,318.9,0.088,0.198930157,7959.7,,2.49762647,,0.271642432,350.8546603
42-461408030000,GREATHOUSE 13-12 A 211,ENDEAVOR,UPTON,WOLFCAMP B,9/29/2018,7097,318070,11299233,1730.742359,44.8,1592,0.9,554,983,243.5,0.067,0.28596114,9118,1.362982329,1.155171365,,0.260320719,532.4601827
42-003477880000,FEE 'CF' 1504WB,FASKEN OIL AND RANCH,ANDREWS,WOLFCAMP B,10/26/2018,7816,406773,11405299,,52,1459,0.7,643,880,118.8,0.038,0.428840221,10097.7,1.912826199,1.393596659,,0.320264025,1378.537549
42-329422840000,FR CATALYST E 94 12HB,CROWNQUEST,MIDLAND,WOLFCAMP B,5/24/2019,10133,555546,20926152,323.2191376,54.8,2065,0.9,430,2257,236,0.074,0.274257915,9156.3,2.025108135,2.112573755,,0.287031418,1526.540572
42-329424690000,COMANCHEROS 19-31 3101 3111AH,EXXON,MIDLAND,WOLFCAMP A,1/10/2019,12917,740399,21775082,982.4644956,57.3,1686,0.7,214,124,296.4,0.076,0.157571377,8924.2,,2.10919063,,0.242776181,
42-329423700000,DONALD L HUTT FEE W20S 19H,PIONEER,MIDLAND,WOLFCAMP B,1/12/2019,9782,521168,17139956,1094.032681,53.3,1752,0.8,480,2135,196.5,0.074,0.21699913,9554.8,1.813042046,2.349090405,,0.285021013,1235.946507
42-329425070000,BOONE-COFFEE 30 103HB,"VENCER ENERGY, LLC",MIDLAND,WOLFCAMP A,12/18/2018,7562,307495,11601852,321.9957312,40.7,1534,0.9,241,752,401.3,0.082,0.125848219,8740.1,2.175445542,2.432399905,,0.281536635,1715.844102
42-329425230000,BOZEMAN UNIT 803LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,3/9/2020,12755,0,0,,,,,628,857,399.4,0.07,0.239186192,9067.1,1.656569858,1.849857722,,0.335398163,1005.493421
42-329424130000,SHACKELFORD W31E 5H,PIONEER,MIDLAND,WOLFCAMP A,10/15/2020,10182,457797,17320727,797.3021728,45,1701,0.9,,,354.4,0.072,0.145971919,9096.1,1.746747351,2.131076492,,0.250879856,1139.344724
42-329425180000,LYNCH A HZ 25HS,APACHE,MIDLAND,LOWER SPRABERRY,1/17/2019,7222,435354,15846082,431.6679234,60.3,2194,0.9,356,251,395.6,0.083,0.181064517,9064.9,1.527979769,1.758891233,,0.324833873,806.1412957
42-227396630000,SCATTER 15-10 2SH,LAREDO,HOWARD,LOWER SPRABERRY,12/3/2018,9225,444167,16605134,,48.1,1800,0.9,561,,280.7,0.057,0.232605409,7249.7,,1.47279729,,0.264276346,
42-317415180000,MERRICK UNIT 2 1117AH,EXXON,MARTIN,WOLFCAMP A,2/19/2019,10258,655459,17790248,768.2444291,63.9,1734,0.7,211,282,248.5,0.076,0.183119091,8805.6,1.435748545,2.254535796,,0.295824997,657.2157325
42-329425140000,TXL-SHACKELFORD 37J 10H,PIONEER,MIDLAND,WOLFCAMP B,4/24/2019,9782,422436,22505332,729.737835,43.2,2301,1.3,457,,314.2,0.073,0.274902048,9531,1.989207112,2.037836832,,0.287232412,1481.033138
42-317415880000,HNE 249N 1202HE,OVINTIV,MARTIN,LOWER SPRABERRY,11/21/2018,8329,0,15976136,336.7379954,,,,486,1473,390.2,0.071,0.192462584,9219.5,1.575267275,2.125053583,,0.298704043,880.3479939
42-317416150000,DICKENSON D 4AH,LEGACY,MARTIN,,10/23/2019,6773,313588,13095976,1462.226757,46.3,1934,1,309,548,0,0,0,,,,,,
42-317414390000,SLINGSHOT ENGAGED UNIT 75-82 3SH,ELEMENT PETROLEUM III,MARTIN,LOWER SPRABERRY,9/9/2020,9956,546984,24241718,2398.914757,54.9,2435,1.1,,,403.1,0.048,0.192565383,8667,,1.471793627,,0.312654797,426.9228918
42-317416610000,SCHARBAUER RANCH 323H,PIONEER,MARTIN,LOWER SPRABERRY,3/23/2019,9437,461698,17204289,602.7649074,48.9,1823,0.9,661,1113,391.6,0.072,0.205680314,9185.5,1.782262611,1.31907725,,0.279292712,1191.002071
42-317417310000,VISERION UNIT 1 4724SH,EXXON,MARTIN,LOWER SPRABERRY,5/23/2019,10321,620873,17711542,433.1462493,60.2,1716,0.7,761,786,384.2,0.057,0.221614344,8452.6,1.660888761,1.799291509,,0.305494367,1012.078512
42-329428430000,ARTEMIS 42/06 E 0051LS,CHEVRON,MIDLAND,LOWER SPRABERRY,10/27/2019,7922,309567,12175585,667.627416,39.1,1537,0.9,599,,360.8,0.045,0.154909983,9039.9,1.372539046,1.951332617,,0.325434653,549.3578791
42-329428920000,WARFIELD WEST J 203WA,DIAMONDBACK,MIDLAND,WOLFCAMP A,1/25/2020,10632,451077,20242846,713.2275714,42.4,1904,1.1,397,932,267.3,0.055,0.117505223,9461.3,1.543799143,1.083232061,,0.20702722,830.0871911
42-227397910000,AUSTIN 22-15 UNIT 1WA,HANNATHON PETROLEUM,HOWARD,WOLFCAMP A,1/12/2019,7760,532074,21242198,,68.6,2737,1,560,702,220.6,0.056,0.123358045,6932.2,1.358401935,1.09830182,,0.226277697,535.4107105
42-173379870000,CRAIG SN 29-20 D 104WA,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,8/4/2019,10046,0,0,,,,,259,1259,399.4,0.053,0.088600691,7498.6,1.81289061,1.421178014,,0.285726407,1227.549617
42-461410250000,AEGIS 1918 1911AH,EXXON,UPTON,WOLFCAMP B,6/29/2019,7681,458059,13208904,402.7866675,59.6,1720,0.7,770,1871,229.9,0.087,0.279100582,8979.7,1.943252386,2.066228941,,0.303907874,1415.498894
42-461410360000,AEGIS 1918-02 1912AH,EXXON,UPTON,WOLFCAMP B,7/1/2019,7725,420239,12851001,563.0630534,54.4,1664,0.7,317,998,230.1,0.087,0.279417544,8985.1,1.797265525,2.054309165,,0.303755129,1212.115588
42-173380330000,LANE TR D 45-2 (ALLOC-H) 8SU,LAREDO,GLASSCOCK,WOLFCAMP A,5/5/2019,8126,444496,14939449,651.1843184,54.7,1838,0.8,382,2063,333.4,0.06,0.073783528,7836.1,2.020429578,2.432884994,,0.326676359,1507.592961
42-461410500000,FRANK POWELL 30-31 3104BH,EXXON,UPTON,WOLFCAMP B,9/18/2020,10203,502334,17579818,,49.2,1723,0.8,,,263.1,0.069,0.317481626,9177,1.633098029,1.083681782,,0.254189108,969.7565866
42-227399570000,MONTY THE AZTEC 42-43 E 5WA,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,11/6/2019,7831,431447,44587185,467.8224611,55.1,5694,2.5,249,1125,283,0.065,0.085069627,7970.4,1.678776044,1.949960667,,0.296253369,1038.129473
42-227399530000,MONTY THE AZTEC 42-43 D 4JD,BIRCH OPERATIONS,HOWARD,LOWER SPRABERRY,11/5/2019,7814,319590,42357386,631.0072369,40.9,5421,3.2,215,1474,342.8,0.062,0.238642541,7366.6,,1.54096499,,0.299904922,2474.933362
42-173380620000,CROUCH 16 4215H,PIONEER,GLASSCOCK,WOLFCAMP A,7/24/2019,4817,251612,9685140,439.9609702,52.2,2011,0.9,272,819,335.1,0.068,0.171967713,8567.7,1.69546503,2.331775164,,0.308561111,1063.510304
42-329430810000,WINDHAM 14C 13HE,OVINTIV,MIDLAND,LOWER SPRABERRY,6/28/2019,7470,388441,13941147,463.8506365,52,1866,0.9,237,1527,466.9,0.058,0.241275739,8884.3,,1.595765171,,0.289097686,2123.859967
42-461410720000,NORTH BROOK NE34 23H,PIONEER,UPTON,WOLFCAMP A,3/30/2020,6581,298081,13177051,876.1029882,45.3,2002,1.1,413,,309.5,0.09,0.052097053,8968.7,2.043922752,1.93446662,,0.242716434,1549.814716
42-173380790000,HORN-BOOKS 10 101HB,"VENCER ENERGY, LLC",GLASSCOCK,WOLFCAMP A,1/9/2020,9536,463621,14781892,656.8787712,48.6,1550,0.8,269,997,432.2,0.064,0.138222508,8390.9,1.855550164,2.087670948,,0.33638239,1291.872426
42-461410910000,CVX KATIE (SA) V 4445LS,SM ENERGY,UPTON,LOWER SPRABERRY,3/13/2020,10320,464047,19498831,540.3104315,45,1889,1,244,300,460.7,0.058,0.250500451,8869.4,1.620746504,1.669234578,,0.318004953,951.2559366
42-383405320000,NORTH CREEK B 482LN,DISCOVERY,REAGAN,WOLFCAMP A,12/31/2019,10121,397289,19598897,801.1225756,39.3,1936,1.2,165,931,321.4,0.068,0.084110598,7412.4,1.94951634,2.017310063,,0.331325444,1410.525577
42-317420840000,BUCK (AK) 7LL,DIAMONDBACK,MARTIN,LOWER SPRABERRY,12/12/2019,7898,558430,20431336,330.1853962,70.7,2587,0.9,423,835,446.7,0.062,0.197829498,9253,1.448790911,1.373045029,,0.275928602,676.8685499
42-227400370000,MORTAL STORM 12-13-24 H 1W,BAYSWATER OPERATING COMPANY LLC,HOWARD,WOLFCAMP A,12/12/2019,10088,571390,25542380,669.7798375,56.6,2532,1.1,297,697,222.7,0.053,0.167726783,6743.6,1.361960482,1.068228145,,0.232997923,542.2054487
42-227400500000,CAPTAIN CANE 18-30 E 7WA,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,1/23/2020,10220,524247,29279639,,51.3,2865,1.3,417,1784,365.3,0.068,0.315668208,8034.8,,2.312900667,,0.280859519,
42-317420540000,MOTT 8 201,LARIO OIL & GAS,MARTIN,WOLFCAMP D,7/6/2019,9924,539148,19721306,1064.851226,54.3,1987,0.9,255,688,304,0.052,0.383474513,9909.8,1.897630306,2.330411624,,0.399861078,1356.7074
42-329432040000,NOBLES 3133SH,EXXON,MIDLAND,MIDDLE SPRABERRY,10/17/2019,10267,607832,15423254,985.451518,59.2,1502,0.6,298,309,288.6,0.069,0.080364573,8675.4,1.499839367,1.870154288,,0.333630419,762.3303212
42-329432370000,PARKS FIELD UNIT 2 2307LH,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,1/28/2020,9030,348908,17025362,609.137178,38.6,1885,1.2,255,566,414.1,0.056,0.150531621,9106,1.452825608,2.088983695,,0.301590016,684.176753
42-383405610000,SUGG B113-114 (ALLOC-D) 4NM,LAREDO,REAGAN,WOLFCAMP B,8/3/2019,9936,528805,14003945,1940.375143,53.2,1409,0.6,172,2218,288.1,0.05,0.26731753,7752.9,,1.484101767,,0.269077372,2343.221099
