Well_UID,WellPadID
42-329427290000,42-329-42728
42-173379580000,42-173-37960
42-317417850000,42-317-41786
42-383404080000,42-383-40408
42-461409840000,42-461-41038
42-329428940000,42-329-42895
42-227398260000,42-227-39192
42-317419280000,42-317-41927
42-227398760000,42-227-39880
42-317419930000,42-317-41992
42-173380820000,42-173-38084
42-173380880000,42-173-38085
42-227400000000,42-227-39574
42-173380920000,42-173-38093
42-317420000000,42-317-41979
42-317421040000,42-317-42101
42-317421590000,42-317-42159
42-317420670000,42-317-42066
42-329432240000,42-329-43227
42-461411460000,42-461-41145
42-173381340000,42-173-38137
42-317422190000,42-317-42219
42-173381590000,42-173-38160
42-329433890000,42-329-43390
42-227401760000,42-227-40168
42-329434150000,42-329-43121
42-003481010000,42-003-48101
42-329433260000,42-329-43308
42-329434730000,42-329-43467
42-227401970000,42-227-40193
42-329435710000,42-329-42576
42-317424540000,42-317-42455
42-173381880000,42-173-38188
42-173381900000,42-173-38188
42-329436380000,42-329-43625
42-227403410000,42-227-40339
42-227403480000,42-227-39322
42-383407530000,42-383-40755
42-317425830000,42-317-42584
42-227404020000,42-227-40402
42-329437820000,42-329-43784
42-383407900000,42-383-40788
42-383408000000,42-383-40799
42-383408080000,42-383-39384
42-227404080000,42-227-40408
42-329438640000,42-329-43864
42-227404320000,42-227-40432
42-317427330000,42-317-42734
42-461413860000,42-461-41388
42-317427430000,42-317-42744
42-173382810000,42-173-38281
42-383408360000,42-383-40838
42-329439620000,42-329-43962
42-227405180000,42-227-40459
42-329439870000,42-329-44001
42-329440080000,42-329-43955
42-329440290000,42-329-44030
42-317408950100,42-317-40894
42-329419270100,42-329-41927
42-461343450100,42-461-34345
42-329357430100,42-329-35743
42-461414350000,42-461-40647
42-461414480000,42-461-41453
42-383408510000,42-383-40850
42-317429030000,42-317-41741
42-317429180000,42-317-41992
42-317429690000,42-317-40483
42-329440980000,42-329-44099
42-329441150000,42-329-44114
42-329442170000,42-329-42394
42-227406650000,42-227-39112
42-165388170000,42-165-38817
42-329442710000,42-329-44269
42-317430820000,42-317-43081
42-317430790000,42-317-43078
42-461415260000,42-461-41523
42-317431030000,42-317-43101
42-317431260000,42-317-40674
42-003481810000,42-003-48183
42-329445210000,42-329-44521
42-227408540000,42-227-40842
42-173383900000,42-173-37620
42-003472100000,42-003-47208
42-173351800000,42-173-35180
42-105420620000,42-105-42061
42-003473390000,42-003-47339
42-105418480000,42-105-41677
42-461387820000,42-461-38782
42-461394280000,42-461-39428
42-383387180000,42-383-38716
42-235360780000,42-235-36078
42-383398350000,42-383-39835
42-227391180000,42-227-39118
42-383398790000,42-383-39879
42-173376210000,42-173-37624
42-329417620000,42-329-40716
42-383399200000,42-383-39315
42-173376260000,42-173-37512
42-383399370000,42-383-39937
42-329418710000,42-329-41867
42-329418900000,42-329-41890
42-383399870000,42-383-39986
42-329419370000,42-329-41936
42-329419430000,42-329-41894
42-329419500000,42-329-41949
42-461407120000,42-461-40711
42-461406780000,42-461-40679
42-317411540000,42-317-41144
42-329421270000,42-329-42118
42-317411600000,42-317-41160
42-227394570000,42-227-39457
42-383401640000,42-383-40164
42-329423910000,42-329-42391
42-329424120000,42-329-41825
42-329424220000,42-329-42424
42-165387080000,42-165-38708
42-173378780000,42-173-37878
42-383401580000,42-383-40159
42-329424880000,42-329-42204
42-329423880000,42-329-42011
42-173378870000,42-173-37837
42-317415150000,42-317-40449
42-317415900000,42-317-41591
42-227396610000,42-227-39650
42-329401340000,42-329-40069
42-329407120000,42-329-40712
42-329409920000,42-329-40992
42-329410390000,42-329-41039
42-329411350000,42-329-41136
42-329412460000,42-329-41237
42-329414070000,42-329-41407
42-383390920000,42-383-40180
42-383395060000,42-383-39509
42-235354900000,42-235-35489
42-105415930000,42-105-41591
42-235355870000,42-235-35587
42-383394810000,42-383-39365
42-135425550000,42-135-42555
42-235351200000,42-235-35118
42-003472090000,42-003-47208
42-105420300000,42-105-42032
42-235355790000,42-235-35578
42-105421200000,42-105-42120
42-105417400000,42-105-41740
42-003469140000,42-003-46914
42-105417040000,42-105-41704
42-173362080000,42-173-36208
42-317402180000,42-317-40218
42-317386790000,42-317-38679
42-383385600000,42-383-38560
42-135427120000,42-135-42712
42-235352610000,42-235-35261
42-227359850000,42-227-35985
42-105417890000,42-105-41789
42-105420100000,42-105-41623
42-383393800000,42-383-39376
42-235360490000,42-235-36049
42-329399080000,42-329-38929
42-003432740000,42-003-43274
42-329398150000,42-329-39799
42-461390070000,42-461-39010
42-329404230000,42-329-40423
42-383385950000,42-383-38595
42-383385500000,42-383-38550
42-383391930000,42-383-39199
42-383391990000,42-383-39199
42-173363850000,42-173-36237
42-383385000000,42-383-38500
42-383379110000,42-383-37911
42-461395350000,42-461-39535
42-329396450000,42-329-39645
42-317383170000,42-317-38317
42-383387040000,42-383-38704
42-227386610000,42-227-38494
42-135434030000,42-135-42712
42-173373680000,42-173-37369
42-227388460000,42-227-38846
42-329399350001,42-329-38962
42-317404080000,42-317-40253
42-329405700000,42-329-40567
42-329408400000,42-329-40841
42-329412190000,42-329-40657
42-317403750000,42-317-40375
42-317405890000,42-317-39410
42-329403470000,42-329-40346
42-317402970000,42-317-40296
42-383377230001,42-383-37723
42-501339160200,42-501-33916
42-501339190200,42-501-33919
42-329411020000,42-329-40048
42-317403830000,42-317-40382
42-329413560000,42-329-41333
42-329398520000,42-329-40484
42-329403950000,42-329-40337
42-329408940000,42-329-40903
42-329413730000,42-329-41373
42-383396910000,42-383-39553
42-383396830000,42-383-39682
42-461388530000,42-461-38853
42-383381530000,42-383-38154
42-173369460000,42-173-36946
42-383384910000,42-383-38491
42-445323330000,42-445-32333
42-383377230000,42-383-37723
42-383383220000,42-383-38322
42-383373930000,42-383-37393
42-235347320000,42-235-34732
42-033320600000,42-033-32060
42-105416860000,42-105-41686
42-383380250000,42-383-38025
42-235349030000,42-235-34903
42-383374510000,42-383-37451
42-329407070000,42-329-40707
42-317397100000,42-317-39713
42-383384540000,42-383-37669
42-235348980000,42-235-34898
42-003469560000,42-003-46955
42-383392020000,42-383-37955
42-329394640000,42-329-38504
42-235355910000,42-235-35447
42-317395230000,42-317-39523
42-235353390000,42-235-35339
42-383375550000,42-383-37555
42-105420630000,42-105-42031
42-383394180000,42-383-39418
42-383393200000,42-383-38698
42-317372210000,42-317-37221
42-317385830000,42-317-38582
42-329397260000,42-329-39728
42-115336640000,42-115-33664
42-317390390000,42-317-39039
42-003457490000,42-003-45749
42-105417600000,42-105-41760
42-105421950000,42-105-42185
42-173374790000,42-173-37477
42-173375040000,42-173-37408
42-227386750000,42-227-38675
42-227389680000,42-227-38969
42-227389440000,42-227-38944
42-317404680000,42-317-40461
42-329407110000,42-329-40710
42-329408710000,42-329-40871
42-329409110000,42-329-40911
42-329412260000,42-329-41226
42-317395730000,42-317-39573
42-317404950000,42-317-40437
42-329406310000,42-329-39362
42-329409560000,42-329-40954
42-329410200000,42-329-41020
42-329410980000,42-329-41097
42-329411600000,42-329-41162
42-329412570000,42-329-41140
42-329414290000,42-329-41424
42-115304640100,42-115-30464
42-317416810000,42-317-41682
42-173379500000,42-173-37947
42-317417280000,42-317-41725
42-173379860000,42-173-37986
42-317417890000,42-317-41806
42-227398200000,42-227-39820
42-227398410000,42-227-39841
42-383404880000,42-383-40491
42-317418860000,42-317-40579
42-173380310000,42-173-38031
42-227399060000,42-227-39906
42-461410580000,42-461-40445
42-235363660000,42-235-35615
42-317419720000,42-317-41956
42-173380600000,42-173-37832
42-173380800000,42-173-38080
42-329431060000,42-329-43111
42-329431070000,42-329-43111
42-173380960000,42-173-37209
42-329433760000,42-329-43376
42-317422940000,42-317-42292
42-329434630000,42-329-43465
42-227402400000,42-227-39512
42-383406960000,42-383-40696
42-317424860000,42-317-42341
42-329436830000,42-329-43684
42-317425220000,42-317-42521
42-165387940000,42-165-38794
42-383407280000,42-383-40728
42-317426120000,42-317-42439
42-317426180000,42-317-42627
42-329437910000,42-329-43136
42-235361290100,42-235-36129
42-227405470000,42-227-40439
42-317429160000,42-317-40324
42-317430260000,42-317-43029
42-173383490000,42-173-38350
42-227407100000,42-227-40710
42-317431570000,42-317-38852
42-317431780000,42-317-43177
42-317431910000,42-317-43192
42-173383930000,42-173-38394
42-317433110000,42-317-43317
42-173384030000,42-173-38404
42-173384310000,42-173-38432
42-317433960000,42-317-43396
42-329391180000,42-329-39118
42-461388600000,42-461-38860
42-461390940000,42-461-39094
42-461396220000,42-461-39622
42-317401950000,42-317-40195
42-173369430000,42-173-36943
42-383386280000,42-383-38628
42-383378560000,42-383-37856
42-235353840000,42-235-35384
42-383376720000,42-383-37672
42-383385010000,42-383-38500
42-383374990000,42-383-37499
42-461395160000,42-461-38853
42-383382200000,42-383-37577
42-173369650000,42-173-36964
42-383395960000,42-383-39595
42-003453590000,42-003-45359
42-235358090000,42-235-35809
42-173374690000,42-173-37201
42-227389690000,42-227-38969
42-173364210000,42-173-36421
42-329387710000,42-329-38600
42-105415570000,42-105-41557
42-105409870000,42-105-40987
42-235354890000,42-235-35489
42-135422090000,42-135-42209
42-317402620000,42-317-40262
42-317391830000,42-317-38765
42-235359010000,42-235-35901
42-003457650000,42-003-45765
42-329404690000,42-329-40468
42-329401930000,42-329-40193
42-105420260000,42-105-42026
42-383386700000,42-383-38669
42-329399520000,42-329-39952
42-317402390000,42-317-40239
42-235360480000,42-235-36047
42-329388060000,42-329-38504
42-329397280000,42-329-39728
42-329401210000,42-329-40121
42-317397290000,42-317-39815
42-173367970000,42-173-36797
42-461386630000,42-461-38643
42-461396340000,42-461-39636
42-461346360000,42-461-34636
42-105417590000,42-105-41758
42-173340750000,42-173-34075
42-105414470000,42-105-41435
42-383386030000,42-383-38600
42-105416770000,42-105-41677
42-105417170000,42-105-41715
42-383393820000,42-383-39376
42-105419510000,42-105-41718
42-329401270000,42-329-40069
42-329404320000,42-329-40412
42-383394370000,42-383-39437
42-235352910000,42-235-34974
42-317399760000,42-317-39977
42-383386140000,42-383-38615
42-329389960000,42-329-38991
42-329394490000,42-329-39449
42-317393670000,42-317-39357
42-461400570000,42-461-40057
42-317391960000,42-317-39196
42-173364290000,42-173-36451
42-173365620000,42-173-36562
42-461400380000,42-461-40038
42-235351080000,42-235-35109
42-461402150000,42-461-40217
42-383393160000,42-383-39316
42-383383800000,42-383-38338
42-383385650000,42-383-38565
42-329390150000,42-329-39015
42-235356510000,42-235-35651
42-329401950000,42-329-40195
42-329404960000,42-329-40493
42-329407860000,42-329-40571
42-329408130000,42-329-40208
42-329408780000,42-329-40877
42-329410180000,42-329-41016
42-383396670000,42-383-39667
42-383382900000,42-383-38291
42-105419960000,42-105-41995
42-235353520000,42-235-35352
42-383394630000,42-383-39495
42-105416930000,42-105-41692
42-235352300000,42-235-35230
42-461395250000,42-461-39525
42-317402440000,42-317-40244
42-173363830000,42-173-36382
42-317393560000,42-317-39356
42-105421840000,42-105-42184
42-105413910000,42-105-41391
42-383395410000,42-383-39541
42-105414030000,42-105-41403
42-227384490000,42-227-38448
42-105413590000,42-105-41359
42-461401060000,42-461-40106
42-235358730000,42-235-35877
42-383398100000,42-383-39810
42-329415080000,42-329-41508
42-227390140000,42-227-39011
42-329414730000,42-329-40208
42-105423720000,42-105-42368
42-329415520000,42-329-41552
42-235361800000,42-235-35667
42-461405650000,42-461-40565
42-383398410000,42-383-39840
42-317407870000,42-317-40787
42-173375430000,42-173-37548
42-329416610000,42-329-41661
42-227391160000,42-227-39116
42-383398780000,42-383-39879
42-383398830000,42-383-39883
42-173376000000,42-173-37604
42-329417250000,42-329-41723
42-227391420000,42-227-38901
42-317408500000,42-317-40850
42-317408570000,42-317-40854
42-173376460000,42-173-37599
42-329418040000,42-329-41809
42-173376800000,42-173-37679
42-317409270000,42-317-40927
42-383399620000,42-383-39962
42-329419490000,42-329-41949
42-383400070000,42-383-40007
42-329419900000,42-329-41988
42-317411130000,42-317-41116
42-173377490000,42-173-37747
42-227393070000,42-227-39307
42-461407280000,42-461-40730
42-329421140000,42-329-41503
42-329421360000,42-329-42135
42-227393960000,42-227-39391
42-317411670000,42-317-40826
42-227394260000,42-227-39332
42-329420220000,42-329-41627
42-173377820000,42-173-37782
42-173377830000,42-173-37516
42-329422190000,42-329-42207
42-317412130000,42-317-41211
42-329422780000,42-329-42278
42-317412670000,42-317-41265
42-317412680000,42-317-41138
42-003477540000,42-003-46955
42-003477160000,42-003-47716
42-329423190000,42-329-41028
42-227395150000,42-227-39512
42-173378270000,42-173-37520
42-227395280000,42-227-39533
42-461408110000,42-461-40808
42-317413180000,42-317-41318
42-329424570000,42-329-40451
42-329423950000,42-329-42394
42-317414210000,42-317-41424
42-329424860000,42-329-42485
42-329425250000,42-329-40716
42-461408830000,42-461-40883
42-173378950000,42-173-37894
42-173379110000,42-173-37907
42-329424540000,42-329-41408
42-173379090000,42-173-37907
42-329426110000,42-329-42610
42-227396680000,42-227-38872
42-329426000000,42-329-42600
42-329426550000,42-329-42655
42-227396880000,42-227-39688
42-317415910000,42-317-41591
42-329427160000,42-329-42716
42-227397520000,42-227-39751
42-383403660000,42-383-40366
42-329428250000,42-329-42826
42-317417610000,42-317-41761
42-317417750000,42-317-41775
42-461410070000,42-461-41006
42-317418990000,42-317-41328
42-317419420000,42-317-41943
42-329429960000,42-329-42394
42-329429970000,42-329-42394
42-227398900000,42-227-39889
42-461410530000,42-461-41048
42-227399460000,42-227-39952
42-317420170000,42-317-39844
42-227399730000,42-227-39973
42-461410640000,42-461-41063
42-329430920000,42-329-43092
42-461410890000,42-461-41091
42-173380740000,42-173-38075
42-329431230000,42-329-41885
42-173381050000,42-173-38105
42-317420020000,42-317-41981
42-383405420000,42-383-40543
42-317420450000,42-317-41068
42-317420390000,42-317-42039
42-317420420000,42-317-42041
42-461411250000,42-461-41123
42-227401130000,42-227-40168
42-329433020000,42-329-43300
42-317422330000,42-317-42233
42-317422830000,42-317-42283
42-317422720000,42-317-40930
42-317422740000,42-317-40930
42-383406680000,42-383-40657
42-329434620000,42-329-43465
42-227401920000,42-227-40185
42-461412420000,42-461-41240
42-317424160000,42-317-42417
42-317424390000,42-317-42439
42-329435460000,42-329-43606
42-317424760000,42-317-42479
42-329435950000,42-329-43595
42-173381980000,42-173-38196
42-329436580000,42-329-43658
42-329436880000,42-329-43686
42-317425470000,42-317-42550
42-329437290000,42-329-43729
42-329437370000,42-329-43728
42-329437020000,42-329-43700
42-383408110000,42-383-40811
42-227404210000,42-227-40420
42-329438420000,42-329-43837
42-227404340000,42-227-40434
42-227404810000,42-227-38823
42-383408370000,42-383-40838
42-461414100000,42-461-41410
42-173337410100,42-173-33741
42-383406690100,42-383-40669
42-329418020100,42-329-41802
42-461343480100,42-461-34348
42-461359230100,42-461-35923
42-383408480000,42-383-40846
42-461414600000,42-461-41460
42-235364430000,42-235-36444
42-317428890000,42-317-42889
42-317428910000,42-317-42889
42-329440740000,42-329-41748
42-329440790000,42-329-44079
42-329442840000,42-329-42988
42-329442970000,42-329-44293
42-227407410000,42-227-40740
42-461415310000,42-461-41529
42-317431580000,42-317-38852
42-227407530000,42-227-38141
42-317431700000,42-317-43170
42-003482610000,42-003-48266
42-329444140000,42-329-44382
42-329444160000,42-329-44415
42-317432080000,42-317-43208
42-329444300000,42-329-44429
42-227407960000,42-227-40052
42-317432730000,42-317-43269
42-227408650000,42-227-40871
42-317433130000,42-317-43317
42-227409110000,42-227-40911
42-317433970000,42-317-43396
42-329415930000,42-329-41594
42-105420720000,42-105-41795
42-329401160000,42-329-40116
