Well_UID,WellPadID
42-329410680000,42-329-39713
42-329412120000,42-329-41212
42-329412760000,42-329-40896
42-329389220000,42-329-38922
42-105415230000,42-105-41523
42-105419340000,42-105-41934
42-105420030000,42-105-42003
42-235356080000,42-235-35608
42-383388200000,42-383-38090
42-317402110000,42-317-40211
42-383381900000,42-383-38168
42-317371500000,42-317-37150
42-329404620000,42-329-40462
42-329385760000,42-329-38226
42-461397890000,42-461-39789
42-105422730000,42-105-42271
42-105413260000,42-105-41326
42-383375940000,42-383-37356
42-461395990000,42-461-39599
42-383377540000,42-383-37754
42-383391630000,42-383-39163
42-461354030000,42-461-35403
42-227389860000,42-227-38986
42-227389920000,42-227-38426
42-317398260000,42-317-39996
42-329414940000,42-329-41443
42-329415160000,42-329-41517
42-317406960000,42-317-40669
42-329415870000,42-329-41594
42-317408070000,42-317-40658
42-317408120000,42-317-40501
42-329416840000,42-329-41679
42-227391800000,42-227-39180
42-173376420000,42-173-37645
42-329418480000,42-329-41848
42-227392310000,42-227-39219
42-329419230000,42-329-41921
42-227392410000,42-227-39242
42-227392420000,42-227-39242
42-173377120000,42-173-37712
42-383400140000,42-383-40004
42-329419830000,42-329-41982
42-173377290000,42-173-37724
42-235362220000,42-235-36223
42-451328680000,42-451-32868
42-227392900000,42-227-38888
42-317410750000,42-317-41073
42-317410980000,42-317-41098
42-317411410000,42-317-41083
42-227393780000,42-227-39377
42-105424410000,42-105-41424
42-383393360000,42-383-39335
42-173372480000,42-173-37248
42-329421450000,42-329-42145
42-227394000000,42-227-39400
42-173377860000,42-173-37779
42-461407510000,42-461-40751
42-329422550000,42-329-41016
42-383401210000,42-383-40120
42-329421690000,42-329-42167
42-173378460000,42-173-37847
42-317413550000,42-317-41144
42-461408010000,42-461-40797
42-329424250000,42-329-42425
42-033324600000,42-033-32460
42-329424270000,42-329-40338
42-227395080000,42-227-39475
42-173378620000,42-173-37864
42-317414010000,42-317-41402
42-329424610000,42-329-42463
42-383402240000,42-383-40223
42-383402350000,42-383-40238
42-461408190000,42-461-40820
42-329424980000,42-329-42494
42-173378560000,42-173-37855
42-329423990000,42-329-41939
42-329424700000,42-329-39023
42-461408620000,42-461-40864
42-461408630000,42-461-40864
42-329426230000,42-329-42623
42-383384010000,42-383-38401
42-329395050000,42-329-39372
42-445320510000,42-445-32051
42-235357290000,42-235-35729
42-235356020000,42-235-35602
42-317402160000,42-317-40216
42-105423280000,42-105-42328
42-173373130000,42-173-37522
42-173375160000,42-173-37516
42-173367230000,42-173-36722
42-173348060000,42-173-34806
42-105413330000,42-105-41333
42-383385040000,42-383-38504
42-329394300000,42-329-40179
42-033323180000,42-033-32318
42-317405070000,42-317-40505
42-461397880000,42-461-39788
42-135421470000,42-135-42147
42-317396050000,42-317-39605
42-329395150000,42-329-39515
42-227378000000,42-227-37800
42-003431910000,42-003-43191
42-173365640000,42-173-36329
42-235358860000,42-235-35617
42-461403110000,42-461-40309
42-461405010000,42-461-40502
42-227383500000,42-227-38350
42-329401400000,42-329-40139
42-235357510000,42-235-35751
42-227388860000,42-227-38881
42-227387360000,42-227-38736
42-227388450000,42-227-38840
42-383393960000,42-383-39393
42-383390580000,42-383-38630
42-383383630000,42-383-38363
42-329401800000,42-329-40182
42-329395980000,42-329-39599
42-317400510000,42-317-39987
42-173367410000,42-173-36499
42-461402450000,42-461-40245
42-317402470000,42-317-40246
42-383380050000,42-383-37999
42-235356600000,42-235-35660
42-383381410000,42-383-38141
42-461400610000,42-461-40061
42-317402530000,42-317-40253
42-173363760000,42-173-36379
42-329380810000,42-329-38081
42-383375810000,42-383-37581
42-383386530000,42-383-38654
42-317401180000,42-317-40118
42-235351210000,42-235-35122
42-461384860000,42-461-38486
42-235351420000,42-235-35142
42-329401440000,42-329-39243
42-461354080000,42-461-35408
42-173366920000,42-173-36688
42-105416500000,42-105-41650
42-329395340000,42-329-39534
42-235353820000,42-235-35382
42-105413080000,42-105-41308
42-235355830000,42-235-35447
42-105414400000,42-105-41440
42-461348480000,42-461-34848
42-105415660000,42-105-41565
42-317394750000,42-317-39475
42-461393350000,42-461-39335
42-383380560000,42-383-38056
42-461392430000,42-461-39243
42-173368250000,42-173-36825
42-329390170000,42-329-39017
42-383383260000,42-383-38326
42-105417380000,42-105-41738
42-461400820000,42-461-40082
42-383394290000,42-383-39144
42-329393230000,42-329-39323
42-383386590000,42-383-38659
42-383384020001,42-383-38402
42-383384040001,42-383-38086
42-165380150100,42-165-38015
42-461396260000,42-461-39638
42-383385740000,42-383-37669
42-461398450000,42-461-39845
42-461400010000,42-461-40000
42-317398480000,42-317-39618
42-105416730000,42-105-41673
42-461401550000,42-461-40156
42-329393190000,42-329-39317
42-235352630000,42-235-35263
42-235356250000,42-235-35644
42-383386110000,42-383-38611
42-235348860000,42-235-34885
42-235359560000,42-235-35955
42-329410440000,42-329-38900
42-461405280000,42-461-40530
42-235360860000,42-235-36084
42-383382270000,42-383-38227
42-383384040000,42-383-38086
42-329414800000,42-329-41480
42-227389980000,42-227-38996
42-383398080000,42-383-39810
42-317407240000,42-317-40692
42-461405590000,42-461-40559
42-329415730000,42-329-41567
42-317407180000,42-317-40717
42-317407670000,42-317-40759
42-329416650000,42-329-39871
42-227391100000,42-227-39112
42-173375830000,42-173-37585
42-317408230000,42-317-40823
42-329417090000,42-329-41708
42-173375990000,42-173-37599
42-329417360000,42-329-41119
42-317408640000,42-317-40854
42-227391790000,42-227-38954
42-329418100000,42-329-41809
42-329418170000,42-329-41814
42-003476050000,42-003-47605
42-329418530000,42-329-41850
42-173377000000,42-173-37700
42-227392550000,42-227-39240
42-227392770000,42-227-39277
42-173376990000,42-173-37699
42-317410840000,42-317-41083
42-317410730000,42-317-41073
42-329420060000,42-329-42006
42-329420730000,42-329-42070
42-317410680000,42-317-41068
42-329420170000,42-329-40069
42-383396260000,42-383-39511
42-317417300000,42-317-41725
42-329443510000,42-329-44347
42-383382950000,42-383-38295
42-235357570000,42-235-35757
42-329390630000,42-329-39063
42-383396460000,42-383-39643
42-383396780000,42-383-39677
42-383385150000,42-383-38515
42-329390600000,42-329-39059
42-461388790000,42-461-38879
42-383397080000,42-383-39698
42-383397650000,42-383-39765
42-461403590000,42-461-40358
42-461404120000,42-461-40413
42-461394780000,42-461-39478
42-461400150000,42-461-40013
42-329401220000,42-329-40122
42-461388590000,42-461-38860
42-235353180000,42-235-35318
42-461404190000,42-461-40419
42-461394510000,42-461-39454
42-173368640000,42-173-36853
42-235354090000,42-235-35409
42-383384510000,42-383-37708
42-317389820000,42-317-38982
42-383378750000,42-383-37875
42-317392590000,42-317-39259
42-383386820000,42-383-38682
42-173365460000,42-173-36546
42-383380700000,42-383-37490
42-105420170000,42-105-42017
42-317404390000,42-317-40441
42-329414970000,42-329-41508
42-317407780000,42-317-40778
42-329416440000,42-329-41643
42-235362040000,42-235-35729
42-227392440000,42-227-39243
42-329419380000,42-329-41936
42-383400090000,42-383-40007
42-317410510000,42-317-40049
42-227393120000,42-227-39311
42-173377360000,42-173-37736
42-329420600000,42-329-41333
42-329421220000,42-329-42118
42-383394770000,42-383-39477
42-329422660000,42-329-42264
42-227394690000,42-227-39469
42-461407610000,42-461-40761
42-317412460000,42-317-41013
42-003477210000,42-003-47721
42-003477180000,42-003-47716
42-227395130000,42-227-39512
42-329423440000,42-329-42345
42-461407950000,42-461-40797
42-329424280000,42-329-40338
42-329424580000,42-329-40451
42-461408350000,42-461-40835
42-461408220000,42-461-40822
42-461408550000,42-461-40804
42-461408690000,42-461-40872
42-317414510000,42-317-41450
42-317415370000,42-317-41513
42-329426790000,42-329-41579
42-317416080000,42-317-41610
42-317416680000,42-317-41663
42-317416750000,42-317-41672
42-003478770000,42-003-47877
42-383403790000,42-383-40378
42-329428270000,42-329-42826
42-329429240000,42-329-41754
42-227398340000,42-227-39834
42-461410370000,42-461-41038
42-329429810000,42-329-42982
42-329430550000,42-329-43056
42-003479960000,42-003-47993
42-235363800000,42-235-36379
42-329431140000,42-329-43112
42-317420860000,42-317-42087
42-317421830000,42-317-40927
42-317421960000,42-317-42196
42-227401120000,42-227-40168
42-317422160000,42-317-42217
42-317422230000,42-317-42227
42-227401220000,42-227-40120
42-227401420000,42-227-39633
42-461411870000,42-461-41191
42-317423030000,42-317-42303
42-317423800000,42-317-42380
42-329435620000,42-329-43562
42-317424630000,42-317-42462
42-329436470000,42-329-43648
42-227403130000,42-227-39193
42-329390420000,42-329-39042
42-383396330000,42-383-39632
42-329439170000,42-329-43887
42-003482070000,42-003-48206
42-329440220000,42-329-44018
42-329440340000,42-329-43596
42-329440670000,42-329-42070
42-235364500000,42-235-36450
42-329441380000,42-329-44138
42-227406830000,42-227-39563
42-317430330000,42-317-43032
42-329442800000,42-329-42988
42-317431490000,42-317-43150
42-227407560000,42-227-40757
42-173383850000,42-173-38353
42-461400840000,42-461-40082
42-329400420000,42-329-40042
42-461387970000,42-461-38797
42-383389610000,42-383-38962
42-383387390000,42-383-38738
42-135417640000,42-135-41764
42-329405850000,42-329-40585
42-329404440000,42-329-40444
42-235349900000,42-235-34991
42-329390270000,42-329-39027
42-235349550000,42-235-34955
42-445323300000,42-445-32330
42-173369480000,42-173-36947
42-105418060000,42-105-41804
42-329396650000,42-329-39665
42-235352770000,42-235-35277
42-105421990000,42-105-42154
42-235358990000,42-235-35898
42-383384020000,42-383-38402
42-227383920000,42-227-37811
42-235360500000,42-235-36049
42-317393370000,42-317-39341
42-173370590000,42-173-37059
42-105418440000,42-105-41782
42-317390040000,42-317-39004
42-235355690000,42-235-35569
42-003465740000,42-003-46574
42-383393350000,42-383-39335
42-329404410000,42-329-40444
42-317401210000,42-317-40121
42-317397030000,42-317-39703
42-105420210000,42-105-42021
42-317392340000,42-317-39238
42-235346400000,42-235-34640
42-173369740000,42-173-36974
42-173365100000,42-173-36511
42-329396070000,42-329-39607
42-329396520000,42-329-39652
42-105419700000,42-105-41966
42-329403490000,42-329-40349
42-461392240000,42-461-39224
42-227385940000,42-227-38594
42-235352090000,42-235-35209
42-383384220000,42-383-38420
42-235359380000,42-235-35939
42-235350130000,42-235-35013
42-105422230000,42-105-42223
42-383384210000,42-383-38420
42-329389430000,42-329-38943
42-235356210000,42-235-35621
42-317397880000,42-317-39788
42-173357160000,42-173-35716
42-235350910000,42-235-35090
42-173351860000,42-173-35186
42-329388840000,42-329-38884
42-235358950000,42-235-35895
42-329407900000,42-329-40412
42-329410130000,42-329-41011
42-329410230000,42-329-41023
42-329412150000,42-329-40657
42-329413340000,42-329-40433
42-329401960000,42-329-40195
42-329410140000,42-329-41011
42-329412480000,42-329-41250
42-317404200000,42-317-40420
42-317405300000,42-317-39618
42-317406550000,42-317-40643
42-329396150000,42-329-41836
42-329409170000,42-329-40917
42-383397470000,42-383-39747
42-383397550000,42-383-39755
42-461397600000,42-461-39769
42-461402490000,42-461-40248
42-461404600000,42-461-40449
42-173373010000,42-173-36329
42-173374110000,42-173-37415
42-461403450000,42-461-40343
42-461403860000,42-461-40382
42-461404410000,42-461-40402
42-461404420000,42-461-40442
42-235355880000,42-235-35587
42-317401030000,42-317-40103
42-003463050000,42-003-46305
42-235352930000,42-235-35292
42-173363770000,42-173-36377
42-135434520000,42-135-42667
42-135432410000,42-135-43241
42-173373060000,42-173-37306
42-173374060000,42-173-37406
42-173374420000,42-173-37442
42-173373650000,42-173-37363
42-173374760000,42-173-37472
42-227387710000,42-227-38771
42-317404970000,42-317-40496
42-329404040000,42-329-40406
42-317400520000,42-317-40030
42-329405660000,42-329-40574
42-383384190000,42-383-37899
42-317397160000,42-317-39716
42-227385430000,42-227-38543
42-173367220000,42-173-36722
42-235352620000,42-235-35261
42-329402410000,42-329-40241
42-165384200000,42-165-38420
42-227387920000,42-227-38655
42-227388390000,42-227-38648
42-461390030000,42-461-39003
42-329414790000,42-329-40815
42-329408570000,42-329-40857
42-383389500000,42-383-38950
42-227390360000,42-227-38899
42-227390390000,42-227-39039
42-461405500000,42-461-40550
42-105423700000,42-105-42368
42-003475150000,42-003-47515
42-317407420000,42-317-40049
42-317406770000,42-317-40674
42-329416140000,42-329-41611
42-329416290000,42-329-41629
42-329416350000,42-329-41634
42-227390900000,42-227-39092
42-227391130000,42-227-38680
42-317404810000,42-317-40481
42-329407620000,42-329-41188
42-329408040000,42-329-40462
42-329410430000,42-329-41041
42-329410520000,42-329-41052
42-329411290000,42-329-41121
42-383395090000,42-383-39509
42-173375600000,42-173-37562
42-227391610000,42-227-39157
42-329418180000,42-329-41814
42-383399410000,42-383-39944
42-173376430000,42-173-37645
42-329418630000,42-329-41353
42-383399580000,42-383-39958
42-383399700000,42-383-39970
42-461406530000,42-461-40653
42-329419670000,42-329-41963
42-317410380000,42-317-41038
42-317410140000,42-317-41013
42-227393470000,42-227-39348
42-317410990000,42-317-41098
42-329420560000,42-329-42056
42-329420040000,42-329-39023
42-227393630000,42-227-39362
42-329421310000,42-329-42135
42-317411570000,42-317-41157
42-383400630000,42-383-40064
42-329421780000,42-329-42178
42-329422070000,42-329-42207
42-317412090000,42-317-41210
42-329422640000,42-329-42264
42-383401180000,42-383-40118
42-235362470000,42-235-36246
42-383400920000,42-383-40092
42-383401470000,42-383-40155
42-227395590000,42-227-39557
42-329424110000,42-329-42410
42-383401920000,42-383-40192
42-461408440000,42-461-40647
42-383402320000,42-383-40238
42-317414290000,42-317-41428
42-329423770000,42-329-42370
42-329425010000,42-329-42499
42-033324700000,42-033-32469
42-461408670000,42-461-40868
42-383403240000,42-383-40323
42-227396470000,42-227-39646
42-227397410000,42-227-39739
42-317417380000,42-317-41737
42-173379600000,42-173-37960
42-461410090000,42-461-41005
42-317418400000,42-317-41842
42-317418380000,42-317-41842
42-173380110000,42-173-38011
42-227398650000,42-227-39935
42-461410380000,42-461-41038
42-317419460000,42-317-41946
42-317419910000,42-317-41991
42-317420310000,42-317-40883
42-461403620000,42-461-40362
42-461403720000,42-461-40372
42-173380900000,42-173-38058
42-317420790000,42-317-42079
42-003480120000,42-003-48015
42-329431540000,42-329-43144
42-317420430000,42-317-41068
42-227400310000,42-227-40027
42-329431300000,42-329-43133
42-317421530000,42-317-39844
42-329432050000,42-329-43207
42-227400780000,42-227-40086
42-173381290000,42-173-38130
42-173381370000,42-173-38137
42-329432630000,42-329-43262
42-461411320000,42-461-41130
42-383405970000,42-383-40597
42-329432840000,42-329-43287
42-383406260000,42-383-40627
42-329433650000,42-329-43716
42-227401740000,42-227-40173
42-329433720000,42-329-43373
42-173381660000,42-173-38167
42-235364230000,42-235-36422
42-227402760000,42-227-40275
42-329435490000,42-329-43552
42-329435750000,42-329-43574
42-329435390000,42-329-43541
42-329436110000,42-329-43620
42-461412610000,42-461-40832
42-461412800000,42-461-41283
42-329437060000,42-329-43707
42-227403720000,42-227-39075
42-227403640000,42-227-39075
42-317426110000,42-317-42609
42-329437580000,42-329-43758
42-317426300000,42-317-42631
42-329437670000,42-329-43767
42-003481980000,42-003-48199
42-227404310000,42-227-40430
42-317427300000,42-317-42730
42-317427510000,42-317-42767
42-317427620000,42-317-42767
42-329439030000,42-329-43903
42-329439550000,42-329-43955
42-329439940000,42-329-43994
42-461414200000,42-461-41417
42-461414340000,42-461-40647
42-227405280000,42-227-40527
42-461409580100,42-461-40958
42-445321360100,42-445-32136
42-227405290000,42-227-40535
42-329441460000,42-329-44141
42-461415030000,42-461-41501
42-461415000000,42-461-41499
42-317430660000,42-317-43065
42-227406970000,42-227-40086
42-227407450000,42-227-40742
42-003482740000,42-003-48273
42-317431850000,42-317-43184
42-329444130000,42-329-43728
42-227407910000,42-227-40791
42-461415770000,42-461-40891
42-329448950000,42-329-44896
42-105419990000,42-105-42001
42-329391300000,42-329-39130
42-383380000000,42-383-37999
42-105421440000,42-105-42144
42-383383490000,42-383-38347
42-173368820000,42-173-36978
42-105413250000,42-105-41325
42-105413850000,42-105-41385
42-173371010000,42-173-37101
42-105416260000,42-105-41624
42-235350470000,42-235-35043
42-173360730000,42-173-36013
42-329359140000,42-329-35914
42-329387970000,42-329-38797
42-173362810000,42-173-36281
42-461355310000,42-461-35531
42-329408540000,42-329-40852
42-383381550000,42-383-38155
42-329398720000,42-329-39871
42-173366150000,42-173-36615
42-105421760000,42-105-42176
42-329391900000,42-329-39186
42-235347110000,42-235-34711
42-383377560000,42-383-37754
42-383400800000,42-383-39828
42-003477040000,42-003-47704
42-329422380000,42-329-40964
42-329422500000,42-329-39871
42-383401060000,42-383-40103
42-383401650000,42-383-40165
42-105424500000,42-105-41257
42-461407960000,42-461-40790
42-135435850000,42-135-43459
42-383402180000,42-383-39674
42-227395770000,42-227-39577
42-383402280000,42-383-40226
42-235362750000,42-235-35651
42-317413950000,42-317-41346
42-461408740000,42-461-40876
42-383402790000,42-383-40279
42-165387170000,42-165-38717
42-173378810000,42-173-37878
42-461408710000,42-461-40872
42-227396560000,42-227-39314
42-317415110000,42-317-41511
42-317415320000,42-317-41530
42-317415490000,42-317-41530
42-329425700000,42-329-42167
42-135435740000,42-135-43573
42-329427050000,42-329-42701
42-317416350000,42-317-41632
42-329427370000,42-329-42258
42-317416590000,42-317-39278
42-329426290000,42-329-40887
42-173379490000,42-173-37947
42-173379810000,42-173-37982
42-329428580000,42-329-42858
42-461409780000,42-461-40978
42-317418060000,42-317-41806
42-329429180000,42-329-42918
42-317418550000,42-317-41855
42-227398720000,42-227-39935
42-003479490000,42-003-47946
42-173380420000,42-173-37611
42-329429620000,42-329-42746
42-461410480000,42-461-41048
42-227399290000,42-227-39929
42-317420120000,42-317-42011
42-227399580000,42-227-39960
42-227399830000,42-227-39981
42-235363710000,42-235-36381
42-227399990000,42-227-39999
42-383405260000,42-383-40526
42-235363860000,42-235-36387
42-317420100000,42-317-41989
42-317421520000,42-317-39844
42-329431890000,42-329-43189
42-227400650000,42-227-37811
42-317420880000,42-317-42087
42-173381220000,42-173-38127
42-329432400000,42-329-43287
42-317422270000,42-317-42227
42-329433190000,42-329-43336
42-227401620000,42-227-40164
42-383406450000,42-383-40646
42-461411950000,42-461-41199
42-317423350000,42-317-42335
42-227401890000,42-227-40185
42-173381720000,42-173-38172
42-317423320000,42-317-42333
42-173381840000,42-173-38058
42-329435570000,42-329-43566
42-227402790000,42-227-39103
42-173372760000,42-173-37276
42-173373510000,42-173-37352
42-173374440000,42-173-37442
42-227389040000,42-227-38904
42-227384080000,42-227-38408
42-383382170000,42-383-38217
42-461391800000,42-461-39180
42-329394100000,42-329-39408
42-383391840000,42-383-39184
42-227384150000,42-227-38415
42-317403620000,42-317-40362
42-235359400000,42-235-35940
42-173368490000,42-173-36844
42-227402830000,42-227-40280
42-317423880000,42-317-42390
42-317423890000,42-317-42390
42-317424900000,42-317-42341
42-329435260000,42-329-41885
42-329436550000,42-329-43654
42-227403460000,42-227-40343
42-461413640000,42-461-41367
42-317427750000,42-317-42210
42-329440060000,42-329-43162
42-317428260000,42-317-42829
42-329440200000,42-329-44018
42-317428600000,42-317-42863
42-317429420000,42-317-42936
42-329440780000,42-329-44096
42-227405980000,42-227-40598
42-329441040000,42-329-44105
42-227406110000,42-227-40610
42-329441640000,42-329-44163
42-329441980000,42-329-41193
42-461415040000,42-461-41504
42-227406690000,42-227-39112
42-317430520000,42-317-43052
42-317430930000,42-317-43090
42-317431360000,42-317-43138
42-329443550000,42-329-44356
42-003481820000,42-003-48182
42-227408040000,42-227-40805
42-227408060000,42-227-40147
42-383409200000,42-383-40643
42-461416090000,42-461-41611
42-227408770000,42-227-39410
42-461416370000,42-461-41641
42-383409760000,42-383-40976
42-317434570000,42-317-43381
42-329448920000,42-329-40301
42-383386120000,42-383-38611
42-461344740000,42-461-34474
42-317385640000,42-317-38917
42-317402920000,42-317-40292
42-173372540000,42-173-37254
42-033323010000,42-033-32301
42-383382310000,42-383-38211
42-329402730000,42-329-40266
42-329403690000,42-329-40369
42-329411560000,42-329-41154
42-329413580000,42-329-41362
42-329412550000,42-329-41140
42-329412860000,42-329-41023
42-329414570000,42-329-40935
42-173369770000,42-173-36976
42-105419050000,42-105-41436
42-461394990000,42-461-39499
42-227387220000,42-227-38722
42-033324010000,42-033-32401
42-329401970000,42-329-40195
42-329404810000,42-329-40484
42-317400800000,42-317-40292
42-329402620000,42-329-40248
42-317404070000,42-317-40435
42-329407890000,42-329-40812
42-329411470000,42-329-41177
42-329414260000,42-329-41424
42-329405390000,
42-329408720000,42-329-40872
42-329411300000,42-329-41121
42-329402260000,42-329-40226
42-329409580000,42-329-40960
42-317404240000,42-317-40424
42-329414540000,42-329-41454
42-329406780000,42-329-40680
42-329407000000,42-329-40702
42-329407420000,42-329-39028
42-329409640000,42-329-40964
42-329410330000,42-329-40995
42-329412160000,42-329-40657
42-461403710000,42-461-40372
42-461404730000,42-461-40471
42-227379800000,42-227-37980
42-135426670000,42-135-42667
42-383397730000,42-383-39772
42-383396730000,42-383-39635
42-383396770000,42-383-39677
42-003448810000,42-003-44881
42-383396810000,42-383-39682
42-317392590001,42-317-39259
42-461404210000,42-461-40123
42-317392340001,42-317-39238
42-235356290000,42-235-35629
42-105421340000,42-105-42135
42-105414480000,42-105-41448
42-383382710000,42-383-38269
42-227383440000,42-227-37811
42-329407060000,42-329-40707
42-173368470000,42-173-36844
42-227382130000,42-227-38213
42-235354610000,42-235-35461
42-383388000000,42-383-38800
42-383382610000,42-383-38261
42-317388350000,42-317-38835
42-173374230000,42-173-37419
42-329345540001,42-329-34554
42-115318980100,42-115-31898
42-105416030000,42-105-41603
42-317391460000,42-317-39146
42-329401730000,42-329-38504
42-329368170000,42-329-36817
42-105419000000,42-105-41665
42-383389400000,42-383-38730
42-461392120000,42-461-39070
42-461400960000,42-461-40096
42-329402550000,42-329-40246
42-329399390000,42-329-39944
42-383385800000,42-383-38579
42-461354410000,42-461-35441
42-383395480000,42-383-39548
42-227385590000,42-227-38559
42-235351360000,42-235-35136
42-173368210000,42-173-36821
42-329406480000,42-329-40648
42-235360000000,42-235-36000
42-317401520000,42-317-40150
42-317388440000,42-317-38835
42-329399620000,42-329-39959
42-173373370000,42-173-37336
42-105418550000,42-105-41855
42-383384320000,42-383-38432
42-105412320000,42-105-41232
42-329390200000,42-329-39023
42-115335490000,42-115-33549
42-235352990000,42-235-35299
42-461402080000,42-461-40208
42-173370330000,42-173-37033
42-003463610000,42-003-46363
42-383383890000,42-383-38388
42-135433900000,42-135-43390
42-003467200000,42-003-46720
42-173369610000,42-173-36959
42-329396540000,42-329-39654
42-235351940000,42-235-35080
42-033322160000,42-033-32216
42-173368500000,42-173-36844
42-329391320000,42-329-39085
42-329404720000,42-329-40474
42-383387160000,42-383-38716
42-383380620001,42-383-38062
42-317392580001,42-317-39259
42-173370990000,42-173-37099
42-461405200000,42-461-40520
42-235361720000,42-235-36171
42-383396580000,42-383-39517
42-329408320000,42-329-40805
42-317404140000,42-317-40414
42-235361720001,42-235-36171
42-105022330100,42-105-02233
42-329404860000,42-329-39027
42-383388510000,42-383-38850
42-235361750000,42-235-36175
42-329415560000,42-329-41556
42-227390540000,42-227-39053
42-329415740000,42-329-41567
42-383398440000,42-383-39842
42-329414870000,42-329-41486
42-173375590000,42-173-37559
42-329416760000,42-329-41677
42-317408210000,42-317-40821
42-317408110000,42-317-40810
42-227391340000,42-227-39134
42-329417340000,42-329-41734
42-173376130000,42-173-37613
42-329417740000,42-329-41771
42-173376830000,42-173-37684
42-329418730000,42-329-41874
42-317409350000,42-317-40049
42-329419200000,42-329-41918
42-317409870000,42-317-40986
42-329419280000,42-329-41928
42-383399910000,42-383-39993
42-003476430000,42-003-47642
42-227392820000,42-227-39282
42-461406690000,42-461-40667
42-317410390000,42-317-41038
42-227393590000,42-227-39379
42-461407130000,42-461-40711
42-317411060000,42-317-41110
42-461406790000,42-461-40679
42-317411380000,42-317-41138
42-173377630000,42-173-37757
42-227393910000,42-227-39391
42-329421610000,42-329-42162
42-227394030000,42-227-39402
42-461407440000,42-461-40744
42-329422540000,42-329-41016
42-383401340000,42-383-40132
42-383401360000,42-383-40132
42-329422650000,42-329-42264
42-003477190000,42-003-47721
42-235362520000,42-235-36252
42-227395200000,42-227-39520
42-317412870000,42-317-41287
42-227395320000,42-227-39539
42-173378230000,42-173-37779
42-227395440000,42-227-39544
42-227395580000,42-227-39557
42-329424090000,42-329-42410
42-329423940000,42-329-42394
42-317414050000,42-317-41405
42-329424960000,42-329-42495
42-461408600000,42-461-40857
42-227396290000,42-227-39628
42-173378970000,42-173-37896
42-461408660000,42-461-40868
42-461409120000,42-461-40912
42-317415440000,42-317-41544
42-317415240000,42-317-41523
42-235362980000,42-235-36301
42-317415650000,42-317-41558
42-383403470000,42-383-39713
42-317416160000,42-317-41615
42-329426880000,42-329-42692
42-329426330000,42-329-42632
42-317416270000,42-317-41624
42-383403580000,42-383-40358
42-461408880000,42-461-40888
42-317416730000,42-317-41672
42-329427480000,42-329-42748
42-383403630000,42-383-40363
42-317417670000,42-317-41761
42-329427770000,42-329-42286
42-383404050000,42-383-40405
42-033324900000,42-033-32447
42-317418220000,42-317-41819
42-317418610000,42-317-41862
42-461410290000,42-461-41029
42-317419350000,42-317-40481
42-383404780000,42-383-40477
42-227398800000,42-227-39880
42-033325070000,42-033-32507
42-329430890000,42-329-43088
42-317421540000,42-317-42159
42-317420660000,42-317-42066
42-173381300000,42-173-38130
42-383405930000,42-383-40593
42-383406020000,42-383-40593
42-227401200000,42-227-40120
42-329432900000,42-329-43292
42-329433410000,42-329-43336
42-329433520000,42-329-43351
42-317422900000,42-317-42288
42-461412010000,42-461-41201
42-317422550000,42-317-42254
42-461411650000,42-461-41164
42-227402210000,42-227-40221
42-329433480000,42-329-43347
42-329434530000,42-329-43449
42-317423690000,42-317-42374
42-317423740000,42-317-42374
42-317423330000,42-317-42333
42-317423500000,42-317-42269
42-329435180000,42-329-43519
42-317423760000,42-317-41054
42-227402800000,42-227-40280
42-383407060000,42-383-40705
42-461412630000,42-461-40670
42-173381910000,42-173-38196
42-317424940000,42-317-42495
42-329436310000,42-329-43630
42-227403110000,42-227-39103
42-383407260000,42-383-40726
42-317425760000,42-317-40747
42-227403590000,42-227-40343
42-317426140000,42-317-42627
42-227404050000,42-227-40404
42-317427340000,42-317-42734
42-329439300000,42-329-43929
42-383408340000,42-383-40833
42-329439720000,42-329-43962
42-317428120000,42-317-42813
42-003381830100,42-003-38183
42-105006600100,42-105-00660
42-317428540000,42-317-42854
42-317428530000,42-317-42854
42-461414550000,42-461-41453
42-461414540000,42-461-41449
42-317428880000,42-317-42889
42-317429530000,42-317-42953
42-329441190000,42-329-44225
42-329442100000,42-329-42394
42-227406760000,42-227-40673
42-227406920000,42-227-40724
42-329442780000,42-329-41964
42-135434200000,42-135-42712
42-135434580000,42-135-43459
42-003482510000,42-003-48250
42-227407360000,42-227-40740
42-227407430000,42-227-40742
42-461415320000,42-461-41532
42-317431690000,42-317-43170
42-461415540000,42-461-41065
42-003481800000,42-003-48182
42-317431950000,42-317-42557
42-317432360000,42-317-43236
42-329444540000,42-329-44451
42-173383810000,42-173-38384
42-329445160000,42-329-44514
42-461416070000,42-461-41606
42-461416110000,42-461-41611
42-317432870000,42-317-43288
42-227408720000,42-227-40871
42-383409350000,42-383-40936
42-135437850000,42-135-43784
42-317433870000,42-317-43387
42-173384470000,42-173-38407
42-383409640000,42-383-40962
42-227388770000,42-227-38424
42-235361430000,42-235-36160
42-227386910000,42-227-38897
42-227388530000,42-227-38853
42-227388730000,42-227-38873
42-227388970000,42-227-38897
42-235361560000,42-235-36156
42-173374260000,42-173-37424
42-227388490000,42-227-38835
42-227389300000,42-227-38930
42-317403570000,42-317-40357
42-317404890000,42-317-39492
42-329412020000,42-329-40657
42-329413020000,42-329-41430
42-383395710000,42-383-39571
42-383396530000,42-383-39653
42-461402200000,42-461-40220
