UID,Calc_Dist
42-227386110000,1991.046055
42-227386590000,458.990419
42-227387200000,530.4853062
42-227387470000,665.6479165
42-227387770000,571.2456245
42-227387990000,591.8786563
42-227388140000,683.928825
42-227388240000,693.6476967
42-227388600000,719.3731671
42-227388690000,2597.858421
42-227388740000,540.5818634
42-227388810000,422.3767511
42-227388860000,306.3316812
42-227389540000,616.6960958
42-227389620000,418.6560605
42-227389660000,652.8110805
42-227390020000,784.7334335
42-227390170000,638.874105
42-227390240000,648.7855478
42-227390920000,670.5901378
42-227390930000,676.4159194
42-227390950000,918.1876471
42-227391570000,654.476969
42-227391890000,326.8981526
42-227392090000,1111.29765
42-227392580000,922.4159779
42-227393280000,651.2330854
42-227393640000,661.6842676
42-227394020000,819.526079
42-227394700000,587.2401894
42-227394720000,583.1149577
42-227395030000,1944.462075
42-227395040000,885.4184434
42-227395050000,1092.039698
42-227395480000,671.5699513
42-227395990000,600.3160573
42-227396080000,1320.717286
42-227396190000,819.0039622
42-227396230000,667.8878164
42-227396530000,682.9846286
42-227397690000,351.5373762
42-227398710000,834.6804883
42-227399000000,950.0248859
42-227399100000,761.6123139
42-227399270000,1305.348808
42-227399430000,1070.385979
42-227399540000,478.6441886
42-227400030000,924.1543435
42-227400190000,710.8401512
42-227400450000,526.4941667
42-227400710000,776.5132645
42-227401170000,981.8587722
42-227401330000,650.9785801
42-227401420000,1976.024756
42-227401670000,328.076549
42-227401830000,1058.521593
42-227402220000,1269.315319
42-227402720000,646.3192965
42-227403440000,1137.79015
42-227403810000,1263.173279
42-227405140000,2204.659783
42-227406060000,616.1589838
42-227406120000,1187.743767
42-227386970000,439.4154363
42-227387320000,669.9509149
42-227387650000,342.8148098
42-227387710000,1315.482873
42-227387960000,822.5352089
42-227388230000,1413.694145
42-227388770000,590.2600511
42-227388780000,2058.126793
42-227388840000,417.8992008
42-227388930000,406.1975156
42-227389170000,491.619238
42-227389380000,495.6570648
42-227389500000,1358.095984
42-227389950000,843.0763213
42-227390070000,742.7767016
42-227390400000,625.672141
42-227390510000,822.0311314
42-227390580000,1157.244487
42-227391280000,2625.374919
42-227391380000,2401.573106
42-227391560000,673.5224894
42-227391670000,1334.145036
42-227391680000,1331.70556
42-227391750000,705.4949243
42-227392320000,657.4356982
42-227392380000,1182.007476
42-227392420000,653.5799234
42-227392800000,517.041479
42-227392880000,667.8911846
42-227393030000,581.1937017
42-227393040000,788.3930397
42-227393560000,742.612193
42-227393570000,699.8608615
42-227393610000,642.2352126
42-227393760000,820.8409065
42-227393780000,740.4678254
42-227393840000,745.009014
42-227394470000,647.6070069
42-227394790000,633.061134
42-227395060000,577.1145443
42-227395600000,1003.142406
42-227395630000,673.9851271
42-227396690000,1290.598829
42-227396860000,666.1360617
42-227397230000,424.2142353
42-227397280000,796.2442689
42-227397350000,1050.091675
42-227397380000,416.0517654
42-227397790000,738.3452603
42-227397840000,1302.697253
42-227398050000,661.7520814
42-227398260000,991.4586383
42-227398480000,2637.727788
42-227398800000,768.2128016
42-227398940000,898.7304512
42-227399380000,748.8742634
42-227399410000,849.5523636
42-227399500000,495.7910553
42-227399550000,627.0199653
42-227400100000,764.8150077
42-227400310000,703.6183118
42-227400600000,1373.765256
42-227400810000,797.6089018
42-227400900000,782.8297505
42-227400980000,2026.015974
42-227402380000,1983.838929
42-227402400000,333.6395349
42-227402480000,663.6419574
42-227402820000,611.0273672
42-227402980000,1362.816368
42-227403600000,755.8405632
42-227404420000,1153.559708
42-227404900000,899.8349503
42-227406100000,440.5411572
42-227406280000,1760.608039
42-235346670000,836.9756194
42-235346750000,1800.338451
42-235347260000,1011.157867
42-235348520000,750.4005952
42-235348550000,753.220854
42-235349440000,1508.187929
42-235350020000,2436.582901
42-235350410000,937.7540173
42-235350490000,1049.018018
42-235351490000,838.2233645
42-235351590000,782.2135538
42-235351720000,1877.828171
42-235351820000,889.9784135
42-235352030000,1555.224777
42-235352920000,873.7085531
42-235353170000,991.091017
42-235353550000,936.7447688
42-235353720000,1325.128703
42-235353920000,1339.476578
42-235354350000,1080.242625
42-235354430000,890.9485333
42-235354600000,1341.980182
42-235354800000,1106.712841
42-235354890000,1472.720143
42-235355700000,892.7653306
42-235356650000,880.9834542
42-235357070100,1296.651649
42-235357470000,1483.174569
42-235357770000,1866.316675
42-235358250000,835.1391785
42-235358390000,1071.039095
42-235358820000,660.1579289
42-235359160000,408.2114295
42-235359430000,2260.935411
42-235359640000,1117.042467
42-235360080000,627.3366162
42-235360770000,793.5991912
42-235361460000,1627.301665
42-235361470000,941.55464
42-235361680000,567.4574992
42-235361750000,813.4500361
42-235361820000,1748.310521
42-235362210000,992.9898709
42-235362560000,1421.251148
42-235347530000,830.8018224
42-235349000000,794.0990583
42-235349480000,815.3988712
42-235349690000,924.9104586
42-235349790000,1778.061199
42-235350070000,914.0585371
42-235350340000,1886.978035
42-235350690000,1340.996415
42-235350880000,925.2862741
42-235351340000,1341.397528
42-235351410000,1517.370725
42-235352540000,1359.854275
42-235352840000,934.8135373
42-235352950000,666.0835102
42-235353080000,1049.767477
42-235353330000,761.6969786
42-235353430000,856.523837
42-235353910000,891.0950911
42-235354010000,876.2471325
42-235354260000,933.6616087
42-235355940000,1783.848745
42-235355950000,729.6554265
42-235355960000,754.4096946
42-235356040000,1338.224366
42-235356210000,1305.967856
42-235356290000,890.9793985
42-235356640000,892.9073824
42-235356730000,1335.950328
42-235356790000,1054.088246
42-235356850000,1340.824114
42-235357520000,799.2182263
42-235357680000,937.1006441
42-235358050000,2127.490265
42-235358540000,387.5308864
42-235358760000,1527.767129
42-235359320000,712.6229775
42-235359380000,488.960448
42-235359410000,1339.420796
42-235359680000,752.7789961
42-235360500000,1130.229762
42-235360520000,712.3974907
42-235361570100,438.8176536
42-235361840000,1276.811359
42-235362130000,955.6208749
42-235362230000,487.7267636
42-235362570000,436.6651728
42-235362620000,1584.620954
42-235362700000,860.9269968
42-235362810000,1235.078229
42-235363510000,603.6471486
42-235364150000,1662.081339
42-235364260000,781.6128759
42-329399190000,644.8649821
42-383386270000,832.056067
42-317410830000,1342.872021
42-105412990000,2318.572911
42-317390520000,746.307578
42-317392520000,2023.00751
42-317396180000,637.5396785
42-317396640000,868.3730217
42-317397160000,1428.834447
42-317398250000,656.4437034
42-317398360000,1519.060556
42-317399860000,1709.282714
42-317400510000,2478.839659
42-317400520000,625.7995346
42-317400590000,1243.999569
42-317400610000,823.7029232
42-317400800000,1232.321745
42-317400960000,2462.675048
42-317401670000,854.4517512
42-317401680000,766.2332534
42-317401800000,627.3896059
42-317402080000,503.5181768
42-317402750000,846.4176517
42-317403440000,1290.552706
42-317403540000,867.6871703
42-317403570000,1703.103511
42-317403640000,824.7064027
42-317403650000,842.6822976
42-317403940000,883.1467538
42-317403960000,731.8104881
42-317404850000,1585.345281
42-317405010000,864.3292426
42-317405500000,880.2858984
42-317405970000,323.6175883
42-317406750000,890.7242229
42-317406830000,530.293669
42-317407050000,886.1173986
42-317407350000,702.3097082
42-317407360000,730.3739983
42-317407680000,1284.302625
42-317407900000,1267.122562
42-317408160000,326.5144711
42-317408390000,321.7064965
42-317409110000,322.9904223
42-317409280000,638.1065817
42-317409350000,323.5134936
42-317409480000,664.6876046
42-317409490000,898.1766785
42-317410620000,840.030517
42-317410650000,846.5281793
42-317410730000,617.3358635
42-317410760000,325.6857855
42-317411230000,332.8951281
42-317411410000,605.7427812
42-317411850000,898.3260285
42-317412180000,624.4557933
42-317413090000,901.4282438
42-317413190000,1029.49755
42-317413230000,677.1374466
42-317413240000,513.1955642
42-317413280000,939.7466609
42-317413950000,844.2765317
42-317414290000,331.0557729
42-317414310000,353.1383993
42-317414470000,534.9384655
42-317414650000,996.2910773
42-317415110000,774.9958447
42-317415160000,434.4815423
42-317415400000,786.602856
42-317415890000,329.7943038
42-317415990000,870.2095489
42-317416000000,579.2818801
42-317416270000,1812.998415
42-317416430000,1024.527278
42-317416440000,394.8677614
42-317416750000,1220.777813
42-317416760000,590.0286121
42-317417150000,686.105056
42-317417610000,376.705277
42-317417700000,484.4301435
42-317417760000,908.8854115
42-317417770000,957.2555404
42-317418660000,985.1184633
42-317418750000,551.5095118
42-317418780000,932.300692
42-317419100000,772.6853431
42-317419330000,843.3073989
42-317419380000,657.773599
42-317419390000,318.6301606
42-317419920000,643.8990048
42-317419990000,432.946965
42-317420130000,626.7432577
42-317420250000,800.2974743
42-317420320000,789.4226519
42-317420330000,905.5648259
42-317421160000,939.3268181
42-317421550000,1153.53579
42-317421720000,1177.558801
42-317421960000,969.7375591
42-317422300000,2331.687559
42-317422310000,633.3553469
42-317422410000,816.9034828
42-317422740000,647.0671216
42-317422750000,646.8632022
42-317422770000,700.5638796
42-317423980000,735.5033564
42-317424000000,347.3961139
42-317424100000,515.7009881
42-317424230000,880.4312174
42-317424720000,1793.404014
42-317425480000,885.3536504
42-317425660000,747.8056993
42-317426350000,2386.117076
42-317426570000,2572.011678
42-317427270000,974.744961
42-317427750000,768.3008935
42-317381570000,2119.703845
42-317389790000,715.9729855
42-317392580000,1319.995119
42-317392670000,849.2627558
42-317393740000,1320.335616
42-317394080000,905.7800301
42-317394910000,1107.371272
42-317395770000,1273.61357
42-317397020000,1010.746969
42-317397200000,798.6944891
42-317397380000,617.569873
42-317397400000,1143.672822
42-317398510000,304.4055465
42-317398600000,599.948451
42-317398820000,1736.611391
42-317398950000,1872.105254
42-317400300000,635.019733
42-317400850000,542.0960637
42-317401340000,613.552192
42-317401510000,416.3634127
42-317401720000,804.7812254
42-317402720000,1171.948923
42-317402810000,665.8380215
42-317403080000,392.9084902
42-317403120000,997.3080172
42-317403200000,890.8642976
42-317403390000,1322.308027
42-317403560000,825.6482899
42-317403730000,651.4866
42-317404020000,392.1551837
42-317404220000,858.91216
42-317404240000,876.0898004
42-317404250000,882.2068925
42-317404640000,900.4918709
42-317404710000,809.2023392
42-317404750000,404.9889888
42-317404890000,333.0087608
42-317405060000,806.1865947
42-317405230000,315.0370245
42-317405270000,677.0222542
42-317405640000,328.7367814
42-317405890000,331.6162393
42-317405980000,330.6165468
42-317406160000,632.4370747
42-317406360000,789.2008421
42-317406530000,729.9967382
42-317407160000,1046.995473
42-317407780000,353.1046361
42-317408060000,892.9855548
42-317408330000,437.4431159
42-317408430000,2538.116355
42-317408940000,849.7155653
42-317409120000,306.3127101
42-317409460000,647.8851782
42-317409820000,467.622595
42-317410390000,328.3472378
42-317410490000,319.7237905
42-317410900000,826.5283895
42-317411060000,667.1782677
42-317411550000,610.9074518
42-317411760000,916.7458316
42-317411780000,629.2688476
42-317411840000,893.4638835
42-317412190000,576.1868271
42-317412710000,746.9759892
42-317412790000,854.4296775
42-317414000000,436.7848526
42-317414820000,464.0612488
42-317414910000,767.9743756
42-317415200000,769.746936
42-317415250000,1274.121754
42-317415370000,794.045347
42-317415480000,512.1369623
42-317415650000,621.9875487
42-317415700000,631.4516654
42-317415830000,1422.404167
42-317415950000,1049.893478
42-317416020000,839.0386003
42-317416040000,792.7838875
42-317416680000,1202.11454
42-317416740000,810.8151002
42-317417370000,897.396109
42-317417990000,423.7860124
42-317418270000,721.0503079
42-317418630000,1164.657961
42-317418650000,826.3565379
42-317418720000,1381.217682
42-317419210000,979.9719318
42-317419220000,946.5875622
42-317419310000,437.2147495
42-317419640000,1940.578437
42-317419940000,1153.207351
42-317420000000,859.7025999
42-317420360000,911.6203742
42-317421190000,841.5733406
42-317421270000,925.0794174
42-317421540000,314.2746967
42-317422470000,822.5966657
42-317423390000,1470.659004
42-317423650000,1177.912531
42-317424210000,880.0844826
42-317425250000,1138.505532
42-317425650000,1198.972862
42-317425810000,608.2172898
42-317427200000,974.6718663
42-329385120000,2137.420737
42-329387900000,704.6458887
42-329388470000,1392.141337
42-329349060000,2106.646496
42-329386000000,2395.435262
42-329387100000,1254.722042
42-329387750000,1220.219514
42-329389290000,1056.316854
42-329389350000,1701.708831
42-329389380000,1759.130071
42-329389990000,602.6958456
42-329390220000,633.9894187
42-329390230000,642.0239201
42-329390270000,1030.878417
42-329390580000,1257.714559
42-329390620000,1369.536037
42-329391100000,997.0302491
42-329391650000,600.182301
42-329393260000,961.7006441
42-329394300000,594.6284256
42-329394440000,606.9737961
42-329394470000,572.2324269
42-329395150000,644.617963
42-329395180000,444.1925443
42-329395700000,1358.32933
42-329397350000,754.8276758
42-329397470000,652.0785877
42-329399180000,1369.205476
42-329399510000,349.2411987
42-329399790000,637.2991652
42-329400200000,649.9525245
42-329400450000,711.2475693
42-329401230000,697.8948065
42-329401280000,723.8302464
42-329401350000,505.0347719
42-329401970000,1425.479701
42-329402310000,638.4155445
42-329402600000,720.7800914
42-329403150000,581.1545617
42-329403460000,779.7043853
42-329403560000,515.9147163
42-329403900000,944.4047638
42-329404100000,720.5412441
42-329404110000,762.2048723
42-329404830000,332.2601546
42-329404970000,809.3586417
42-329405510000,661.6235746
42-329405530000,914.7306323
42-329405690000,750.209445
42-329405950000,667.6379943
42-329405980000,651.4140685
42-329406080000,550.5240092
42-329406810000,1331.77717
42-329406890000,385.8477598
42-329406930000,1235.663004
42-329407090000,718.4490796
42-329407650000,1256.795241
42-329407890000,796.3728592
42-329408050000,602.3128096
42-329408250000,656.5365228
42-329408470000,829.0131854
42-329408750000,735.4607088
42-329409010000,901.7004699
42-329409810000,620.3760594
42-329409970000,397.6264015
42-329410400000,643.8449706
42-329410950000,1315.829155
42-329411420000,1040.153002
42-329412250000,916.4664359
42-329412320000,1135.856584
42-329412370000,866.9636432
42-329412470000,1297.856462
42-329412490000,1312.6181
42-329412500000,874.8189834
42-329413000000,959.9254696
42-329413030000,880.375
42-329413200000,600.989337
42-329413510000,729.3066021
42-329413530000,734.6051904
42-329414090000,677.9609302
42-329414170000,874.8395375
42-329414180000,419.1715206
42-329414330000,955.2072426
42-329414420000,677.3465085
42-329414510000,575.643116
42-329414530000,419.3448137
42-329414930000,1010.717992
42-329415140000,547.8153418
42-329415840000,689.2600785
42-329415910000,826.0495445
42-329416580000,318.4560349
42-329417160000,513.059154
42-329417710000,559.5225079
42-329417740000,410.36529
42-329417870000,1305.101801
42-329418210000,657.9267176
42-329418340000,659.2052624
42-329418500000,588.1244246
42-329418550000,495.6218029
42-329418930000,925.6502564
42-329419220000,624.5104007
42-329419240000,650.8897365
42-329419440000,1989.188374
42-329419570000,844.9225995
42-329419860000,562.5148098
42-329419900000,899.7516239
42-329420160000,1165.606689
42-329420300000,643.0162856
42-329420340000,711.939474
42-329420550000,1326.487877
42-329421000000,658.7394939
42-329421010000,1313.321357
42-329421140000,655.6871628
42-329421200000,1086.804852
42-329421400000,658.6078146
42-329421420000,337.0323339
42-329421450000,1303.923534
42-329421600000,405.0396736
42-329421630000,353.696162
42-329422140000,417.882472
42-329422390000,1274.176595
42-329422430000,868.1292029
42-329422470000,1280.167465
42-329422600000,848.0920275
42-329422790000,627.7774741
42-329422800000,641.0515056
42-329423230000,355.2940284
42-329423460000,961.195961
42-329423760000,833.2012984
42-329423800000,979.7603336
42-329423940000,1256.739888
42-329424070000,308.4027691
42-329424180000,793.8228251
42-329424330000,461.6399034
42-329424570000,663.9438662
42-329424980000,621.8195309
42-329425080000,326.9630186
42-329425160000,1013.574295
42-329425190000,419.2817222
42-329425280000,1000.200762
42-329425450000,773.735428
42-329425460000,877.2094402
42-329425930000,939.7118083
42-329426000000,703.6015672
42-329426130000,458.7473788
42-329426320000,808.9273278
42-329427190000,880.9442994
42-329427530000,568.4246709
42-329427860000,1233.729493
42-329428440000,431.7493365
42-329428920000,713.2275714
42-329428970000,563.8938315
42-329429050000,395.359115
42-329429080000,647.2892721
42-329429160000,409.9937666
42-329429190000,387.2759731
42-329429270000,669.7886404
42-329389840000,688.8176176
42-329390150000,648.7406619
42-329390170000,698.4932288
42-329390500000,649.3753453
42-329392310000,1030.177503
42-329393050000,966.9397315
42-329393170000,828.047161
42-329393960000,707.2815538
42-329394110000,587.5042091
42-329394410000,766.2073816
42-329394660000,614.2649663
42-329395200000,698.9700848
42-329396610000,2576.169902
42-329398250000,713.8880948
42-329400070000,1012.845509
42-329400150000,865.0459357
42-329400770000,1273.70208
42-329401030000,676.0662193
42-329401210000,1604.467935
42-329401400000,825.3139952
42-329401570000,601.5988247
42-329401700000,634.3680842
42-329401810000,719.2066009
42-329401960000,834.1432261
42-329402340000,1082.988116
42-329402410000,524.2231014
42-329402430000,499.1811121
42-329402620000,421.1406281
42-329402670000,733.6983259
42-329402710000,758.7025767
42-329403030000,2359.613184
42-329403200000,1230.402693
42-329403960000,756.4316925
42-329404050000,840.4822458
42-329404230000,747.4088397
42-329404350000,694.9522687
42-329404750000,1293.063011
42-329404880000,527.3051265
42-329404930000,721.1912028
42-329405310000,1887.619425
42-329405570000,1622.824706
42-329406190000,981.4503081
42-329406200000,627.9862708
42-329406290000,1194.357949
42-329406320000,769.9150919
42-329407010000,1010.331712
42-329407220000,763.7383084
42-329407420000,957.1514841
42-329408040000,662.5243786
42-329408400000,660.5225954
42-329408850000,789.1054822
42-329409070000,1699.012539
42-329409110000,865.71186
42-329409580000,1736.410417
42-329409610000,668.4311769
42-329409980000,381.0218946
42-329410000000,316.9673699
42-329410290000,732.3688298
42-329410330000,824.8848458
42-329410500000,838.069283
42-329410590000,657.8179397
42-329410620000,963.3918866
42-329410680000,2619.94869
42-329411200000,911.0529133
42-329411330000,963.1811187
42-329411360000,595.8093307
42-329411950000,665.2159687
42-329412120000,895.9274541
42-329412170000,448.9931184
42-329412530000,867.6225425
42-329413050000,659.6277305
42-329413120000,1315.671811
42-329413220000,542.9205854
42-329413430000,713.0885548
42-329413890000,527.1709975
42-329414150000,869.034588
42-329414200000,925.3353719
42-329414260000,971.1339946
42-329414340000,759.9072022
42-329414360000,1019.141943
42-329414610000,518.8950593
42-329414950000,661.5095386
42-329415090000,1279.686151
42-329415330000,1928.728351
42-329415540000,574.2988617
42-329416340000,1290.462501
42-329416410000,664.8425422
42-329417180000,510.3380421
42-329417230000,936.1110401
42-329417290000,844.9234076
42-329417390000,531.3193256
42-329417460000,962.2271124
42-329417780000,769.6597428
42-329418670000,659.4274769
42-329418810000,1036.479306
42-329418880000,1883.724935
42-329419450000,1317.156074
42-329419950000,522.950749
42-329419970000,671.8764776
42-329420310000,861.1884676
42-329420980000,669.3191714
42-329421070000,653.018028
42-329421160000,629.7055435
42-329421280000,1129.041457
42-329421300000,956.9500039
42-329421310000,312.5303129
42-329421390000,2473.730864
42-329421830000,690.9959833
42-329422450000,1715.569272
42-329422740000,958.8264576
42-329422780000,654.9026407
42-329422960000,688.4351061
42-329423390000,377.7462892
42-329423780000,832.4485351
42-329423810000,795.3919697
42-329423880000,826.7407918
42-329423930000,622.6177638
42-329424550000,659.7330296
42-329424650000,394.7831502
42-329424670000,523.5295503
42-329425100000,573.84804
42-329425220000,964.9282167
42-329425680000,892.9344011
42-329426270000,815.533916
42-329426480000,654.9038799
42-329427600000,507.7742327
42-329428080000,515.1735267
42-329428390000,950.9358234
42-329428460000,663.6151958
42-329428570000,846.5496725
42-329428910000,636.396445
42-329429350000,855.1109162
42-329430010000,364.400163
42-329430030000,888.8820051
42-329430170000,880.9221682
42-329430380000,323.3629336
42-329430590000,756.3012028
42-329430850000,360.1101107
42-329431070000,805.603123
42-329431380000,965.3315468
42-329431710000,698.0629064
42-329432020000,1316.263351
42-329432270000,439.6670773
42-329432310000,626.797446
42-329432370000,609.137178
42-329432800000,742.3904453
42-329432820000,650.3505282
42-329432990000,325.9236997
42-329433130000,821.4020321
42-329433210000,1001.083773
42-329433530000,1357.791274
42-329433730000,878.2994633
42-329435320000,897.8573235
42-329435680000,897.6157526
42-329435830000,876.3932598
42-329436660000,652.5423113
42-329436870000,1498.552699
42-329438370000,974.4237477
42-329438390000,1387.556212
42-329438990000,683.1103102
42-329439870000,1334.079166
42-329439930000,2172.342778
42-329430690000,835.6368934
42-329431280000,681.6174244
42-329431390000,389.6498161
42-329431440000,369.0645984
42-329431580000,894.156192
42-329431590000,586.6648417
42-329431670000,1307.474917
42-329431720000,690.6314913
42-329432390000,590.6280905
42-329432890000,662.137055
42-329432940000,876.9030621
42-329433060000,343.3012994
42-329433220000,772.8374314
42-329433660000,1747.679814
42-329433800000,656.1061836
42-329435430000,2216.73375
42-329435550000,749.1790785
42-329436550000,1553.929243
42-329436860000,834.4791711
42-329438320000,815.0931847
42-329438420000,1262.80527
42-329438950000,1598.312121
42-329439170000,940.2819065
42-329439940000,1101.915763
42-329440030000,623.7219709
42-329440080000,1669.16561
42-383397900000,1457.053539
42-383374060000,1522.776688
42-383375550000,1010.250216
42-383375850000,961.8737784
42-383377230000,1628.883028
42-383378180000,1446.44612
42-383378260000,672.0175406
42-383378760000,1045.382676
42-383380310000,565.6312907
42-383380510000,612.4422063
42-383380960000,659.4650315
42-383374250000,962.6066577
42-383376270000,486.3490336
42-383377320000,704.8202934
42-383377610000,653.897985
42-383378060000,1589.705878
42-383380730000,889.6701823
42-383380820000,1318.218589
42-383383070000,807.4366352
42-383383710000,1034.248869
42-383383780000,715.6706787
42-383384120000,1527.548877
42-383384200000,930.787385
42-383384260000,1225.343402
42-383384540000,660.9110095
42-383384630000,640.1259414
42-383384970000,1601.051464
42-383385220000,1294.177472
42-383385290000,1580.56878
42-383385450000,1253.740265
42-383386070000,709.5005688
42-383386290000,799.7224728
42-383386300000,954.2901525
42-383386530000,1518.97644
42-383386540000,1526.332963
42-383386600000,442.2355821
42-383387300000,782.8085501
42-383387580000,1320.554052
42-383387820000,1298.330536
42-383387920000,1009.956611
42-383388130000,1503.847835
42-383388560000,1360.566363
42-383388700000,1291.749414
42-383388920000,1005.891723
42-383389080000,861.1199175
42-383391630000,811.5702337
42-383393120000,739.6195541
42-383393280000,350.9740403
42-383394040000,1289.540506
42-383394260000,646.7999491
42-383394630000,1317.251688
42-383394950000,999.31933
42-383395020000,1109.521568
42-383396470000,966.2301698
42-383396490000,1021.135402
42-383381540000,846.4086181
42-383381580000,586.2122386
42-383381830000,984.8345758
42-383382180000,928.6526927
42-383382750000,901.399934
42-383383260000,984.892069
42-383383360000,991.5062371
42-383383620000,1497.365358
42-383384140000,767.4813255
42-383384460000,1234.03734
42-383384490000,490.5723968
42-383384670000,886.9469429
42-383384680000,641.427578
42-383384770000,960.3797297
42-383385110000,1573.055458
42-383385500000,1634.047842
42-383385640000,669.3399089
42-383385970000,1147.852743
42-383386060000,676.3910886
42-383387060000,1956.395966
42-383387070000,884.0548817
42-383387270000,611.1487173
42-383387740000,750.9793098
42-383387890000,441.468347
42-383388150000,771.9842777
42-383388520000,522.9719341
42-383388590000,751.2328088
42-383389060000,2183.133107
42-383390390000,1377.962521
42-383390400000,1000.362273
42-383390660000,663.6033469
42-383393370000,752.0984343
42-383393460000,437.4835254
42-383393470000,691.069107
42-383393750000,939.7901699
42-383393900000,655.2998907
42-383394070000,1168.601913
42-383394290000,1224.113546
42-383394610000,660.5969354
42-383394640000,1801.922197
42-383394830000,1267.499197
42-383395350000,2386.242307
42-383395500000,1615.9906
42-383395590000,2311.161004
42-383395720000,1308.148545
42-383395740000,1840.515814
42-383395800000,668.6214308
42-383395920000,1033.163459
42-383395930000,1022.342853
42-383396000000,836.5273872
42-383396050000,1335.388638
42-383396460000,1464.733007
42-383396520000,969.2987123
42-383396540000,2285.427597
42-383396680000,1017.637489
42-383396720000,1489.502242
42-383396790000,708.5255066
42-383396810000,912.5791143
42-383396820000,1512.966787
42-383396830000,1290.090618
42-383397100000,903.3270826
42-383397330000,975.668074
42-383397510000,1319.58292
42-383397680000,670.9881309
42-383398620000,1038.177952
42-383398790000,712.0913648
42-383399480000,1143.271831
42-383399930000,706.9866562
42-383400040000,320.9174885
42-383400510000,660.5994141
42-383401470000,893.4570844
42-383401550000,893.5832218
42-383401730000,1054.532372
42-383401900000,666.9089847
42-383402190000,327.7285686
42-383402200000,338.032225
42-383403220000,747.8927956
42-383403460000,877.5599243
42-383403510000,734.0481326
42-383403790000,1097.743573
42-383403880000,845.0381159
42-383404030000,1094.617889
42-383404240000,933.844434
42-383404770000,1333.86173
42-383405250000,534.9707039
42-383405260000,529.8465922
42-383405430000,1486.980327
42-383406140000,1303.573807
42-383406430000,903.8692432
42-383406520000,834.7858592
42-383406820000,339.9015744
42-383407070000,895.6956061
42-383407520000,1356.210853
42-383407580000,1207.755538
42-383407610000,702.9743605
42-383408040000,890.4429096
42-383408060000,935.9603782
42-383397220000,1436.26179
42-383397240000,2424.510994
42-383397600000,670.8082772
42-383397970000,765.1422221
42-383398660000,1330.056103
42-383398720000,2216.831413
42-383398860000,518.470513
42-383398930000,1022.302768
42-383399120000,991.6576535
42-383399160000,1655.970268
42-383399850000,315.4847905
42-383399960000,357.5727735
42-383400320000,793.5704003
42-383400530000,1144.313125
42-383400610000,745.8415539
42-383400740000,617.4976046
42-383400830000,755.7338525
42-383401200000,1374.017891
42-383401320000,596.6386738
42-383401760000,525.2279674
42-383401960000,591.4215759
42-383402350000,313.1060493
42-383402840000,1213.064984
42-383405230000,1054.091002
42-383405330000,877.8743994
42-383406180000,1438.559217
42-383406250000,1714.592843
42-383406560000,1430.075821
42-383407240000,1981.235613
42-383407550000,995.1656739
42-383407600000,1651.714839
42-383408650000,1003.435438
42-227405320000,315.7823888
42-329399300000,644.7969145
42-461355400000,1840.58996
42-461404920000,800.6701335
42-461414670000,608.0702598
42-329437690000,1638.432024
42-329437730000,798.5284481
42-329441240000,1031.264474
42-003479420000,430.7829056
42-003479450000,437.2445143
42-003481150000,942.1316894
42-003481380000,1076.856082
42-033323900000,661.3748619
42-033323930000,610.8186034
42-033324690000,700.3868847
42-033324860000,694.6498496
42-033325070000,633.8351644
42-383377200000,2052.874155
42-383377770000,1012.291955
42-383380620000,1243.089946
42-383380830000,2321.647719
42-383381120000,1104.981762
42-383381410000,1971.651647
42-383382020000,787.1538892
42-383382320000,660.2227418
42-383382900000,966.6992155
42-383383160000,1342.724547
42-383383210000,1072.122023
42-383383290000,877.0875206
42-383383690000,763.7985538
42-383384530000,708.7408301
42-383385440000,1095.848049
42-383386480000,768.6974629
42-383386550000,2078.175769
42-383386940000,1073.43328
42-383386950000,1029.009674
42-461391240000,697.0801809
42-461391800000,1294.046795
42-461391910000,1702.699118
42-461393630000,726.9682779
42-461394510000,1068.271118
42-461395160000,726.2564565
42-461395250000,1311.419046
42-461396210000,1090.728759
42-461396230000,536.1072396
42-461396760000,616.3556293
42-383387260000,718.1480212
42-383387560000,1079.813667
42-383388200000,867.0036739
42-383388500000,539.2435583
42-383388730000,1251.816836
42-383389030000,1315.719192
42-383389050000,1295.724431
42-383390580000,613.8379222
42-383393260000,1324.963959
42-383393330000,350.9745532
42-383393510000,1082.058499
42-383394050000,665.0635515
42-383394900000,319.7179884
42-383395450000,1339.357066
42-383395480000,2381.509404
42-383395540000,1173.618186
42-383395580000,1144.628124
42-383395680000,1925.542701
42-383395850000,1980.901033
42-383395960000,1632.73353
42-383396090000,518.1451572
42-383396160000,978.056123
42-383396710000,1319.873446
42-383397210000,733.2218387
42-383397400000,546.4863538
42-383397950000,487.0727952
42-461396790000,2190.822358
42-461397960000,2551.653985
42-461398150000,933.9003545
42-461398190000,709.4393916
42-383398110000,532.8810341
42-383398210000,2010.967133
42-383398630000,719.3519981
42-383398730000,595.2181481
42-383398800000,1587.134627
42-383399240000,909.2378455
42-383400080000,322.1084334
42-383400160000,1247.622957
42-383400630000,1714.65295
42-383400680000,2045.500287
42-383400760000,1609.429845
42-383402250000,714.7079222
42-383402330000,304.9581485
42-383402500000,870.2577903
42-383402700000,573.6385764
42-383402720000,580.8824558
42-383402760000,507.7478417
42-383403130000,1095.74768
42-383403640000,407.4774532
42-383403660000,468.8806184
42-383403670000,473.4852634
42-383404040000,903.8111587
