API_UWI,Unformatted_API_UWI_14,Latitude,Longitude,Latitude_BH,Longitude_BH
42-227-40678,4.22274E+13,32.153269,-101.684703,32.12436847,-101.6749326
42-317-43058,4.23174E+13,32.20592,-102.187404,32.22996997,-102.1943701
42-227-40691,4.22274E+13,32.154965,-101.678845,32.12564037,-101.6695648
42-461-41518,4.24614E+13,31.368315,-101.930703,31.39738141,-101.9414241
42-227-40752,4.22274E+13,32.377842,-101.671265,32.40876231,-101.6803308
42-383-40909,4.23834E+13,31.293615,-101.718151,31.32382619,-101.7196397
42-317-43235,4.23174E+13,32.126414,-101.859165,32.08579562,-101.8437783
42-461-41576,4.24614E+13,31.516553,-101.799025,31.47855569,-101.7892301
42-317-43268,4.23174E+13,32.368925,-102.180884,32.34349335,-102.1721824
42-227-40892,4.22274E+13,32.470885,-101.416891,32.4257613,-101.4033435
42-461-40179,4.24614E+13,31.461939,-102.061355,31.44577435,-102.0564939
42-317-40416,4.23174E+13,32.4094852,-102.2014112,32.3892626,-102.1959395
42-461-39376,4.24614E+13,31.510031,-101.950753,31.5290926,-101.9579861
42-461-38798,4.24614E+13,31.1414,-101.77593,31.15777752,-101.77633
42-003-46533,4.20035E+13,32.381507,-102.385602,32.35517885,-102.3773912
42-235-35378,4.22354E+13,31.253863,-101.066803,31.27534283,-101.0666063
42-329-38736,4.23294E+13,31.920635,-102.226108,31.94244002,-102.2331064
42-383-38810,4.23834E+13,31.132767,-101.3165,31.14621706,-101.3151805
42-105-42029,4.21054E+13,30.892667,-101.246291,30.87212902,-101.2452143
42-383-39039,4.23834E+13,31.507453,-101.36778,31.48213696,-101.3683817
42-173-36616,4.21734E+13,31.697223,-101.365255,31.71729819,-101.3718529
42-235-34889,4.22353E+13,31.254932,-101.106628,31.23390785,-101.1067975
42-383-38941,4.23834E+13,31.588663,-101.471543,31.56673812,-101.4719206
42-383-38355,4.23834E+13,31.23216,-101.439336,31.24848255,-101.4368635
42-383-39343,4.23834E+13,31.279813,-101.452165,31.2489832,-101.4543767
42-173-37320,4.21734E+13,31.796907,-101.720291,31.82391211,-101.7292093
42-317-39717,4.23174E+13,32.205083,-101.975612,32.17804312,-101.9667807
42-235-36054,4.22354E+13,31.237384,-100.976747,31.26629707,-100.9743812
42-235-35620,4.22354E+13,31.212225,-101.072632,31.23292333,-101.0714465
42-105-41916,4.21054E+13,31.023029,-101.312342,30.99928987,-101.3134066
42-173-36608,4.21734E+13,31.86660004,-101.6828308,31.87985078,-101.687555
42-235-35197,4.22354E+13,31.21337,-100.95535,31.2359535,-100.9549943
42-329-40207,4.23294E+13,31.684357,-101.94097,31.65724201,-101.9319669
42-003-47061,4.20035E+13,32.139111,-102.232819,32.15925779,-102.2383347
42-461-40150,4.24614E+13,31.574865,-101.963429,31.55974481,-101.9592922
42-461-39092,4.24614E+13,31.46605,-101.998797,31.48833614,-102.0067408
42-461-40177,4.24614E+13,31.605228,-101.954399,31.62737326,-101.9614662
42-461-38909,4.24614E+13,31.460968,-102.01804,31.47554782,-102.0220346
42-461-38768,4.24614E+13,31.522252,-102.281446,31.52992659,-102.2835952
42-003-47294,4.20035E+13,32.35211,-102.254737,32.32507652,-102.2464214
42-461-40179,4.24614E+13,31.461939,-102.061355,31.44577435,-102.0564939
42-105-42055,4.21054E+13,31.016761,-101.483595,31.03450532,-101.4835672
42-383-37971,4.23834E+13,31.455702,-101.350601,31.44282011,-101.3504088
42-003-46533,4.20035E+13,32.381507,-102.385602,32.35517885,-102.3773912
42-461-40247,4.24614E+13,31.45215,-101.897466,31.48120359,-101.9052361
42-235-35529,4.22354E+13,31.155663,-101.061258,31.17728197,-101.0592695
42-329-39516,4.23294E+13,31.962819,-102.2438,31.94090925,-102.2375068
42-235-35344,4.22354E+13,31.122962,-101.010338,31.14837459,-101.0115913
42-383-38127,4.23834E+13,31.321875,-101.358311,31.3431878,-101.357973
42-329-39162,4.23294E+13,31.793915,-101.930417,31.80681498,-101.9352474
42-317-39680,4.23174E+13,32.243009,-102.139926,32.21685627,-102.1328818
42-383-39379,4.23834E+13,31.3809872,-101.6349197,31.40554922,-101.6427871
42-317-39387,4.23174E+13,32.469455,-101.985782,32.45162957,-101.9790916
42-329-40179,4.23294E+13,31.946528,-102.225003,31.92163909,-102.2177988
42-383-39594,4.23834E+13,31.348981,-101.57116,31.31734521,-101.5713321
42-105-41936,4.21054E+13,30.889917,-101.250826,30.91025827,-101.2508432
42-105-41919,4.21054E+13,31.023071,-101.304411,30.99932968,-101.3061324
42-383-38370,4.23834E+13,31.278919,-101.565759,31.30241263,-101.5663276
42-105-41716,4.21054E+13,31.014076,-101.226655,31.03757148,-101.2267737
42-235-36051,4.22354E+13,31.08432,-101.234758,31.05954185,-101.2322246
42-383-39086,4.23834E+13,31.082911,-101.278216,31.06161451,-101.2769976
42-461-40316,4.24614E+13,31.637155,-102.232003,31.65943644,-102.2380311
42-461-40499,4.24614E+13,31.618602,-102.224081,31.58927328,-102.215083
42-461-39616,4.24614E+13,31.505271,-101.97388,31.48563235,-101.9676548
42-383-38328,4.23834E+13,31.287324,-101.585763,31.25962039,-101.5863955
42-317-39655,4.23174E+13,32.27625,-102.124141,32.29730503,-102.1320528
42-383-38608,4.23834E+13,31.317699,-101.530197,31.34342355,-101.5299419
42-383-38211,4.23834E+13,31.232282,-101.446854,31.24732008,-101.4481261
42-105-41850,4.21054E+13,31.022372,-101.236653,30.99962552,-101.2338083
42-383-39417,4.23834E+13,31.645495,-101.386724,31.6598193,-101.3866784
42-329-40009,4.23294E+13,32.086584,-102.130185,32.11081652,-102.1384641
42-173-35941,4.21734E+13,31.741736,-101.368625,31.76161159,-101.3745541
42-329-38414,4.23294E+13,31.954633,-102.272482,31.96781175,-102.2772215
42-461-40066,4.24614E+13,31.448939,-101.849091,31.47721656,-101.8578396
42-173-38177,4.21734E+13,31.784946,-101.504362,31.81334986,-101.5156176
42-105-42343,4.21054E+13,31.036314,-101.109201,31.00819287,-101.1119297
42-135-43451,4.21354E+13,31.957348,-102.288208,31.93688021,-102.2821523
42-173-37243,4.21734E+13,32.049788,-101.673571,32.07694483,-101.6821444
42-173-37404,4.21734E+13,31.733447,-101.409326,31.76081151,-101.4165874
42-173-37498,4.21734E+13,31.85376,-101.728962,31.8265028,-101.71988
42-173-37499,4.21734E+13,31.853785,-101.728868,31.82675964,-101.7190346
42-227-38748,4.22274E+13,32.316082,-101.687888,32.28903764,-101.679008
42-227-38907,4.22274E+13,32.2602018,-101.6005419,32.2332754,-101.5919416
42-227-38866,4.22274E+13,32.381976,-101.527895,32.36258301,-101.5218458
42-235-36006,4.22354E+13,31.19399355,-100.9969966,31.21482486,-100.9959578
42-317-40379,4.23174E+13,32.214428,-101.964916,32.23639742,-101.9730353
42-317-40533,4.23174E+13,32.259873,-102.081282,32.23046846,-102.0730788
42-317-40576,4.23174E+13,32.3549881,-101.9475098,32.33489249,-101.9410965
42-329-40855,4.23294E+13,31.973137,-102.15285,32.00120747,-102.1579941
42-329-41158,4.23294E+13,31.819396,-102.006582,31.84872888,-102.0157153
42-317-40470,4.23174E+13,32.3184933,-102.0715138,32.34903493,-102.079945
42-329-38851,4.23294E+13,31.953328,-102.216893,31.92703064,-102.2078608
42-105-42110,4.21054E+13,30.887772,-101.047286,30.9102569,-101.0474005
42-003-46228,4.20035E+13,32.2886444,-102.2363944,32.30655638,-102.2423909
42-227-38621,4.22274E+13,32.164764,-101.568009,32.18407889,-101.5738437
42-383-38758,4.23834E+13,31.316916,-101.623389,31.29608893,-101.623541
42-317-39565,4.23174E+13,32.438673,-102.150906,32.41447788,-102.1450661
42-227-38385,4.22274E+13,32.296329,-101.63716,32.31144265,-101.6424645
42-317-39052,4.23174E+13,32.12753,-102.130447,32.1453179,-102.1364103
42-317-39957,4.23174E+13,32.21565,-102.182683,32.23196104,-102.1865969
42-235-35427,4.22354E+13,31.255602,-101.098679,31.2337196,-101.0994985
42-383-38257,4.23834E+13,31.580639,-101.424578,31.55927726,-101.4246225
42-317-40150,4.23174E+13,32.319801,-102.1929135,32.30189806,-102.1830442
42-461-39901,4.24614E+13,31.297984,-101.897922,31.27734457,-101.8951905
42-461-39424,4.24614E+13,31.230311,-101.884313,31.24603041,-101.8835538
42-227-38733,4.22274E+13,32.28983182,-101.6771581,32.31686422,-101.6860667
42-227-38818,4.22274E+13,32.294264,-101.466423,32.26393711,-101.4545419
42-317-40136,4.23174E+13,32.134071,-102.112074,32.10876746,-102.1030201
42-329-40446,4.23294E+13,31.84938,-101.941005,31.82333741,-101.9301534
42-461-38474,4.24614E+13,31.298246,-101.905095,31.31788969,-101.9051564
42-461-39877,4.24614E+13,31.297964,-101.897998,31.27734168,-101.8999083
42-235-35941,4.22354E+13,31.30341,-100.992525,31.32374308,-100.9923375
42-235-35942,4.22354E+13,31.303382,-100.99247,31.28030433,-100.9927951
42-329-38372,4.23294E+13,31.955396,-102.269366,31.96886109,-102.2735908
42-227-38819,4.22274E+13,32.4550055,-101.3980273,32.48477565,-101.4070666
42-227-38908,4.22274E+13,32.233009,-101.594162,32.25992939,-101.6026941
42-329-40898,4.23294E+13,32.059212,-102.153321,32.02337008,-102.1418452
42-317-40340,4.23174E+13,32.261038,-101.796281,32.29009278,-101.8063813
42-329-41141,4.23294E+13,31.782419,-101.96359,31.75713305,-101.9555593
42-329-41316,4.23294E+13,31.67963,-102.15006,31.64887737,-102.1408781
42-329-40623,4.23294E+13,31.923337,-102.264569,31.95259844,-102.2776131
42-329-41193,4.23294E+13,32.004235,-102.011913,32.02291595,-102.0177246
42-329-41349,4.23294E+13,31.69339,-101.97257,31.66492326,-101.9631738
42-329-41435,4.23294E+13,31.76365704,-101.9211371,31.73698637,-101.9133282
42-383-39609,4.23834E+13,31.587927,-101.477511,31.60926555,-101.4772991
42-383-39721,4.23834E+13,31.156544,-101.681688,31.12844243,-101.682364
42-383-39589,4.23834E+13,31.587411,-101.461316,31.60908993,-101.4625305
42-383-39718,4.23834E+13,31.156519,-101.678166,31.12841156,-101.67768
42-383-38619,4.23834E+13,31.109072,-101.437462,31.08631235,-101.4372747
42-227-38349,4.22274E+13,32.230564,-101.671964,32.25070618,-101.6781611
42-461-39239,4.24614E+13,31.619385,-102.217552,31.63929618,-102.2241372
42-173-36702,4.21734E+13,31.670177,-101.487066,31.69010788,-101.4935218
42-329-40221,4.23294E+13,31.67216,-101.92221,31.70217284,-101.9319918
42-461-38703,4.24614E+13,31.409395,-102.069354,31.39606217,-102.0777923
42-383-38477,4.23834E+13,31.27309708,-101.6879253,31.29566209,-101.6876483
42-227-38235,4.22274E+13,32.428728,-101.554684,32.44891049,-101.5610926
42-115-33671,4.21153E+13,32.545464,-102.188405,32.56439592,-102.1965293
42-317-40440,4.23174E+13,32.143498,-102.166621,32.16517111,-102.1739311
42-317-40473,4.23174E+13,32.317893,-102.074073,32.34850383,-102.0824717
42-329-39821,4.23294E+13,31.725884,-102.172477,31.7491966,-102.1805184
42-329-40939,4.23294E+13,31.949799,-102.188039,31.93076859,-102.1821976
42-329-41034,4.23294E+13,31.902464,-102.037896,31.87577383,-102.0297862
42-329-41041,4.23294E+13,31.845387,-102.144947,31.81528978,-102.136605
42-329-41325,4.23294E+13,31.904539,-102.157227,31.9338581,-102.1674996
42-329-41359,4.23294E+13,31.9075,-102.146508,31.93657293,-102.1564892
42-105-41519,4.21054E+13,30.888593,-101.127809,30.91013379,-101.1279241
42-105-41795,4.21054E+13,31.021267,-101.184479,31.04461668,-101.1845399
42-105-41897,4.21054E+13,31.03558159,-101.2607574,31.05875856,-101.2596118
42-235-35994,4.22354E+13,31.21369,-101.011193,31.23683272,-101.0126734
42-173-37108,4.21734E+13,31.718975,-101.442219,31.73876299,-101.4488935
42-383-38296,4.23834E+13,31.124003,-101.362656,31.10123087,-101.363325
42-105-41428,4.21054E+13,30.93206,-100.992024,30.95248027,-100.9910868
42-235-35100,4.22354E+13,31.081743,-101.215088,31.0598611,-101.2152272
42-227-38584,4.22274E+13,32.377716,-101.47802,32.40027159,-101.4847431
42-317-40284,4.23174E+13,32.365809,-102.19526,32.34104564,-102.1876538
42-235-34892,4.22353E+13,31.12062,-101.040077,31.08842993,-101.0378196
42-105-41834,4.21054E+13,30.925055,-101.002189,30.91040995,-101.0020358
42-329-40112,4.23294E+13,31.951312,-101.82753,31.92459181,-101.8221992
42-329-40314,4.23294E+13,31.732798,-102.068558,31.71741921,-102.0626013
42-317-39052,4.23174E+13,32.12753,-102.130447,32.1453179,-102.1364103
42-317-40136,4.23174E+13,32.134071,-102.112074,32.10876746,-102.1030201
42-317-39051,4.23174E+13,32.126863,-102.133314,32.14479473,-102.1386147
42-235-36228,4.22354E+13,31.164646,-101.12384,31.14003855,-101.123898
42-383-38345,4.23834E+13,31.587464,-101.397548,31.56548498,-101.3979119
42-383-38508,4.23834E+13,31.586608,-101.409772,31.60869822,-101.408998
42-235-35173,4.22354E+13,31.153846,-101.078238,31.18171617,-101.0770768
42-317-39610,4.23174E+13,32.216669,-101.961244,32.23723809,-101.9700421
42-329-40232,4.23294E+13,31.683767,-101.911289,31.70526036,-101.9182364
42-173-36690,4.21734E+13,31.671173,-101.483028,31.69105556,-101.4894815
42-173-36691,4.21734E+13,31.671193,-101.482951,31.69098392,-101.4894109
42-105-42177,4.21054E+13,30.890467,-101.273291,30.87212407,-101.2740733
42-105-42187,4.21054E+13,31.036944,-101.142353,31.05974023,-101.1435029
42-105-42210,4.21054E+13,31.036921,-101.133213,31.05971607,-101.1328623
42-383-38467,4.23834E+13,31.150693,-101.280675,31.17425223,-101.2808831
42-329-39631,4.23294E+13,31.6536,-101.88569,31.62435421,-101.8768236
42-235-35505,4.22354E+13,31.255734,-101.093552,31.23383939,-101.0925155
42-329-39537,4.23294E+13,31.839546,-102.027913,31.81727299,-102.0216621
42-461-39754,4.24614E+13,31.647986,-101.904558,31.62029275,-101.8956768
42-461-39767,4.24614E+13,31.6488,-101.90014,31.62586213,-101.8929141
42-227-38245,4.22274E+13,32.300477,-101.533261,32.31997644,-101.5397492
42-317-40604,4.23174E+13,32.2062312,-101.7864036,32.18401428,-101.7774592
42-317-40363,4.23174E+13,32.201994,-101.9834465,32.17540978,-101.9773695
42-317-40636,4.23174E+13,32.3373947,-102.095291,32.30738298,-102.0889533
42-329-41379,4.23294E+13,31.807601,-102.038427,31.78522967,-102.0307813
42-383-38714,4.23834E+13,31.321134,-101.35391,31.29997822,-101.3544283
42-461-40239,4.24614E+13,31.435874,-102.030497,31.40899912,-102.0218127
42-461-40444,4.24614E+13,31.503216,-101.810399,31.4752178,-101.803507
42-003-47469,4.20035E+13,32.28920547,-102.2514912,32.32117796,-102.2620469
42-383-38473,4.23834E+13,31.268216,-101.569436,31.28771779,-101.5689032
42-383-39338,4.23834E+13,31.555728,-101.713278,31.54218678,-101.708884
42-165-37895,4.21654E+13,32.9215843,-102.2667548,32.9216048,-102.2668034
42-173-37182,4.21734E+13,31.678001,-101.319032,31.65175818,-101.319649
42-317-40339,4.23174E+13,32.261008,-101.793441,32.29087835,-101.8025864
42-105-41715,4.21054E+13,31.014076,-101.226719,31.0375619,-101.2292854
42-383-39390,4.23834E+13,31.38164192,-101.6328799,31.40624307,-101.6408323
42-235-35667,4.22354E+13,31.303687,-101.018748,31.28061487,-101.0193379
42-317-40138,4.23174E+13,32.206766,-101.975301,32.23331381,-101.9865922
42-317-39381,4.23174E+13,32.137124,-102.118977,32.15555193,-102.1246256
42-461-39631,4.24614E+13,31.454889,-101.939043,31.48177539,-101.9457888
42-003-46955,4.20035E+13,32.355696,-102.235849,32.385701,-102.2422607
42-235-35383,4.22354E+13,31.253967,-101.063461,31.2762776,-101.0623569
42-461-40203,4.24614E+13,31.4528257,-101.8383051,31.48021812,-101.845101
42-105-41553,4.21054E+13,31.058857,-101.045584,31.08794137,-101.0442086
42-329-40269,4.23294E+13,31.67662,-101.807391,31.69841585,-101.816304
42-329-39411,4.23294E+13,31.965752,-102.228285,31.94501869,-102.221632
42-317-40298,4.23174E+13,32.393905,-102.175985,32.41465975,-102.182926
42-235-35664,4.22354E+13,31.191298,-100.959654,31.17752686,-100.9589996
42-173-37196,4.21734E+13,31.69615,-101.362041,31.68332709,-101.3568716
42-383-39345,4.23834E+13,31.279818,-101.452053,31.24898981,-101.452448
42-105-42027,4.21054E+13,30.892667,-101.246391,30.87213397,-101.2461852
42-461-37722,4.24614E+13,31.20312,-101.789016,31.2212571,-101.7889467
42-105-41920,4.21054E+13,31.023071,-101.304347,30.99933896,-101.3047969
42-235-35929,4.22354E+13,31.081989,-101.259539,31.05877031,-101.2593266
42-383-38600,4.23834E+13,31.279593,-101.465378,31.24914348,-101.4657984
42-105-41941,4.21054E+13,30.909314,-101.020137,30.89616297,-101.017579
42-317-39051,4.23174E+13,32.126863,-102.133314,32.14479473,-102.1386147
42-383-39422,4.23834E+13,31.587589,-101.416192,31.55863091,-101.4177536
42-235-35540,4.22354E+13,31.253313,-101.061661,31.27648307,-101.0601488
42-173-37231,4.21734E+13,31.803167,-101.663056,31.82345913,-101.6704308
42-383-38855,4.23834E+13,31.480508,-101.475324,31.45860549,-101.4750283
42-235-35931,4.22354E+13,31.222355,-101.258522,31.24709048,-101.2581875
42-461-39155,4.24614E+13,31.266688,-101.787348,31.24195008,-101.7896426
42-461-39327,4.24614E+13,31.50007,-102.077725,31.52184961,-102.0806158
42-329-41512,4.23294E+13,31.896357,-102.202726,31.92365744,-102.2102219
42-227-39006,4.22274E+13,32.31470544,-101.5571527,32.34417642,-101.5660714
42-227-39004,4.22274E+13,32.495973,-101.575196,32.46742207,-101.569648
42-105-42362,4.21054E+13,31.030195,-101.083726,31.00828464,-101.0860337
42-317-40758,4.23174E+13,32.148114,-102.030353,32.16845382,-102.0372633
42-329-41579,4.23294E+13,32.06320539,-101.8046387,32.09194301,-101.8159357
42-461-40543,4.24614E+13,31.509853,-102.0977,31.53925627,-102.1073836
42-329-41617,4.23294E+13,32.045029,-101.926881,32.02215439,-101.9195493
42-383-39838,4.23834E+13,31.205063,-101.632503,31.17857417,-101.6341152
42-173-37566,4.21734E+13,31.824581,-101.730392,31.852113,-101.7390034
42-383-39854,4.23834E+13,31.566094,-101.388361,31.59378226,-101.388854
42-461-40587,4.24614E+13,31.105819,-101.827378,31.13434615,-101.8292261
42-329-41772,4.23294E+13,32.0070679,-102.047539,32.02831716,-102.0543825
42-227-39170,4.22274E+13,32.295353,-101.656423,32.2655373,-101.6478817
42-383-39918,4.23834E+13,31.634767,-101.495344,31.65755914,-101.5024732
42-105-42411,4.21054E+13,30.97759946,-101.1723676,30.99934658,-101.1697346
42-227-39177,4.22274E+13,32.521689,-101.573886,32.5423475,-101.5775741
42-461-40632,4.24614E+13,31.571755,-101.912836,31.54192564,-101.9034183
42-329-41865,4.23294E+13,32.02601,-102.178896,31.99745291,-102.1691629
42-383-39964,4.23834E+13,31.190903,-101.649231,31.2152348,-101.6496001
42-227-39203,4.22274E+13,32.51723248,-101.5860987,32.4972774,-101.5793701
42-383-39979,4.23834E+13,31.467656,-101.502236,31.44048227,-101.4921777
42-173-37711,4.21734E+13,32.083389,-101.731687,32.05405693,-101.7192279
42-227-39258,4.22274E+13,32.233585,-101.686662,32.21324465,-101.6803365
42-383-40000,4.23834E+13,31.50897331,-101.2999386,31.47586221,-101.2961433
42-173-37721,4.21734E+13,31.751881,-101.710425,31.78076953,-101.7203279
42-173-37701,4.21734E+13,32.055781,-101.766345,32.0927801,-101.7786647
42-227-39313,4.22274E+13,32.491491,-101.533251,32.51357524,-101.5389516
42-317-41064,4.23174E+13,32.357651,-102.003432,32.33709123,-101.9973468
42-461-40695,4.24614E+13,31.632462,-102.093725,31.66188259,-102.1030488
42-227-39357,4.22274E+13,32.258385,-101.621375,32.2285432,-101.6117148
42-227-39364,4.22274E+13,32.369861,-101.457276,32.39660376,-101.4662169
42-003-47665,4.20035E+13,32.408928,-102.279726,32.37915451,-102.2734183
42-235-36228,4.22354E+13,31.164646,-101.12384,31.14003855,-101.123898
42-317-41149,4.23174E+13,32.350544,-101.975744,32.37099788,-101.9820436
42-383-40079,4.23834E+13,31.414175,-101.745793,31.3984654,-101.7416569
42-317-41176,4.23174E+13,32.357198,-102.005259,32.33703333,-101.998729
42-329-42242,4.23294E+13,31.89809398,-102.188811,31.87048269,-102.1804374
42-329-42237,4.23294E+13,31.847705,-101.950608,31.82769828,-101.9441922
42-461-40758,4.24614E+13,31.413712,-101.928247,31.44354939,-101.9375766
42-329-42279,4.23294E+13,31.97295035,-102.1915736,31.99523533,-102.1960127
42-227-39487,4.22274E+13,32.448093,-101.432773,32.47691111,-101.4416533
42-329-42157,4.23294E+13,31.921685,-102.232818,31.89035281,-102.2236683
42-003-47755,4.20035E+13,32.354657,-102.236775,32.3853701,-102.2447423
42-329-42283,4.23294E+13,31.88339738,-101.862202,31.91203663,-101.8713794
42-317-41337,4.23174E+13,32.332828,-101.978644,32.30524222,-101.9708525
42-383-40194,4.23834E+13,31.564213,-101.37921,31.5360379,-101.3784278
42-383-40238,4.23834E+13,31.206114,-101.357464,31.23381647,-101.3553953
42-317-41408,4.23174E+13,32.49247654,-102.1402327,32.46527598,-102.1332926
42-227-39541,4.22274E+13,32.262589,-101.688917,32.23560224,-101.6805333
42-227-39600,4.22274E+13,32.45443965,-101.297361,32.48316805,-101.2954747
42-329-42508,4.23294E+13,31.910219,-101.777285,31.93208978,-101.783291
42-173-37891,4.21734E+13,31.945054,-101.711293,31.91364241,-101.7017666
42-227-39620,4.22274E+13,32.461035,-101.501108,32.43435702,-101.4949463
42-461-40900,4.24614E+13,31.183913,-101.832501,31.21641939,-101.8285468
42-461-40907,4.24614E+13,31.556844,-101.96408,31.57212327,-101.9700714
42-317-41503,4.23174E+13,32.483434,-101.855711,32.50378648,-101.8621509
42-317-41540,4.23174E+13,32.346651,-101.753217,32.31926971,-101.7441012
42-033-32476,4.20333E+13,32.544016,-101.378768,32.50915523,-101.3685746
42-227-39691,4.22274E+13,32.3975854,-101.518661,32.37099051,-101.5077734
42-329-42691,4.23294E+13,31.883549,-101.849071,31.91515902,-101.8575996
42-317-41641,4.23174E+13,32.324167,-101.982828,32.28998304,-101.9719133
42-329-42740,4.23294E+13,31.871868,-101.820999,31.9057434,-101.8317409
42-317-41682,4.23174E+13,32.278183,-102.124379,32.2981563,-102.1286148
42-033-32486,4.20333E+13,32.582224,-101.373473,32.54269639,-101.3618956
42-173-37944,4.21734E+13,31.790855,-101.748715,31.76180503,-101.7385847
42-173-37954,4.21734E+13,31.77013295,-101.5711046,31.74350735,-101.5583218
42-317-41707,4.23174E+13,32.391045,-101.966788,32.41421878,-101.9770492
42-383-40383,4.23834E+13,31.406098,-101.771547,31.43478143,-101.7811878
42-173-37963,4.21734E+13,32.083601,-101.731748,32.10918958,-101.7395134
42-173-37989,4.21734E+13,31.708157,-101.388526,31.73516576,-101.3972902
42-173-38048,4.21734E+13,31.866379,-101.667936,31.83416859,-101.659958
42-317-41884,4.23174E+13,32.354634,-101.95003,32.33439983,-101.9436222
42-329-43017,4.23294E+13,31.668421,-102.266367,31.69581375,-102.2743306
42-317-41964,4.23174E+13,32.410799,-102.20378,32.43796671,-102.2128595
42-317-41979,4.23174E+13,32.370694,-101.843463,32.3996191,-101.8532566
42-317-41989,4.23174E+13,32.373333,-101.830523,32.4024677,-101.8403261
42-003-47997,4.20035E+13,32.117803,-102.234447,32.08729194,-102.224639
42-173-38056,4.21734E+13,31.786375,-101.539228,31.82089842,-101.5481585
42-235-36388,4.22354E+13,31.209473,-101.19802,31.24172954,-101.1965934
42-227-40011,4.22274E+13,32.432695,-101.563897,32.4137371,-101.5558363
42-383-40543,4.23834E+13,31.58037891,-101.6770495,31.55187101,-101.6665717
42-235-36393,4.22354E+13,31.209392,-101.19802,31.24168051,-101.1987306
42-317-42117,4.23174E+13,32.293168,-101.778354,32.32456213,-101.7868662
42-003-48015,4.20035E+13,32.289156,-102.265234,32.31814543,-102.2747957
42-317-42126,4.23174E+13,32.294321,-101.774035,32.32533729,-101.7844121
42-329-43210,4.23294E+13,31.667322,-102.271405,31.69464306,-102.2812599
42-329-43226,4.23294E+13,31.789109,-102.023572,31.75881562,-102.0144439
42-329-43231,4.23294E+13,31.824178,-102.068375,31.84955517,-102.077199
42-317-42163,4.23174E+13,32.40883,-102.210682,32.4366564,-102.2186076
42-329-43256,4.23294E+13,32.026294,-102.177829,31.99774599,-102.1678541
42-317-42175,4.23174E+13,32.108774,-101.81192,32.13610051,-101.8217519
42-033-32515,4.20333E+13,32.534943,-101.572981,32.50848835,-101.5612614
42-329-43285,4.23294E+13,31.810721,-102.151177,31.84547033,-102.1618807
42-329-43332,4.23294E+13,31.976588,-102.043844,32.00194001,-102.0506137
42-227-40126,4.22274E+13,32.415191,-101.629993,32.38465962,-101.6220332
42-003-48131,4.20035E+13,32.385185,-102.216601,32.41281342,-102.2242674
42-317-42444,4.23174E+13,32.436488,-102.04201,32.41470898,-102.0373132
42-317-42445,4.23174E+13,32.43630836,-102.0419268,32.41500973,-102.0357628
42-461-41253,4.24614E+13,31.394032,-101.961753,31.42047279,-101.9710893
42-317-42429,4.23174E+13,32.220798,-101.915535,32.24762304,-101.924957
42-317-42468,4.23174E+13,32.271355,-101.771088,32.24034696,-101.7598353
42-317-42392,4.23174E+13,32.467569,-101.749528,32.44093357,-101.7386957
42-003-48142,4.20035E+13,32.384369,-102.22017,32.41162802,-102.2294966
42-461-41294,4.24614E+13,31.584071,-101.891926,31.61738331,-101.9053877
42-329-43651,4.23294E+13,31.717932,-102.052685,31.75515851,-102.0627164
42-003-48171,4.20035E+13,32.42355878,-102.2660631,32.45391705,-102.2733897
42-173-38228,4.21734E+13,31.699335,-101.355151,31.7164625,-101.3582536
42-227-40355,4.22274E+13,32.3102,-101.607148,32.33306297,-101.6139665
42-329-43723,4.23294E+13,31.695111,-102.097095,31.72165148,-102.1073965
42-329-43720,4.23294E+13,31.695093,-102.097172,31.72204456,-102.1056164
42-461-41331,4.24614E+13,31.288737,-101.811373,31.31877464,-101.8145339
42-173-38239,4.21734E+13,31.695993,-101.637209,31.72277879,-101.647327
42-317-42659,4.23174E+13,32.359115,-101.863902,32.38055565,-101.8710603
42-329-43785,4.23294E+13,31.723737,-102.183703,31.74646574,-102.1921447
42-329-43832,4.23294E+13,32.063822,-101.906236,32.02794116,-101.8949804
42-173-38254,4.21734E+13,32.084721,-101.713945,32.05750529,-101.7042773
42-227-40437,4.22274E+13,32.428919,-101.558598,32.44814565,-101.5650269
42-227-40418,4.22274E+13,32.408184,-101.686591,32.43520064,-101.6962057
42-461-41369,4.24614E+13,31.289432,-101.811344,31.31877156,-101.8146945
42-461-41362,4.24614E+13,31.289452,-101.811176,31.31876814,-101.8083201
42-317-42729,4.23174E+13,32.295653,-101.752853,32.26016996,-101.7386976
42-329-43923,4.23294E+13,31.760846,-101.841513,31.72543958,-101.8330549
42-227-40508,4.22274E+13,32.424174,-101.412731,32.39509898,-101.4061328
42-329-43936,4.23294E+13,31.885713,-101.852178,31.91430771,-101.8615076
42-003-48217,4.20035E+13,32.45221,-102.354194,32.42270986,-102.3453963
42-317-42810,4.23174E+13,32.294637,-101.72408,32.25096601,-101.7125818
42-227-38779,4.22274E+13,32.46756,-101.610509,32.44745449,-101.6046697
42-317-42836,4.23174E+13,32.161948,-101.868978,32.12745452,-101.8596851
42-317-42846,4.23174E+13,32.098093,-102.120113,32.06769191,-102.1134785
42-317-42847,4.23174E+13,32.098122,-102.119989,32.06765007,-102.1139866
42-235-36441,4.22354E+13,31.245484,-100.964399,31.21709559,-100.9723768
42-227-40562,4.22274E+13,32.304694,-101.403151,32.28382938,-101.3959923
42-227-40632,4.22274E+13,32.514538,-101.414806,32.54148305,-101.4214595
