,Latitude,Longitude,BH Latitude,BH Longitude
42-227393770000,32.473456,-101.490574,32.500484,-101.499205
42-227393780000,32.47347181,-101.4905121,32.500456,-101.49908
42-227393790000,32.2582225,-101.6210464,32.22824333,-101.6124381
42-227393800000,32.49031389,-101.5137833,32.51053,-101.520091
42-227393810000,32.25592667,-101.6286836,32.2266575,-101.6193669
42-227393840000,32.419283,-101.521274,32.400116,-101.514798
42-227393850000,32.521367,-101.574613,32.541943,-101.57799
42-227393860000,32.36864328,-101.4849294,32.39071405,-101.4926464
42-227393880000,32.422313,-101.506673,32.44424,-101.513357
42-227393890000,32.503559,-101.552826,32.534292,-101.562604
42-227393910000,32.297238,-101.575118,32.324156,-101.586065
42-227393920000,32.29727642,-101.5749307,32.324465,-101.584725
42-227393930000,32.29725958,-101.5750238,32.324585,-101.584204
42-227393940000,32.297299,-101.574836,32.32490342,-101.5828214
42-227393950000,32.29734,-101.574648,32.325215,-101.581471
42-227393960000,32.297319,-101.574741,32.325269,-101.581245
42-227393970000,32.45177694,-101.6586266,32.4716814,-101.6657908
42-227393980000,32.4506788,-101.6635053,32.4705682,-101.6707359
42-227394000000,32.4510925,-101.6616492,32.471168,-101.6680923
42-227394010000,32.45181231,-101.6584699,32.4720353,-101.6646187
42-227394020000,32.46408311,-101.3862123,32.50144756,-101.3979322
42-227394030000,32.46410333,-101.3861182,32.501774,-101.395799
42-227394040000,32.19186364,-101.4419661,32.19155624,-101.4408171
42-227394050000,32.19184256,-101.4420599,32.23109992,-101.4550898
42-227394060000,32.27725833,-101.5335694,32.25032222,-101.5272083
42-227394070000,32.27709722,-101.5335194,32.25097222,-101.5253278
42-227394080000,32.27717778,-101.5335444,32.25153611,-101.5232333
42-227394090000,32.48774722,-101.6648639,32.50840556,-101.6697056
42-227394100000,32.48766667,-101.6648417,32.48729515,-101.6647317
42-227394110000,32.48782778,-101.6648861,32.5075,-101.6739583
42-227394130000,32.446125,-101.4409611,32.41846833,-101.4350242
42-227394140000,32.44614444,-101.4408667,32.41890722,-101.4329814
42-227394150000,32.423371,-101.609817,32.403188,-101.604166
42-227394190000,32.421256,-101.619022,32.4496804,-101.6283182
42-227394200000,32.418648,-101.516741,32.401208,-101.512862
42-227394210000,32.418707,-101.516782,32.401681,-101.510853
42-227394220000,32.433453,-101.569567,32.459957,-101.577489
42-227394230000,32.433386,-101.569548,32.459712,-101.57828
42-227394240000,32.42132111,-101.6190481,32.44930229,-101.6303002
42-227394260000,32.25326539,-101.6266228,32.27932917,-101.6345169
42-227394270000,32.31453194,-101.6321019,32.27882778,-101.6205389
42-227394280000,32.491309,-101.533017,32.512471,-101.542808
42-227394290000,32.345324,-101.634805,32.315422,-101.626319
42-227394300000,32.345284,-101.634995,32.315412,-101.626609
42-227394310000,32.345304,-101.6349,32.315561,-101.625942
42-227394330000,32.345344,-101.634712,32.31571,-101.625008
42-227394340000,32.345364,-101.634618,32.315904,-101.62414
42-227394350000,32.345404,-101.634429,32.316001,-101.623703
42-227394360000,32.345384,-101.634523,32.316107,-101.623353
42-227394390000,32.25325528,-101.6266697,32.27900013,-101.6354814
42-227394400000,32.25329556,-101.6264817,32.27945123,-101.6334892
42-227394450000,32.459935,-101.542603,32.439148,-101.536015
42-227394460000,32.511196,-101.513489,32.533256,-101.520026
42-227394470000,32.460002,-101.542624,32.481037,-101.548381
42-227394480000,32.32304861,-101.4547897,32.2958046,-101.4462369
42-227394490000,32.1984443,-101.4142982,32.1695083,-101.40563
42-227394500000,32.34432372,-101.6385101,32.314896,-101.628965
42-227394510000,32.34434367,-101.638415,32.31483,-101.628996
42-227394520000,32.34430356,-101.6386033,32.314965,-101.628642
42-227394530000,32.34436353,-101.6383208,32.315135,-101.627616
42-227394550000,32.3442835,-101.6386976,32.314431,-101.631041
42-227394560000,32.34426372,-101.6387919,32.314309,-101.631374
42-227394570000,32.37978444,-101.6712669,32.35226389,-101.6637556
42-227394580000,32.28445056,-101.6896056,32.31378222,-101.6989658
42-227394590000,32.418134,-101.523361,32.440304,-101.529901
42-227394600000,32.33337278,-101.2391019,32.33331583,-101.2391456
42-227394630000,32.22884472,-101.6014539,32.25811506,-101.6105997
42-227394640000,32.444255,-101.617401,32.423905,-101.610505
42-227394650000,32.510954,-101.525294,32.531336,-101.528171
42-227394660000,32.42378333,-101.3482,32.45490564,-101.3472694
42-227394670000,32.4231917,-101.3290402,32.4542667,-101.3280768
42-227394690000,32.28019203,-101.4734512,32.259948,-101.470578
42-227394700000,32.2802135,-101.473357,32.260449,-101.468498
42-227394720000,32.34726,-101.625932,32.317249,-101.618079
42-227394730000,32.50299472,-101.4932406,32.530347,-101.500752
42-227394740000,32.347279,-101.625838,32.317611,-101.616433
42-227394750000,32.49739556,-101.6206697,32.52446389,-101.6270917
42-227394760000,32.3473,-101.625745,32.31779,-101.615773
42-227394770000,32.34732,-101.625651,32.317652,-101.616249
42-227394790000,32.49154167,-101.6391889,32.47151111,-101.6321167
42-227394800000,32.347341,-101.625556,32.318055,-101.614434
42-227394810000,32.347361,-101.625463,32.318046,-101.614471
42-227394830000,32.450817,-101.629281,32.470778,-101.634816
42-227394850000,32.44799764,-101.4322736,32.47032,-101.437474
42-227394860000,32.451454,-101.625723,32.471144,-101.632913
42-227394870000,32.44797825,-101.4323681,32.47677838,-101.4412493
42-227394890000,32.4599,-101.5426,32.4388,-101.537033
42-227394900000,32.46006861,-101.5426398,32.480736,-101.549383
42-227394910000,32.49095,-101.6421111,32.47069722,-101.6361
42-227394920000,32.49146111,-101.6391667,32.47119167,-101.6340528
42-227394930000,32.49086944,-101.6420861,32.47091667,-101.6349861
42-227394940000,32.38096389,-101.5273583,32.36219167,-101.5226833
42-227394980000,32.3817,-101.5369,32.409147,-101.542682
42-227395000000,32.358311,-101.3703958,32.38563333,-101.3787556
42-227395010000,32.433079,-101.493939,32.407379,-101.48654
42-227395030000,32.49059442,-101.5053787,32.512522,-101.511886
42-227395040000,32.34605183,-101.6299853,32.31718411,-101.6183746
42-227395050000,32.345989,-101.630269,32.316703,-101.620343
42-227395060000,32.34603164,-101.6300803,32.316807,-101.619872
42-227395070000,32.34601,-101.630174,32.316892,-101.619692
42-227395080000,32.49731667,-101.6206444,32.52408333,-101.6291056
42-227395090000,32.34596786,-101.6303623,32.316506,-101.621707
42-227395100000,32.345947,-101.630457,32.316193,-101.62241
42-227395120000,32.40086056,-101.6451303,32.42928889,-101.6551333
42-227395130000,32.40088028,-101.6450339,32.429325,-101.6550167
42-227395140000,32.40090278,-101.6449417,32.42974444,-101.6531222
42-227395150000,32.40092222,-101.6448478,32.42977222,-101.6530444
42-227395160000,32.46997158,-101.5541719,32.451106,-101.54974
42-227395170000,32.486264,-101.588636,32.459486,-101.580296
42-227395180000,32.486197,-101.588617,32.459862,-101.578268
42-227395190000,32.28442833,-101.6896994,,
42-227395200000,32.204019,-101.465976,32.2292669,-101.4721936
42-227395210000,32.20405,-101.465886,32.2297551,-101.4701716
42-227395220000,32.51330628,-101.5064667,32.535332,-101.51162
42-227395230000,32.49723611,-101.6206194,32.52347778,-101.6311722
42-227395240000,32.431168,-101.502511,32.405324,-101.49587
42-227395260000,32.40447642,-101.3293231,,
42-227395270000,32.26201389,-101.6905174,32.234698,-101.683888
42-227395280000,32.39961111,-101.3122003,32.37255278,-101.3048278
42-227395300000,32.26207794,-101.6902361,32.235009,-101.682506
42-227395310000,32.26205636,-101.69033,32.235006,-101.682522
42-227395320000,32.26203497,-101.6904236,32.234696,-101.683909
42-227395330000,32.39962778,-101.3121222,32.38031667,-101.304875
42-227395340000,32.40455972,-101.3293203,32.37945556,-101.3247806
42-227395350000,32.50049042,-101.5580347,32.480131,-101.552474
42-227395360000,32.432466,-101.496565,32.406432,-101.490795
42-227395370000,32.26240681,-101.6887891,32.235259,-101.681387
42-227395380000,32.26245008,-101.688602,32.235526,-101.679945
42-227395390000,32.26242844,-101.6886956,32.235308,-101.681185
42-227395400000,32.26249267,-101.6884144,32.23563192,-101.6794867
42-227395410000,32.26247131,-101.6885082,32.235486,-101.680124
42-227395430000,32.461515,-101.601973,32.441686,-101.595587
42-227395440000,32.3746008,-101.3641747,32.4022577,-101.3723269
42-227395450000,32.461449,-101.601951,32.442183,-101.593402
42-227395460000,32.37063056,-101.6523667,32.39694722,-101.6646833
42-227395480000,32.370675,-101.6521778,32.39787222,-101.6606889
42-227395490000,32.37069722,-101.6520833,32.39831667,-101.6586611
42-227395510000,32.1966495,-101.4250744,32.23646136,-101.4394622
42-227395530000,32.1967087,-101.4250073,32.2369257,-101.4374306
42-227395540000,32.513061,-101.604598,32.486337,-101.595439
42-227395550000,32.496638,-101.571427,32.46854071,-101.5625341
42-227395560000,32.18221678,-101.4761468,32.21105557,-101.4865282
42-227395570000,32.37910556,-101.6742222,32.3513,-101.6677778
42-227395580000,32.37912778,-101.6741278,32.35129444,-101.6677167
42-227395590000,32.37915,-101.6740306,32.3517,-101.6659194
42-227395600000,32.37917222,-101.6739389,32.35178611,-101.6659111
42-227395610000,32.4324,-101.496544,32.406868,-101.488665
42-227395630000,32.44544056,-101.6808347,32.47343333,-101.6920694
42-227395640000,32.44546111,-101.6807417,32.47346667,-101.6919194
42-227395660000,32.44548333,-101.6806472,32.46695556,-101.6874583
42-227395670000,32.44550556,-101.6805528,32.46707778,-101.6873833
42-227395690000,32.1822245,-101.4760497,32.21128916,-101.4855197
42-227395740000,32.519125,-101.57603,32.491864,-101.567777
42-227395760000,32.43056142,-101.4538386,32.457201,-101.462222
42-227395770000,32.4768475,-101.6800219,32.4971035,-101.6866855
42-227395780000,32.47740694,-101.6775408,32.4975906,-101.6844996
42-227395790000,32.4782317,-101.6755217,32.4983295,-101.6819421
42-227395800000,32.47826686,-101.6753654,32.4982595,-101.6821528
42-227395810000,32.47819689,-101.6756774,32.498028,-101.6833263
42-227395820000,32.467437,-101.610176,32.4476,-101.603115
42-227395860000,32.432164,-101.566286,32.41312,-101.55974
42-227395890000,32.3115586,-101.3803082,32.2829597,-101.3714487
42-227395900000,32.37064722,-101.6522972,32.39746397,-101.6628649
42-227395930000,32.30698491,-101.6001685,32.33442222,-101.6087306
42-227395940000,32.21288833,-101.6852631,32.18406778,-101.6760375
42-227395950000,32.421507,-101.514898,32.442327,-101.521683
42-227395960000,32.21286722,-101.6853567,32.18391417,-101.6768017
42-227395970000,32.520795,-101.576793,32.542521,-101.582743
42-227395980000,32.414854,-101.555926,32.39315,-101.548001
42-227395990000,32.21918778,-101.6903992,32.19022806,-101.6814669
42-227396000000,32.454326,-101.2969581,32.4830505,-101.2950735
42-227396070000,32.417397,-101.534133,32.396154,-101.527329
42-227396080000,32.41733,-101.534115,32.396615,-101.525387
42-227396190000,32.499584,-101.615395,32.50072078,-101.6155885
42-227396200000,32.460921,-101.500701,32.43425,-101.4945389
42-227396210000,32.46096111,-101.5005444,32.43500556,-101.4925194
42-227396220000,32.460997,-101.500389,32.435198,-101.490584
42-227396230000,32.23712383,-101.5670601,32.26538422,-101.5782842
42-227396240000,32.155184,-101.473315,32.13293123,-101.4667919
42-227396250000,32.23720361,-101.5670844,32.26586042,-101.5762645
42-227396260000,32.423116,-101.578207,32.443433,-101.586593
42-227396270000,32.503665,-101.55287,32.534578,-101.561189
42-227396280000,32.23250556,-101.6007783,32.20223502,-101.5943234
42-227396290000,32.23258528,-101.6008036,32.20322581,-101.5902259
42-227396300000,32.499572,-101.615458,32.525338,-101.622972
42-227396310000,32.455583,-101.53338,32.482337,-101.542685
42-227396320000,32.455517,-101.533358,32.48285,-101.540595
42-227396330000,32.422657,-101.510892,32.402555,-101.50667
42-227396340000,32.422723,-101.510914,32.403001,-101.504798
42-227396350000,32.422789,-101.510937,32.403352,-101.502931
42-227396360000,32.389998,-101.43189,32.417358,-101.439206
42-227396370000,32.38994564,-101.4318731,32.416969,-101.441299
42-227396380000,32.4089148,-101.6398775,32.4308474,-101.6490062
42-227396390000,32.2038918,-101.4659153,32.1732983,-101.4550414
42-227396400000,32.203923,-101.465824,32.1737679,-101.4529563
42-227396410000,32.42393139,-101.3422125,32.4547183,-101.3406175
42-227396430000,32.4089409,-101.6397875,32.4308804,-101.6490417
42-227396440000,32.4089696,-101.6396911,32.4308593,-101.6490916
42-227396450000,32.424347,-101.606725,32.404213,-101.600143
42-227396460000,32.4089958,-101.639602,32.4311778,-101.647491
42-227396470000,32.4090228,-101.6395102,32.4311035,-101.6468211
42-227396480000,32.4090498,-101.6394183,32.4313069,-101.6469423
42-227396490000,32.4090769,-101.6393265,32.4314864,-101.6460768
42-227396500000,32.40966167,-101.6369692,32.4315499,-101.6445932
42-227396520000,32.40968389,-101.6368761,32.4315274,-101.6447341
42-227396530000,32.28520944,-101.6851075,32.31481361,-101.6946364
42-227396540000,32.28524611,-101.6851961,32.31448861,-101.6957244
42-227396550000,32.446567,-101.602953,32.41320539,-101.5914725
42-227396560000,32.49132333,-101.532955,32.47169572,-101.5252768
42-227396570000,32.4097038,-101.6367811,32.4313352,-101.6446986
42-227396590000,32.40972333,-101.6366867,32.4318826,-101.6430933
42-227396600000,32.40974556,-101.6365936,32.40946596,-101.6356298
42-227396610000,32.40976528,-101.6364972,32.4320079,-101.6426511
42-227396630000,32.43786411,-101.4892073,32.463697,-101.494987
42-227396640000,32.43787778,-101.4891446,32.463748,-101.494832
42-227396670000,32.444758,-101.614967,32.424492,-101.607532
42-227396680000,32.424427,-101.578687,32.402778,-101.574836
42-227396690000,32.42436,-101.578667,32.403233,-101.572798
42-227396700000,32.424297,-101.578644,32.40369799,-101.5706979
42-227396720000,32.35705047,-101.3461378,32.3351326,-101.3368551
42-227396750000,32.435709,-101.487103,32.408576,-101.480301
42-227396760000,32.435722,-101.48704,32.409086,-101.478355
42-227396770000,32.435736,-101.486978,32.409153,-101.478164
42-227396840000,32.43834656,-101.3823759,32.465254,-101.391466
42-227396850000,32.406528,-101.550527,32.38765037,-101.5441872
42-227396860000,32.44175,-101.6635417,32.4145,-101.6548806
42-227396870000,32.44176944,-101.6634444,32.41443611,-101.6546556
42-227396880000,32.31592853,-101.3619133,32.28620828,-101.35249
42-227396910000,32.39746944,-101.5182556,32.39109598,-101.5138185
42-227396930000,32.2085025,-101.6265861,32.23086639,-101.6330094
42-227396950000,32.19630664,-101.4091793,32.2398788,-101.4239495
42-227396960000,32.19632758,-101.4090854,32.2405028,-101.4211362
42-227396970000,32.468581,-101.55818,32.449897,-101.552677
42-227396980000,32.292018,-101.668209,32.319258,-101.675472
42-227397000000,32.29206,-101.66802,32.319507,-101.674771
42-227397010000,32.39743889,-101.5183806,32.36973056,-101.5118222
42-227397020000,32.292039,-101.668114,32.319601,-101.673812
42-227397040000,32.39559167,-101.5260222,32.36761389,-101.52055
42-227397050000,32.39562222,-101.5259,32.37643278,-101.5189089
42-227397090000,32.293734,-101.662266,32.319952,-101.672184
42-227397110000,32.293712,-101.662359,32.31968,-101.673449
42-227397120000,32.293777,-101.662078,32.319944,-101.672299
42-227397130000,32.29382,-101.661891,32.320306,-101.670619
42-227397140000,32.293799,-101.661985,32.320227,-101.670984
42-227397180000,32.29371111,-101.5479722,32.27351389,-101.5454583
42-227397190000,32.293777,-101.547992,32.27398056,-101.5442417
42-227397200000,32.29390833,-101.5480333,32.27405833,-101.5429528
42-227397210000,32.45841111,-101.5126361,32.43161667,-101.5050694
42-227397220000,32.293828,-101.659605,32.321025,-101.667462
42-227397230000,32.293807,-101.659699,32.320831,-101.668269
42-227397240000,32.293786,-101.659793,32.320761,-101.669087
42-227397250000,32.293764,-101.659886,32.320615,-101.669614
42-227397260000,32.293975,-101.548053,32.27434167,-101.5416778
42-227397270000,32.434066,-101.490186,32.408187,-101.482452
42-227397280000,32.40335833,-101.6439583,32.36743611,-101.6310417
42-227397290000,32.40333611,-101.6440528,32.36738333,-101.6311083
42-227397300000,32.40331111,-101.6441444,32.36697222,-101.633025
42-227397310000,32.4032932,-101.6442399,32.40311361,-101.6445267
