,Latitude,Longitude,BH Latitude,BH Longitude
42-329418530000,31.789083,-102.017826,31.759573,-102.009976
42-329418550000,32.00691111,-102.0472667,32.028375,-102.0529194
42-329418580000,32.07191944,-102.2297569,32.07251807,-102.2289557
42-329418590000,31.741183,-102.001008,,
42-329418630000,31.69166,-101.97321,31.7204,-101.98222
42-329418640000,31.69194,-101.97205,31.72088,-101.98018
42-329418650000,32.02588889,-102.1784778,32.01727229,-102.1748009
42-329418670000,31.92227778,-102.2243278,31.89311667,-102.2109222
42-329418680000,31.69241,-101.97,31.72134,-101.97805
42-329418690000,31.69288333,-101.9679528,31.72191,-101.97576
42-329418700000,31.92225556,-102.2244222,31.89259444,-102.2127944
42-329418710000,31.92223333,-102.2245139,31.89218611,-102.21475
42-329418720000,31.92220833,-102.2246056,31.89157778,-102.2166889
42-329418730000,32.02593333,-102.1782928,32.01842834,-102.1743026
42-329418740000,32.02586617,-102.1785721,31.99715278,-102.1697833
42-329418750000,32.02591111,-102.1783833,31.9973,-102.169875
42-329418760000,31.98251389,-102.2119389,31.95509444,-102.2053361
42-329418770000,31.98253194,-102.2118578,31.95552928,-102.2033655
42-329418780000,31.98255833,-102.2117528,31.95527778,-102.2045556
42-329418790000,31.98257778,-102.2116583,31.95575556,-102.2026194
42-329418800000,31.66385222,-102.2854517,31.69114838,-102.2949175
42-329418810000,31.66386611,-102.2853894,31.68812969,-102.2975299
42-329418820000,31.66579782,-102.2825377,31.692382,-102.2893826
42-329418830000,31.94937075,-102.0010719,31.9705763,-102.0094607
42-329418840000,31.94938474,-102.001009,31.97121217,-102.0067386
42-329418850000,31.94939938,-102.0009469,31.9717718,-102.0040939
42-329418860000,31.972125,-102.0679472,31.99783333,-102.0765361
42-329418870000,31.98308056,-102.1788639,32.00422222,-102.1897056
42-329418880000,31.85314167,-102.1299031,31.87949528,-102.1405797
42-329418890000,31.85316,-102.1298256,31.87951667,-102.1406453
42-329418900000,31.85317861,-102.1297481,31.85271179,-102.1290589
42-329418910000,31.85319722,-102.1296703,31.88018111,-102.1377717
42-329418920000,31.85321556,-102.1295928,31.88090222,-102.1346933
42-329418930000,31.85323417,-102.1295153,31.88089278,-102.1347297
42-329418940000,31.81740028,-102.0209242,31.84528833,-102.0295581
42-329418950000,31.8174175,-102.0208461,31.8458525,-102.0267789
42-329418960000,31.819025,-102.0136344,31.83130998,-102.0190923
42-329418970000,31.8190425,-102.0135567,31.84708782,-102.0212006
42-329418980000,31.81905972,-102.0134786,,
42-329418990000,32.00975,-102.0001389,32.03058333,-102.0045
42-329419000000,32.00975,-102.0000556,32.03066667,-102.0042778
42-329419010000,31.87575,-102.244552,31.89846057,-102.2509733
42-329419020000,31.87572,-102.244676,31.898066,-102.252606
42-329419030000,32.05512472,-102.0654661,32.02910102,-102.0575268
42-329419060000,32.0543923,-102.0686175,32.0291505,-102.061898
42-329419090000,32.0544797,-102.0678727,32.0290953,-102.0607703
42-329419100000,32.0543128,-102.068592,32.0291505,-102.0618968
42-329419130000,32.05504533,-102.0654408,32.02909424,-102.0575704
42-329419140000,32.05496578,-102.0654153,32.0291839,-102.057668
42-329419150000,32.0544002,-102.0678472,32.0289507,-102.0630493
42-329419180000,31.70428261,-102.1642954,31.72589556,-102.1725464
42-329419190000,31.70430667,-102.1642033,31.72624964,-102.1709194
42-329419200000,31.70430694,-102.1641103,31.72905806,-102.1701092
42-329419210000,31.70747099,-102.158939,31.72782797,-102.1679957
42-329419220000,31.70749381,-102.1588457,31.72841556,-102.16654
42-329419230000,31.707516,-102.1587529,31.72893694,-102.1642436
42-329419240000,31.70753926,-102.1586602,31.72973677,-102.1622807
42-329419250000,31.70794472,-102.1534275,31.73143444,-102.1607431
42-329419260000,31.70799589,-102.1533518,31.73158472,-102.1601431
42-329419270100,31.70804611,-102.1532758,31.73168778,-102.1587706
42-329419280000,31.66301316,-101.8441963,31.68931227,-101.8553622
42-329419290000,31.66302737,-101.844135,31.66239698,-101.8438627
42-329419300000,31.66304164,-101.8440726,31.66298511,-101.8411848
42-329419310000,31.876945,-102.240513,31.899273,-102.247595
42-329419320000,31.876915,-102.240637,31.898853,-102.249279
42-329419330000,31.791965,-102.005029,31.763128,-101.994185
42-329419340000,31.791948,-102.005107,31.762889,-101.995286
42-329419350000,32.0532121,-102.0744265,32.0330028,-102.0677605
42-329419360000,32.0531325,-102.0744011,32.0329171,-102.0677503
42-329419370000,32.0533278,-102.0739283,32.0332099,-102.0666196
42-329419380000,32.0532482,-102.0739029,32.032786,-102.0687174
42-329419390000,31.6662507,-101.8365996,31.69124028,-101.8470991
42-329419400000,31.66619767,-101.8365837,31.69182264,-101.8445804
42-329419410000,31.67150194,-102.0659911,31.65032222,-102.057525
42-329419420000,31.67151944,-102.0659139,31.65136389,-102.0571167
42-329419430000,31.81738306,-102.0210019,31.844575,-102.0324075
42-329419440000,32.047511,-102.079286,32.009553,-102.071183
42-329419450000,32.04773627,-102.0783173,32.00399359,-102.0627458
42-329419480000,32.047458,-102.079269,32.009574,-102.071119
42-329419490000,32.047405,-102.079252,32.00958,-102.071159
42-329419500000,32.0476838,-102.0783009,32.00390441,-102.0627106
42-329419510000,32.04763016,-102.0782835,32.01545513,-102.0663415
42-329419520000,31.791913,-102.005263,31.762663,-101.996268
42-329419530000,31.67144611,-102.0662233,31.64980045,-102.058843
42-329419540000,31.67146389,-102.0661444,31.64995556,-102.0582056
42-329419550000,31.67244885,-102.2486208,31.70019065,-102.2562762
42-329419560000,31.67241809,-102.2487443,,
42-329419570000,31.66614481,-101.8365673,31.6924684,-101.8419197
42-329419590000,31.69775528,-101.9978731,31.67343,-101.99041
42-329419600000,31.79193,-102.005185,31.762779,-101.995768
42-329419610000,31.67238754,-102.2488679,31.69884142,-102.2616426
42-329419620000,31.69779222,-101.9977183,31.67389,-101.98838
42-329419630000,31.69883,-101.99222,31.67438,-101.98634
42-329419640000,32.06868889,-102.1681167,32.04154722,-102.1597694
42-329419650000,32.06873056,-102.1679333,32.04162222,-102.1595306
42-329419660000,32.06871111,-102.1680278,32.04167222,-102.1594833
42-329419670000,31.69873833,-101.9916492,31.67492719,-101.9842392
42-329419770000,31.79252222,-102.0028722,31.764099,-101.991183
42-329419780000,31.803833,-102.019177,31.788821,-102.014167
42-329419790000,31.95637778,-102.2099639,31.92626667,-102.1986639
42-329419800000,31.803819,-102.01924,31.788764,-102.014225
42-329419810000,31.803847,-102.019115,31.788822,-102.014195
42-329419820000,31.90082583,-102.1720658,31.92962333,-102.18381
42-329419830000,31.90086306,-102.1719106,31.93109917,-102.1781042
42-329419840000,31.721582,-101.965,31.75225,-101.9751
42-329419850000,31.90084444,-102.1719883,31.93035222,-102.1809836
42-329419860000,31.72162,-101.96484,31.75264,-101.9731
42-329419870000,31.90211806,-102.1642914,31.93173389,-102.1754633
42-329419880000,31.72473,-101.95942,31.75299,-101.97088
42-329419890000,31.90211722,-102.1641303,31.93312,-102.1696861
42-329419900000,31.72486,-101.95946,31.75362,-101.96884
42-329419910000,31.90211778,-102.1642111,31.93242667,-102.1726614
42-329419920000,31.90211694,-102.16405,31.90301602,-102.1631916
42-329419930000,31.95633889,-102.21005,31.92583333,-102.2005194
42-329419950000,31.95625833,-102.2102194,31.92575833,-102.2006889
42-329419960000,31.87056,-101.825582,31.90439693,-101.8376086
42-329419970000,32.06875,-102.1678417,32.03519167,-102.1549944
42-329420010000,31.87884,-102.23259,31.90889785,-102.2409959
42-329420020000,31.87881,-102.232714,31.90810026,-102.2425433
42-329420030000,31.97417714,-102.1550469,31.95366586,-102.149115
42-329420040000,31.97414769,-102.155171,31.95374948,-102.1488652
42-329420060000,31.870539,-101.825676,31.90446278,-101.8376844
42-329420070000,31.87123472,-101.8225725,31.90513167,-101.83339
42-329420090000,31.84746685,-102.1611796,31.87305481,-102.1678303
42-329420100000,31.84749968,-102.1610399,31.87308717,-102.1678825
42-329420110000,31.73142398,-101.8738466,31.75892299,-101.8812074
42-329420150000,31.97631956,-102.1693845,32.00664344,-102.1781506
42-329420160000,31.97626039,-102.1694992,32.00621955,-102.1799123
42-329420170000,31.97620261,-102.1696079,31.97716821,-102.1717577
42-329420210000,31.95213995,-102.1773975,31.93327924,-102.1708596
42-329420220000,31.95216995,-102.1772734,31.93360264,-102.1695197
42-329420230000,31.96882222,-102.0804417,32.00412222,-102.0918028
42-329420270000,31.84864639,-101.9958139,31.82413806,-101.9900042
42-329420280000,31.98280278,-102.2107278,31.95626389,-102.2004694
42-329420290000,31.98278333,-102.2108194,31.956525,-102.1994083
42-329420300000,31.98275556,-102.2109244,31.956,-102.2014056
42-329420310000,31.84870472,-101.9957714,31.82453194,-101.9885469
42-329420330000,31.98429167,-102.2034528,31.95690833,-102.1973278
42-329420340000,31.98436944,-102.2034778,31.95735278,-102.1953722
42-329420350000,31.84876333,-101.9957292,31.82475278,-101.9872561
42-329420360000,32.0236249,-101.7888724,31.9942278,-101.7793428
42-329420370000,32.02360667,-101.7889492,31.99407222,-101.77998
42-329420480000,31.870785,-101.824579,31.90477917,-101.8355417
42-329420540000,31.67192665,-102.2507198,31.70021067,-102.2562232
42-329420550000,31.67189611,-102.2508433,31.69949964,-102.2589104
42-329420560000,31.67186556,-102.2509667,31.69885,-102.2616931
42-329420570000,31.88983579,-102.0803767,31.86599941,-102.0708812
42-329420580000,31.87969889,-102.2289981,31.910553,-102.237803
42-329420590000,31.879669,-102.229122,31.90981249,-102.2392511
42-329420600000,31.88986838,-102.0802372,31.86672055,-102.0677735
42-329420610000,31.90957333,-102.1470717,31.87963773,-102.14058
42-329420620000,31.90959194,-102.1469942,31.87964639,-102.1406403
42-329420630000,31.90961056,-102.1469164,31.88024944,-102.1380694
42-329420640000,31.90962917,-102.1468389,31.90949801,-102.1466532
42-329420650000,31.90964778,-102.1467614,31.88093111,-102.1351833
42-329420660000,31.90966611,-102.1466839,31.90953243,-102.1436742
42-329420670000,32.011729,-102.230269,31.98235,-102.21851
42-329420680000,31.67803611,-102.0303056,31.65066944,-102.0233444
42-329420690000,31.678071,-102.0301491,31.65065264,-102.0234076
42-329420700000,31.67810833,-102.0299944,31.65107222,-102.021675
42-329420710000,31.67814444,-102.0298389,31.65101389,-102.0218639
42-329420720000,31.67841389,-102.028675,31.651375,-102.0203306
42-329420730000,31.67845,-102.0285222,31.65136389,-102.0203667
42-329420750000,31.67848611,-102.0283667,31.65173333,-102.0187889
42-329420760000,31.67852222,-102.0282111,31.6521,-102.0172472
42-329420780000,31.68854444,-102.1130306,31.71058889,-102.1209083
42-329420790000,31.801967,-102.0829499,31.830757,-102.092098
42-329420800000,31.8019496,-102.0830278,31.80195761,-102.08405
42-329420810000,31.80193219,-102.0831056,31.83069218,-102.0944939
42-329420830000,31.9728325,-102.1533269,32.00077918,-102.1588092
42-329420880000,31.68851042,-102.1131697,31.7105395,-102.1211063
42-329420900000,31.66881694,-101.9493042,31.64018,-101.93937
42-329420910000,31.66886,-101.94914,31.64021,-101.93929
42-329420920000,31.97278889,-102.1535131,32.00044262,-102.160221
42-329420930000,31.702802,-101.880881,31.67101,-101.87087
42-329420940000,32.07184,-102.2297308,32.08446417,-102.2337214
42-329420980000,31.97281194,-102.15342,32.00030278,-102.1610333
42-329420990000,31.97276556,-102.1536061,31.99993889,-102.1621806
42-329421000000,31.668875,-101.9478242,31.6406,-101.93736
42-329421010000,31.66892,-101.94766,31.64056348,-101.9373698
42-329421030000,31.67094194,-101.9458419,31.64108945,-101.9353592
42-329421040000,31.870764,-101.824672,31.90482972,-101.8355442
42-329421050000,31.67098,-101.94568,31.64110733,-101.9351248
42-329421060000,31.870806,-101.824485,31.90516972,-101.8345917
42-329421070000,31.672345,-101.9440942,31.64167,-101.93335
42-329421080000,31.67237583,-101.9439375,31.64155205,-101.9331723
42-329421090000,32.06693399,-102.1128545,32.03959685,-102.1033918
42-329421100000,31.910953,-101.872946,31.88727313,-101.8652049
42-329421110000,31.84697889,-102.0121639,31.86220417,-102.0198018
42-329421120000,32.06696288,-102.1127303,32.03992796,-102.1020026
42-329421140000,32.0098325,-102.0431336,32.02938056,-102.0488333
42-329421150000,32.00974722,-102.0433,32.02914722,-102.0498444
42-329421160000,32.00979,-102.0432164,32.02914722,-102.0498361
42-329421170000,32.00970556,-102.0433833,32.02866837,-102.0518705
42-329421180000,31.7539,-102.1004056,31.7814843,-102.1104931
42-329421190000,31.75393611,-102.10025,31.78167778,-102.1097083
42-329421200000,31.753975,-102.1000972,31.78165833,-102.1097889
42-329421210000,31.75401389,-102.0999417,31.78187778,-102.1089
42-329421220000,31.75429528,-102.0987811,31.78188056,-102.1079167
42-329421230000,31.75433333,-102.0986278,31.76085655,-102.1011133
42-329421240000,31.75437222,-102.098475,31.78231389,-102.1071083
42-329421250000,31.75440833,-102.0983167,31.78248889,-102.1064139
42-329421260000,31.75469444,-102.0971583,31.7825,-102.1063528
42-329421270000,31.75473056,-102.0970028,31.78270556,-102.1055139
42-329421280000,31.75476944,-102.09685,31.78277778,-102.1042667
42-329421290000,31.75480833,-102.0966944,31.78296389,-102.1044528
42-329421300000,31.96198972,-101.8526497,31.94119386,-101.8478972
42-329421310000,31.71153889,-102.12315,31.68923056,-102.1151722
42-329421320000,31.962004,-101.852588,31.941855,-101.845162
42-329421330000,31.96202,-101.852525,31.96271574,-101.8488601
42-329421330100,31.96202,-101.852525,31.94984114,-101.8448802
42-329421350000,31.7114357,-102.1232309,31.68921364,-102.1159975
42-329421360000,31.71163889,-102.1230667,31.68899167,-102.1160333
42-329421390000,31.97558333,-102.0472139,31.99808056,-102.05465
42-329421400000,31.71185278,-102.1198722,31.69019167,-102.1121111
42-329421410000,31.71173611,-102.1198333,31.689925,-102.1121972
42-329421420000,31.71161667,-102.1197917,31.68981111,-102.1132028
42-329421430000,31.71234722,-102.1174278,31.69071944,-102.1100528
42-329421450000,31.71158,-101.91754,31.73371177,-101.9247608
42-329421460000,31.71222778,-102.1173889,31.69054167,-102.1100417
42-329421470000,31.71210978,-102.1173502,31.69022222,-102.1111278
42-329421480000,31.874358,-102.251325,31.89656676,-102.2588189
42-329421490000,31.874328,-102.251449,31.896233,-102.25951
42-329421500000,31.877957,-102.236272,31.906227,-102.246165
42-329421520000,31.84699611,-102.0120858,31.87699333,-102.0215714
42-329421530000,31.84701361,-102.0120078,31.86617187,-102.0149313
42-329421540000,31.877987,-102.236148,31.90708495,-102.2445107
42-329421550000,31.92158056,-102.2321917,31.89115,-102.2193056
42-329421560000,31.92156167,-102.2322831,31.89068209,-102.2212672
42-329421570000,31.92153333,-102.2323778,31.89021944,-102.2232
42-329421580000,31.92151389,-102.2324694,31.88976111,-102.2251722
42-329421600000,32.04015278,-102.2233889,32.02745,-102.2199722
42-329421610000,32.03950278,-102.2251778,32.02716111,-102.2211028
42-329421620000,32.03966111,-102.2252306,32.02685556,-102.2224611
42-329421630000,32.03958056,-102.2252056,32.02659444,-102.223575
42-329421650000,32.040175,-102.2232972,32.02775833,-102.2186528
42-329421660000,31.71156,-101.91764,,
42-329421670000,31.75933396,-101.8751845,31.73211654,-101.8687914
42-329421680000,31.75936651,-101.8750448,31.73266361,-101.8664603
42-329421690000,31.75939891,-101.8749053,31.73320078,-101.8641722
42-329421700000,31.75959358,-101.8671968,31.7339784,-101.860828
42-329421710000,31.75962622,-101.8670606,31.73459544,-101.8582031
42-329421720000,31.75966026,-101.8669187,31.73520343,-101.8556252
42-329421730000,31.848838,-102.003873,31.87848556,-102.0155589
42-329421740000,31.84885,-102.00379,31.87224444,-102.0104575
42-329421750000,31.848865,-102.003714,31.87982194,-102.0098047
42-329421760000,32.06575278,-102.2443228,32.05272778,-102.2411528
42-329421770000,32.06567222,-102.2442972,32.052975,-102.2400389
42-329421780000,32.06559167,-102.2442722,32.05331667,-102.2389056
42-329421790000,32.06669722,-102.2404306,32.05357778,-102.237575
42-329421800000,32.066725,-102.2403389,32.05391111,-102.2363611
42-329421810000,32.06675278,-102.2402472,32.06666568,-102.2394442
42-329421820000,31.71309,-101.91111,31.73516,-101.91865
42-329421830000,31.713119,-101.911019,31.73529,-101.9186
42-329421840000,32.01734131,-102.2633241,32.03085085,-102.2678344
42-329421850000,31.87330244,-102.2557333,31.896044,-102.260997
42-329421860000,32.01740033,-102.2630755,32.03108584,-102.2668592
42-329421870000,32.01735614,-102.263262,32.03069362,-102.2678572
42-329421880000,31.96495333,-102.0923592,31.99355083,-102.1060728
42-329421890000,31.96499306,-102.0923725,31.99363583,-102.1050761
42-329421900000,31.873268,-102.25586,31.895631,-102.262704
42-329421910000,31.9562253,-102.1708493,31.98232097,-102.1798145
42-329421920000,31.95625502,-102.1707255,31.98377934,-102.1789503
42-329421930000,31.90159167,-102.1812639,31.90083699,-102.1840069
42-329421940000,31.90161028,-102.1811864,31.87233583,-102.171345
42-329421950000,31.90162889,-102.1811089,31.87300833,-102.1685894
42-329421970000,31.712331,-101.915334,31.71243575,-101.9148461
42-329421980000,31.71235389,-101.9152394,31.73434,-101.92268
42-329421990000,31.71319722,-101.9133278,31.73481,-101.92058
42-329422000000,31.713176,-101.913419,31.73484,-101.92081
42-329422020000,31.81043778,-102.0233625,31.78820444,-102.0163333
42-329422030000,31.81041722,-102.0234403,31.78813861,-102.0166381
42-329422040000,31.81039972,-102.0235175,31.80974496,-102.0249927
42-329422050000,31.70649,-102.17458,31.68427278,-102.1673822
42-329422060000,31.70641886,-102.1748585,31.68349694,-102.1706542
42-329422070000,31.70709194,-102.1720981,31.68473306,-102.1657689
42-329422080000,31.70644161,-102.174766,31.68380444,-102.1693631
42-329422100000,31.70715966,-102.1718196,31.68528917,-102.1637242
42-329422110000,31.70646411,-102.1746732,31.70572378,-102.1751668
42-329422130000,31.70751686,-102.1703542,31.68565889,-102.1616694
42-329422140000,31.70650936,-102.1744875,31.68437167,-102.1669908
42-329422150000,32.06533089,-102.1197016,32.03786716,-102.1113143
42-329422170000,31.70711442,-102.1720053,31.68477556,-102.1655164
42-329422190000,31.70747161,-102.1705399,31.68538528,-102.1628389
42-329422220000,31.70713722,-102.1719125,31.70705218,-102.1713588
42-329422240000,31.70749439,-102.170447,31.68536361,-102.1628764
42-329422260000,31.70753933,-102.1702617,31.68554,-102.1615089
42-329422280000,31.98468327,-102.1807853,31.95520669,-102.1742018
42-329422290000,31.98470411,-102.1806983,31.95675541,-102.1713213
42-329422300000,32.06536003,-102.1195772,32.03809715,-102.1100638
42-329422310000,32.06538929,-102.1194527,32.03818421,-102.1098919
42-329422370000,31.84757536,-101.9501969,31.82757421,-101.943782
42-329422380000,31.70770667,-101.9004969,31.73758,-101.90839
42-329422390000,31.84760418,-101.9500729,31.82885845,-101.9383064
42-329422400000,32.00228194,-102.2583406,,
42-329422410000,31.89794972,-102.1884714,31.86966972,-102.1828033
42-329422420000,31.89796833,-102.1883939,31.87036389,-102.1800256
42-329422430000,31.89798694,-102.1883167,31.87098806,-102.1770994
42-329422440000,31.84882167,-101.9956867,31.82508667,-101.9857983
42-329422450000,31.84888028,-101.9956444,31.82543222,-101.9846947
42-329422460000,31.84893833,-101.9956028,31.82565611,-101.9832864
42-329422470000,31.97259444,-102.1543194,32.00058333,-102.1598639
42-329422480000,31.97255,-102.1545056,32.00014444,-102.1617944
42-329422490000,31.97257222,-102.1544111,32.00014722,-102.1615111
42-329422500000,31.97252778,-102.1545972,32.00001111,-102.1630861
42-329422510000,32.002361,-102.258367,31.97448,-102.25114
42-329422520000,31.81045111,-102.0232853,31.83015639,-102.0299286
42-329422530000,31.84758955,-101.9501344,31.82828607,-101.9411918
42-329422540000,31.71579167,-102.0847361,31.74069722,-102.0906639
42-329422550000,31.71577222,-102.0848139,31.74039722,-102.0919056
42-329422560000,31.71573333,-102.0849694,31.73241206,-102.0901211
42-329422570000,31.71571667,-102.0850472,31.74019722,-102.0927556
42-329422580000,31.89661889,-102.0097708,31.9225677,-102.020426
42-329422590000,31.89663313,-102.0097085,31.92321503,-102.0176654
42-329422600000,31.89664762,-102.0096462,31.92379299,-102.0150365
42-329422610000,31.98279444,-102.1801417,32.00505556,-102.1858694
42-329422620000,31.98280972,-102.1800581,32.00556667,-102.1835917
42-329422640000,31.84948556,-101.9895956,31.82592806,-101.9819178
42-329422650000,31.84950333,-101.9895178,31.8262575,-101.9805547
42-329422660000,31.84952111,-101.98944,31.82649706,-101.9792431
42-329422670000,31.84953889,-101.9893622,31.82680111,-101.9779556
42-329422680000,31.93170998,-102.0032525,31.90569148,-101.9978196
42-329422690000,31.84955667,-101.9892844,31.82711306,-101.9765192
42-329422700000,31.93172419,-102.0031898,31.90626522,-101.9952245
42-329422710000,31.93173839,-102.0031276,31.90682111,-101.9928189
42-329422720000,31.84957417,-101.9892064,31.82746389,-101.9753122
42-329422740000,31.67078345,-102.2553197,31.69814815,-102.264427
42-329422750000,31.88235028,-101.8658128,31.91079833,-101.8751383
42-329422760000,31.87125556,-101.8224789,31.90554917,-101.8328303
42-329422770000,31.97281028,-102.1912581,31.99466111,-102.1977222
42-329422780000,31.97279167,-102.1913422,31.99460278,-102.1979194
42-329422790000,31.97283611,-102.1911556,31.99511389,-102.1955972
42-329422800000,31.97285889,-102.1910628,31.99563396,-102.1937657
42-329422810000,31.72871833,-101.8858495,31.75576437,-101.8945169
42-329422830000,31.883268,-101.861794,31.89218585,-101.8647658
42-329422840000,31.88258,-101.864808,31.91107167,-101.8741336
42-329422850000,31.883497,-101.86079,31.91211222,-101.8700933
42-329422860000,31.97221944,-102.1937028,31.99442279,-102.1984347
42-329422870000,31.972201,-102.193794,31.99405,-102.2000083
42-329422880000,31.97217806,-102.1938875,31.99407222,-102.1999028
42-329422890000,31.69544,-101.98189,31.66237,-101.97347
42-329422900000,31.97215472,-102.1939806,31.99341389,-102.200325
42-329422910000,31.89681345,-102.0534504,31.8714452,-102.0473893
42-329422920000,31.89682714,-102.0533874,31.87208941,-102.0446885
42-329422930000,31.89684155,-102.0533256,31.87271535,-102.0420418
42-329422940000,31.69541,-101.98198,31.662646,-101.972268
42-329422960000,31.874375,-102.251241,31.897045,-102.256852
42-329422990000,31.85647778,-102.1387931,31.87739361,-102.1493494
42-329423010000,31.85649639,-102.1387156,31.87124904,-102.1473978
42-329423020000,31.85651472,-102.1386381,31.87804583,-102.1463861
42-329423030000,31.85653333,-102.1385603,31.8780575,-102.1464125
42-329423040000,31.85655194,-102.1384828,31.87872162,-102.1434882
42-329423050000,31.85657028,-102.1384053,31.87878722,-102.1435253
42-329423060000,32.00235503,-102.0508147,32.02907872,-102.0596922
42-329423070000,31.874301,-102.251551,31.896194,-102.260379
42-329423100000,31.883401,-101.859851,31.91242722,-101.8680625
42-329423110000,31.97304194,-102.0991256,,
42-329423120000,32.00237681,-102.0507214,32.02882961,-102.0575048
42-329423130000,31.69539,-101.98207,31.66228,-101.97352
42-329423140000,31.91118444,-101.8719389,31.88384556,-101.8629744
42-329423150000,32.05805278,-101.89145,32.030582,-101.88357
42-329423160000,31.97302111,-102.0992011,31.99311167,-102.1079731
42-329423170000,32.00317669,-102.0510796,32.02879504,-102.0596628
42-329423180000,32.00319833,-102.0509861,32.02891365,-102.0574525
42-329423190000,31.90234728,-102.0374371,31.87525748,-102.0310772
42-329423200000,31.90236198,-102.0373743,31.87592749,-102.0281895
42-329423210000,31.90237576,-102.0373122,31.87647021,-102.0256987
42-329423230000,31.791922,-102.005349,31.762675,-101.996818
42-329423240000,31.90036795,-102.0460374,31.87465032,-102.0337918
42-329423250000,31.9003827,-102.0459755,31.87400594,-102.03648
42-329423260000,31.9003968,-102.0459137,31.87343497,-102.0390601
42-329423270000,31.76096944,-101.7779631,31.73904,-101.7704467
42-329423280000,32.04516169,-101.9243436,32.02268076,-101.9172035
42-329423290000,32.04508217,-101.924318,32.0226594,-101.9171634
42-329423300000,31.8782125,-102.0927875,31.90480556,-102.0978039
42-329423310000,31.87817583,-102.0929428,31.90355083,-102.1033161
42-329423320000,31.87819417,-102.0928653,31.90416944,-102.10062
42-329423330000,31.87954556,-102.0851183,31.87767063,-102.0855095
42-329423340000,31.87956361,-102.0850408,31.87800187,-102.0840412
42-329423350000,31.87958222,-102.0849631,31.90680639,-102.0894478
42-329423360000,32.00233323,-102.050908,32.0190561,-102.0588388
42-329423370000,32.00315495,-102.051173,32.02881004,-102.0620652
42-329423380000,31.870518,-101.825769,31.90460722,-101.8365942
42-329423390000,31.95202222,-102.2186,31.97973889,-102.2284278
42-329423400000,31.89665472,-102.0600822,31.87083277,-102.0501942
42-329423410000,31.93331944,-102.2515778,31.90845833,-102.2437639
42-329423420000,31.80390833,-101.9830389,31.783176,-101.972027
42-329423430000,31.93315833,-102.2515278,31.90916111,-102.2426222
42-329423440000,32.05808841,-101.8912945,32.031004,-101.881192
42-329423450000,32.05801694,-101.8916064,32.03065,-101.882447
42-329423460000,31.97430003,-102.0342135,32.00712163,-102.046872
42-329423470000,31.9743146,-102.0341532,32.0075863,-102.0442366
42-329423480000,31.9743288,-102.034091,32.0082008,-102.0415534
42-329423560000,32.05767083,-101.8881992,32.031244,-101.879908
42-329423660000,31.96991111,-102.0757139,32.00546944,-102.0858889
42-329423670000,31.70829417,-102.0419631,31.6787,-102.03249
42-329423680000,31.70825861,-102.0421186,31.67882,-102.03248
42-329423700000,31.82194335,-101.9497176,31.84575281,-101.9600669
42-329423750000,31.82249272,-101.9494457,31.84729176,-101.953568
42-329423760000,31.8224748,-101.9495061,31.8466633,-101.956285
42-329423770000,31.82246087,-101.9495688,31.8460972,-101.958725
42-329423780000,31.82197645,-101.9495775,31.84591736,-101.9573853
42-329423790000,31.82200985,-101.9494373,31.8469734,-101.9549379
42-329423800000,31.82244599,-101.9496321,31.8454698,-101.9613667
42-329423810000,32.05763472,-101.8883547,32.031267,-101.87998
42-329423850000,31.89662581,-102.0602056,31.86962319,-102.0555188
42-329423860000,31.89663989,-102.0601444,31.87020197,-102.0528931
42-329423880000,31.73148263,-101.8739656,31.75862144,-101.8825738
42-329423910000,32.04221444,-101.9690536,32.06905361,-101.9762378
42-329423930000,32.04219667,-101.9691311,32.06682389,-101.9775386
42-329423940000,31.97440007,-102.025445,32.00898413,-102.0390102
42-329423950000,31.97441447,-102.0253832,32.00845406,-102.0360026
42-329423960000,31.97442892,-102.0253206,32.01016326,-102.03382
42-329423970000,31.66640328,-101.8369826,31.69105502,-101.8480639
42-329423980000,31.66629839,-101.8369483,31.69166806,-101.8455957
42-329423990000,31.66635149,-101.8369653,31.69229785,-101.842776
42-329424000000,31.66305607,-101.8440106,31.68912295,-101.8562512
42-329424010000,31.73280556,-102.1290667,31.75950278,-102.1380556
42-329424020000,31.73276667,-102.1292222,31.73133647,-102.1300319
42-329424030000,31.73284444,-102.1289139,31.75975,-102.1370361
42-329424040000,31.73341389,-102.1264556,31.75977222,-102.1369472
42-329424050000,31.66307036,-101.8439487,31.68360246,-101.8518456
42-329424060000,31.73345,-102.1263028,31.76001389,-102.1359944
42-329424070000,31.73348889,-102.1261472,31.76023333,-102.1350694
42-329424080000,31.66308472,-101.8438868,31.69023896,-101.8514283
42-329424090000,31.73377222,-102.1249861,31.76050833,-102.1339417
42-329424100000,31.73381111,-102.1248333,31.76073611,-102.1330083
42-329424110000,31.73384722,-102.1246778,31.76073889,-102.133
42-329424120000,31.97375,-102.0534583,32.00339444,-102.0634556
42-329424130000,31.79502404,-101.9251855,31.76666923,-101.9143253
42-329424140000,31.79500181,-101.925277,31.76608984,-101.9168585
42-329424150000,31.79504669,-101.9250925,31.76725018,-101.9118103
42-329424160000,31.79533659,-101.9227146,31.76723363,-101.9158768
42-329424170000,31.79541594,-101.9227387,31.76695152,-101.9130904
42-329424180000,31.79549583,-101.9227648,31.76751925,-101.9107105
42-329424190000,31.79559722,-102.1102083,31.82472222,-102.1202472
